Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Promoveremos un Proyecto de Ley de Seguridad de Presas, frente a los riesgos asociados a la existencia de grandes presas.",411,0,1,promoverar proyecto ley seguridad preso frente riesgo asociado existenciar grande presa
La protección y recuperación de la costa y las playas.,501,0,0,protección recuperación costa playa
"Vamos a desarrollar el Plan Nacional de Actuaciones de la Costa, con una inversión aproximada de 140.000 millones de pesetas,",411,0,1,ir desarrollar plan nacional actuación costa inversión aproximado millón pesetas
"que tendrá como objetivos prioritarios la mejora ambiental del litoral,",501,0,0,objetivo prioritario mejora ambiental litoral
"la lucha contra los procesos erosivos,",501,0,0,luchar proceso erosivo
el desarrollo de las infraestructuras ambientales de uso público,411,0,1,desarrollo infraestructura ambiental uso público
y la regeneración de playas y paseos marítimos.,411,0,1,regeneración playa paseo marítimo
Poner en marcha una estrategia española sobre el cambio climático.,501,0,0,poner marcha estrategia español cambio climático
"El Partido Popular pondrá en marcha un ambicioso programa de políticas y medidas de lucha frente al cambio climático, para cumplir con los compromisos de la cumbre de Kioto.",501,0,0,partido popular poner marcha ambicioso programa política medida luchar frente cambio climático cumplir compromiso cumbre kioto
"A tal fin, el Consejo Nacional del Clima elaborará y aplicará una Estrategia Nacional frente al cambio climático, que goce del mayor consenso posible.",501,0,0,tal fin consejo nacional clima elaborar aplicar estrategia nacional frente cambio climático gocir mayor consenso posible
Elaboraremos y pondremos en práctica la Estrategia Española de lucha contra el cambio climático para cumplir con los compromisos derivados del Protocolo de Kioto y reducir las emisiones de CO2 y demás gases de efecto invernadero.,501,0,0,elaboraremos poner práctico estrategia español luchar cambio climático cumplir compromiso derivado protocolo kioto reducir emisión co demás gas efecto invernadero
Mejorar la educación medioambiental.,501,0,0,mejorar educación medioambiental
"Fomentaremos la educación ambiental con campañas de formación, información y sensibilización sobre los problemas del medio ambiente que son primordiales para mejorar la calidad de nuestro entorno, y promoveremos la participación ciudadana.",501,0,0,fomentaremos educación ambiental campaña formación información sensibilización problema medio ambiente primordial mejorar calidad entorno promoverer participación ciudadano
"Desarrollaremos el Libro Blanco de la Educación Ambiental mediante programas de divulgación, educación y participación que conecten la gestión ambiental a los ciudadanos.",501,0,0,desarrollarer libro blanco educación ambiental mediante programa divulgación educación participación conectir gestión ambiental ciudadano
"Una política ambiental eficaz requiere del compromiso y la participación de todos los españoles, objetivo último de la educación ambiental.",501,0,0,política ambiental eficaz requerir compromiso participación español objetivo último educación ambiental
Promoveremos un voluntariado ambiental con la participación de asociaciones y organizaciones no gubernamentales.,501,0,0,promoverer voluntariar ambiental participación asociación organización no gubernamental
Mejoraremos la información al consumidor sobre las características de los productos que adquiere en cuanto a los efectos sobre el medio ambiente.,501,0,0,mejoraremos información consumidor característica productos adquirir cuanto efecto medio ambiente
Cultura: riqueza y patrimonio común.,502,0,0,cultura riqueza patrimonio común
"El Gobierno del Partido Popular se comprometió a que la atención a la cultura fuese una prioridad de su actuación, por entender que España tiene en su cultura y su historia el principal activo de su cohesión interior y de su posición internacional.",502,0,0,gobierno partido popular comprometer atención culturo prioridad actuación entender españa culturar historia principal activo cohesión interior posición internacional
Y así ha sido.,305,0,0,así sido
"La creación de la Comisión Delegada del Gobierno para Asuntos Culturales, presidida por el Presidente del Gobierno, ha sido la acción más decidida a la hora de coordinar e impulsar la política cultural española.",502,0,0,creación comisión delegado gobierno asuntos cultural presidido presidente gobierno ser acción decidido hora coordinar impulsar política cultural español
La atención preferente al patrimonio se ha concretado en el Plan de Inversiones en Instituciones Culturales de Cabecera.,502,0,0,atención preferente patrimonio concretado plan inversión institución cultural cabecerar
"Con este plan se ha más que duplicado el presupuesto de inversiones,",502,0,0,plan duplicado presupuesto inversión
"lo que ha posibilitado acometer los grandes proyectos: Prado, Reina Sofía, Thyssen, Museo Nacional de Escultura, Biblioteca Nacional, Archivos de Indias, y Simancas, Museo del Ejército, Filmoteca Nacional,",502,0,0,posibilitado acometer grande proyecto prado reina sofía thyssar museo nacional escultura biblioteca nacional archivo indio simanca museo ejército filmoteco nacional
al tiempo que se ha incrementado notablemente el programa de inversiones ordinarias.,502,0,0,tiempo incrementado notablemente programa inversión ordinario
"Todas las actuaciones en el terreno de los museos, los archivos y las bibliotecas, se han hecho en el marco del acuerdo parlamentario sobre el patrimonio logrado en la legislación anterior, que se ha mantenido y reforzado en la que acaba de concluir.",502,0,0,todo actuación terreno museo archivo biblioteca hecho marco acuerdo parlamentario patrimonio logrado legislación anterior mantenido reforzado acabar concluir
El Plan Nacional de Catedrales ha permitido triplicar las inversiones en Catedrales en toda España,502,0,0,plan nacional catedrales permitido triplicar inversión catedral todo españa
"y con el Plan Nacional de Castillos y Arquitectura Militar se ha iniciado la restauración de una parte sustancial de nuestro patrimonio histórico, que debe continuar, en colaboración con las Comunidades Autónomas.",502,0,0,plan nacional castillos arquitectura militar iniciado restauración parte sustancial patrimonio histórico deber continuar colaboración comunidad autónomo
