Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Variantes San Francisco-Mocoa.,411,0,1,variante sar franciscomocoa
Troncal del Magdalena:,411,0,1,troncal magdalén
Pavimentación del trayecto entre Santana-El Yarumo-La Hormiga-La Dorada-Puente Internacional San Miguel.,411,0,1,pavimentación trayecto santanael yarumola hormigalar doradapuente internacional san miguel
Troncal del Oriente,411,0,1,troncal oriente
Construcción vía Villagarzón-Portugal-Orito.,411,0,1,construcción vío villagarzónportugalorito
Aeropuertos,H,0,0,aeropuerto
Aeropuerto Cananguchal.,411,0,1,aeropuerto cananguchal
Aeropuerto Valle del Guamuez.,411,0,1,aeropuerto valle guamuez
Puertos,H,0,0,puerto
Muelle de La Esmeralda.,411,0,1,muelle esmeraldar
Muelle Puerto Colón.,411,0,1,muelle puerto colón
Abastecimiento energético; Masificación del gas domiciliario,H,0,0,abastecimiento energético masificación gas domiciliario
Construcción del Gasoducto Neiva-Popayán-Pasto.,411,0,1,construcción gasoducto neivapopayánpasto
"Construcción del Gasoducto Neiva-Pitalito y desde allí hacia Florencia, Caquetá y Mocoa, Putumayo.",411,0,1,construcción gasoducto neivapitalito allí hacia florencia caquetá mocoa putumayo
Departamento del Quindío,H,0,0,departamento quindío
Túnel de la Línea (Túnel II Centenario).,411,0,1,túnel líneo túnel ii centenario
Desarrollo de las variantes: occidental que viene de las dobles calzadas La Paila y Pereira entre la ciudad de Armenia. Y otra Oriental que una las dobles calzadas que vienen de La Paila y de Pereira (Autopistas del Café).,411,0,1,desarrollo variante occidental venir doble calzada pailar pereirar ciudad armenia oriental doble calzada venir paila pereirar autopista café
Mirador panorámico cordillerano: tramo Calarcá-Quebradanegra; Quebradanegra-Córdoba; Córdoba-Pijao; Pijao-Génova; La Mariela-Batallón de Alta Montaña.,411,0,1,mirador panorámico cordillerano tramo calarcáquebradanegra quebradanegracórdoba córdobapijao pijaogénova marielabatallón alto montaña
Acueducto Regional o Reservatorio de Aguas.,411,0,1,acueducto regional reservatorio agua
Teleférico La Secreta-Peñas Blancas.,411,0,1,teleférico secretapeña blanco
Terminal Turístico La Estación.,411,0,1,terminal turístico estación
"Construcción espejo de agua, río Santo Domingo, municipio de Calarcá.",411,0,1,construcción espejo agua río santo domingo municipio calarcá
Construcción doble calzada comprendida entre los municipios de Calarcá-Armenia-Montenegro-Quimbaya.,411,0,1,construcción doble calzada comprendido municipio calarcáarmeniamontenegroquimbaya
