Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Reorganización de museos públicos mediante una política orientada a mejorar la calidad que se ofrece a los usuarios.,502,0,0,reorganización museo público mediante política orientado mejorar calidad ofrecer usuario
Política de incentivos para que los museos privados cumplan un proceso similar.,402,0,1,político incentivo museo privado cumplir proceso similar
Fortalecimiento de la formación de archivólogos.,502,0,0,fortalecimiento formación archivólogo
"Reordenación del sistema de archivos públicos, para evitar las dificultades de acceso y la superposición de servicios.",502,0,0,reordenación sistema archivo público evitar dificultad acceso superposición servicio
Avanzar hacia la total digitalización de los archivos.,411,0,1,avanzar hacia total digitalización archivo
"Definición de una política general de bibliotecas públicas que enfatice la orientación al usuario, la presencia en los barrios (para lo que es posible aprovechar los centros MEC) y el acondicionamiento de los espacios físicos a las características y necesidades de los usuarios.",502,0,0,definición político general biblioteca público enfatizar orientación usuario presenciir barrio posible aprovechar centro mec acondicionamiento espacio físico característica necesidad usuario
"Reestructura profunda de la Biblioteca Nacional, que debe firmar definitivamente su carácter de biblioteca patrimonial y de archivo, orientada a atender investigadores.",502,0,0,reestructura profundo biblioteca nacional deber firmar definitivamente carácter biblioteca patrimonial archivo orientado atender investigador
"Mejor aprovechamiento de bibliotecas públicas subutilizadas, como la Biblioteca Central de Secundaria ubicada en el IAVA.",502,0,0,mejor aprovechamiento biblioteca público subutilizada biblioteca central secundario ubicado iava
Actualización de los programas de formación para bibliotecarios.,502,0,0,actualización programa formación bibliotecario
Reforma institucional,H,0,0,reforma institucional
"Reestructura de la Dirección Nacional de Cultura del MEC, que deberá pasar a funcionar en cinco áreas: Música, (lo que supone recrear el área de Actividades Musicales que funcionaba en la Sala Vaz Ferreira) Artes Escénicas, Letras y Publicaciones (a ser recreada), Artes Plásticas y Visuales, y Coordinación de Actividades Culturales en todo el país (a ser creada en coordinación con los gobiernos departamentales).",502,0,0,reestructuro dirección nacional cultura mec deber pasar funcionar cinco área músico suponer recrear área actividad musical funcionar sala vaz ferreira art escénico letra publicación ser recrear art plástico visual coordinación actividad cultural país ser crear coordinación gobierno departamental
Esta reestructura debe ir acompañada de la consiguiente redistribución de funcionarios y contratación de técnicos idóneos.,303,0,0,reestructura deber ir acompañado consiguiente redistribución funcionario contratación técnico idóneo
"Readecuación del actual Instituto de Artes Escénicas, estimulando un sistema de coproducciones que dé cabida a diferentes actores y productores teatrales del país.",502,0,0,readecuación actual instituto art escénico estimular sistema coproducción dar cabida diferente actor productor teatral país
"Jerarquizar el área de Artes Plásticas y Visuales de la Dirección Nacional de Cultura en forma independiente del Museo Nacional de Artes Plásticas y Visuales, dando cabida a diferentes corrientes.",502,0,0,jerarquizar área art plásticos visual dirección nacional cultura forma independiente museo nacional art plástico visual dar cabida diferente corriente
"Fortalecimiento del Instituto del Cine y lo Audiovisual, para acompasarlo al crecimiento de la industria audiovisual en el país.",502,0,0,fortalecimiento instituto cine audiovisual acompasarlo crecimiento industria audiovisual país
Estricto cumplimiento de la Ley 18.384 (Ley de estatuto del artista y oficios conexos) en las contrataciones realizadas por el Estado.,502,0,0,estricto cumplimiento ley ley estatuto artista oficio conexo contratación realizado
"Creación de Juzgados Nacionales de Ambiente, Territorio y Patrimonio Cultural, que intervengan ante conflictos de interés en cuestiones relativas a esas tres grandes áreas.",605.1,-1,0,creación juzgado nacional ambiente territorio patrimonio cultural intervengar conflicto interés cuestión relativo tres grande área
"Creación del Defensor Nacional del Medio Ambiente, Territorio y Patrimonio Cultural, dependiente del Poder Legislativo y dotado de autonomía técnica.",502,0,0,creación defensor nacional medio ambiente territorio patrimonio cultural dependiente poder legislativo dotado autonomía técnico
Introducción,H,0,0,introducción
"Si queremos una vida mejor para todos los uruguayos, tenemos que producir más y conseguir ser competitivos en un mundo cada día más exigente.",410,0,1,si querer vida mejor uruguayo producir conseguir ser competitivo mundo cada día exigente
"Para tener una sociedad más justa hay que distribuir, pero eso no alcanza para asegurar a todos un auténtico bienestar.",503,1,-1,tener sociedad justo distribuir no alcanzar asegurar auténtico bienestar
"La economía uruguaya ha crecido en los últimos años, pero todavía falta mucho camino por recorrer.",410,0,1,economía uruguaya crecido último año todavía faltar camino recorrer
"Tener un país productivo exige, antes que nada, bajar nuestros costos en relación a los costos de nuestros competidores.",410,0,1,tener país productivo exigir nada bajar costo relación costo competidor
"Para que eso ocurra, el Estado tiene que dejar de ser un mal socio de nuestros emprendedores.",405,0,1,ocurrir dejar ser mal socio emprendedor
"Necesitamos bajar las tarifas públicas, reduciendo el peso de los impuestos encubiertos.",412,0,-1,necesitar bajar tarifa público reducir peso impuesto encubierto
Necesitamos controlar la inflación con instrumentos que no afecten gravemente el tipo de cambio.,412,0,-1,necesitar controlar inflación instrumento no afectar gravemente tipo cambio
"Necesitamos generar una gran “devaluación logística”, creando las condiciones para realizar la inversión en infraestructura que no se hizo en años.",411,0,1,necesitar generar gran devaluación logístico crear condición realizar inversión infraestructuro no hacer año
"Necesitamos recuperar nuestras carreteras, cada día más usadas y deterioradas, así como desarrollar una red ferroviaria al servicio de la producción.",411,0,1,necesitar recuperar carretera cada día usado deteriorada así desarrollar red ferroviario servicio producción
Necesitamos recuperar el dinamismo de nuestros puertos.,411,0,1,necesitar recuperar dinamismo puerto
"Mientras no hagamos esta clase de esfuerzos, nuestras perspectivas de crecimiento seguirán siendo muy dependientes del precio internacional de los productos agrícolas.",407,0,1,mientras no hacer clase esfuerzo perspectiva crecimiento seguir ser dependiente precio internacional producto agrícola
"Y como ese es un factor que los uruguayos no controlamos, seguiremos siendo demasiado vulnerables a cualquier cambio en el contexto.",407,0,1,factor uruguayo no controlar seguir ser demasiado vulnerable cualquiera cambio contexto
Tener un país productivo también requiere recuperar la ecuanimidad en el manejo de las relaciones laborales.,701,0,0,tener país productivo requerir recuperar ecuanimidad manejo relación laboral
La inversión y el empleo se resienten en un clima hostil.,405,0,1,inversión empleo resientir clima hostil
"Necesitamos un marco jurídico estable, que trate de manera equilibrada a todas las partes.",701,0,0,necesitar marco jurídico estable trate manera equilibrado todo parte
Necesitamos una cultura de negociación y acuerdo que sustituya a la actual cultura del conflicto.,701,0,0,necesitar cultura negociación acuerdo sustituir actual cultura conflicto
Necesitamos revertir los desvíos que atentan contra la libertad de trabajo.,701,0,0,necesitar revertir desvío atentar libertad trabajar
"Un país productivo necesita además una política comercial bien organizada, que sea dirigida desde un Ministerio de Relaciones Exteriores que haya recuperado su protagonismo.",407,0,1,país productivo necesitar además política comercial bien organizado dirigido ministerio relación exterior recuperado protagonismo
"El Uruguay es hoy un país comercialmente aislado, rehén de un Mercosur que se ha desnaturalizado.",110,0,0,uruguay hoy país comercialmente aislado rehén mercosur desnaturalizado
"La política exterior fundada en afinidades ideológicas, que fue impulsada por los últimos dos presidentes, ha generado muchos daños.",102,0,0,política exterior fundar afinidad ideológico impulsado último dos president generado daño
Necesitamos menos diplomacia presidencial y más diplomacia profesional.,107,0,0,necesitamos menos diplomacia presidencial diplomacia profesional
Necesitamos una diplomacia más centrada en lo comercial y mejor conectada con los agentes económicos.,407,0,1,necesitar diplomacia centrado comercial mejor conectado agente económico
"El Uruguay no es un país que tenga protagonismo en los grandes asuntos de la política internacional, pero enfrenta grandes desafíos de política comercial.",407,0,1,uruguay no país protagonismo grande asunto político internacional enfrentar grande desafío político comercial
Tenemos que movilizar a nuestra gente más preparada para atacar esos problemas.,407,0,1,movilizar gente preparado atacar problema
"Un país productivo también necesita políticas sectoriales que favorezcan el desarrollo del agro, la industria y los servicios.",410,0,1,país productivo necesitar política sectorial favorecer desarrollo agro industria servicio
"El aumento de los precios internacionales ha disimulado algunos hechos preocupantes, como el debilitamiento de nuestra producción de carne.",410,0,1,aumento precio internacional disimular hecho preocupante debilitamiento producción carne
La industria turística sigue siendo muy dependiente de la región y ha sido sacudida por las decisiones de nuestros vecinos.,410,0,1,industria turístico seguir ser dependiente región ser sacudir decisión vecino
Lo mismo ocurre con un sector tan importante como la construcción.,410,0,1,mismo ocurrir sector tanto importante construcción
Necesitamos medidas que ayuden a superar esos desafíos y permitan avanzar en la diversificación de nuestra actividad económica.,410,0,1,necesitar medida ayudar superar desafío permitir avanzar diversificación actividad económico
Para eso también hace falta avanzar en el desarrollo de la tecnología y la innovación como parte de la estrategia productiva.,411,0,1,hacer falta avanzar desarrollo tecnología innovación partir estrategia productivo
POLÍTICA ECONÓMICA,H,0,0,política económico
Nuestro país ha registrado un fuerte crecimiento económico desde el año 2003.,410,0,1,país registrado fuerte crecimiento económico año
El contexto externo y la revolución silenciosa en nuestro campo y otros sectores productivos generaron un importante crecimiento de las exportaciones.,410,0,1,contexto externo revolución silencioso campo sector productivo generar importante crecimiento exportación
A esto se sumó el dinamismo del consumo interno y la inversión privada.,410,0,1,sumar dinamismo consumo interno inversión privado
"Desde el año 2012 este crecimiento se ha vuelto más trabajoso, en parte a causa de cambios que ocurren o se anuncian en el contexto externo (como la suba de tasas) y en parte debido a desequilibrios propios.",410,0,1,año crecimiento vuelto trabajoso parte caús cambio ocurrir anunciar contexto externo subir tasa parte debido desequilibrio propio
"De momento no hay motivos de alarma, pero varias luces amarillas se han encendido.",410,0,1,momento no motivo alarmar varios luz amarillo encendido
En estas condiciones se vuelve más importante que nunca el rol estabilizador de las políticas públicas.,410,0,1,condición volver importante nunca rol estabilizador política público
Tenemos la responsabilidad ante las generaciones futuras de dejar de ser una economía de aceleración y freno.,410,0,1,responsabilidad generación futuro dejar ser economío aceleración freno
Los equilibrios macroeconómicos no son estáticos.,414,0,1,equilibrio macroeconómico no estático
Muchas variables inciden en ellos y algunas se presentan como un dato que no controlamos.,407,0,1,mucho variable incidir presentar dato no controlar
El fuerte peso del contexto externo es un ejemplo de lo difícil que resulta modificar el horizonte de posibilidades.,407,0,1,fuerte peso contexto externo ejemplo difícil resultar modificar horizonte posibilidad
La principal tarea de los gobernantes consiste entonces en aprovechar las condiciones favorables y amortiguar el impacto de las desfavorables.,407,0,1,principal tarea gobernant consistir entonces aprovechar condición favorable amortiguar impacto desfavorable
Las políticas monetaria y fiscal son sus principales instrumentos.,414,0,1,política monetario fiscal principal instrumento
"En este mismo momento, las condiciones que sirven de contexto a nuestra actividad económica están cambiando o próximas a cambiar.",410,0,1,mismo momento condiciones servir contexto actividad económico cambiar próximo cambiar
"Por eso importa evaluar las fortalezas y debilidades de nuestro aparato productivo, así como el grado de alineamiento de las diferentes políticas que pueden ayudarnos a enfrentar los cambios en el ciclo económico.",410,0,1,importar evaluar fortaleza debilidad aparato productivo así grado alineamiento diferente política poder ayudar yo enfrentar cambio ciclo económico
La situación actual,H,0,0,situación actual
Nuestra actividad exportadora está concentrada en las actividades que mejor sabemos hacer: la producción de alimentos y de bienes agroindustriales.,407,0,1,actividad exportador concentrado actividad mejor saber hacer producción alimento bién agroindustrial
Estas actividades (junto con otras vinculadas al sector servicios) encontraron un escenario externo favorable y en muchos casos respondieron con excelencia.,407,0,1,actividad junto vinculado sector servicio encontrar escenario externo favorable caso responder excelencia
Hemos dado un salto en cantidad y en calidad.,407,0,1,dar salto cantidad calidad
Los últimos gobiernos no han sabido aprovechar este shock positivo para incentivar el desarrollo de otros sectores.,305.1,0,0,último gobierno no saber aprovechar shock positivo incentivar desarrollo sector
Los errores de política económica hicieron que la bonanza fuera empañada por problemas macro que nos restaron competitividad.,305.1,0,0,error político económico hacer bonanza empañado problema macro restar competitividad
"El tipo de cambio, las altas tarifas públicas y las ineficiencias en la producción de bienes públicos como infraestructura y seguridad impidieron la diversificación que hubiera sido posible en este contexto.",414,0,1,tipo cambio alto tarifa público ineficiencia producción bién público infraestructuro seguridad impedir diversificación ser posible contexto
"Fuera de nuestras áreas de excelencia, el Uruguay productivo sigue siendo un proyecto más que una realidad.",410,0,1,área excelencia uruguay productivo seguir ser proyecto realidad
Política monetaria-cambiara,H,0,0,político monetariacambiar
"Durante la mayor parte del tiempo operó un régimen de flotación administrada para el tipo de cambio, con metas de inflación para el control de precios.",412,0,-1,mayor parte tiempo operar régimen flotación administrado tipo cambio metos inflación control precio
Para mantener la inflación por debajo de dos dígitos se alternó entre el uso de los medios de pago y el empleo de la tasa de interés de cortísimo plazo.,412,0,-1,mantener inflación debajo dos dígito alternar uso medio pago empleo tasar interés cortísimo plazo
"Cuando eso no alcanzó, se recurrió a la política de encajes y a medidas heterodoxas como postergar o reducir ajustes de tarifas públicas y precios administrados, así como a acuerdos de precios con grandes superficies.",412,0,-1,no alcanzar recurrir política encaj medida heterodoxas postergar reducir ajuste tarifa público precio administrado así acuerdo precio grande superficie
La presión a la baja del dólar provocó una pérdida de competitividad y un déficit importante en el Banco Central.,407,0,1,presión bajo dólar provocar pérdida competitividad déficit importante banco central
El alto premio por la deuda pública de corto plazo resultaba muy atractivo para los inversores pero muy oneroso para el Estado.,414,0,1,alto premio deuda público corto plazo resultar atractivo inversor oneroso
El costo de la política monetaria trepó hasta los 700 millones de dólares anuales.,414,0,1,costo político monetario trepó millón dólares anual
El Banco Central debió ser recapitalizado.,414,0,1,banco central deber ser recapitalizar
Política fiscal,H,0,0,política fiscal
El gasto público creció hasta representar casi un tercio del PBI.,414,0,1,gasto público crecer representar casi tercio pbi
"Pese a la caída de la evasión y al incremento de la formalización, el crecimiento de los ingresos fue por detrás del aumento del gasto.",414,0,1,pese caída evasión incremento formalización crecimiento ingreso detrás aumento gasto
"El resultado primario (ingresos menos gastos, sin considerar el pago de intereses) cayó de un ahorro equivalente al 4% del PIB a un ahorro prácticamente nulo.",414,0,1,resultado primario ingreso menos gasto considerar pago interés caer ahorro equivalente pib ahorro prácticamente nulo
"Si se incorpora el pago de intereses, el resultado fiscal total es negativo en montos superiores a los 1.000 millones de dólares a partir de la mitad de 2012.",414,0,1,si incorporar pagar interés resultado fiscal total negativo monto superior millón dólares partir mitad
"De acuerdo al Informe Económico Financiero de la Rendición de Cuentas 2013, las autoridades prevén que el déficit global del Sector Publico se ubique en 3,3% del PIB durante 2014, y 3,2% del PIB durante 2015.",414,0,1,acuerdo informe económico financiero rendición cuenta autoridad prever déficit global sector publico ubique pib pib
La estructura tributaria incorporó la imposición progresiva sobre los ingresos de las personas.,414,0,1,estructura tributario incorporar imposición progresivo ingreso persona
"Uno de cada tres empleados (unas 400 mil personas) son contribuyentes de IRPF, un impuesto que a todos los efectos resulta imponiéndose sobre los ingresos y no sobre la renta de las personas físicas.",414,0,1,cada tres empleado uno mil persona contribuyent irpf impuesto efecto resultar imponer él ingreso no rentar persona físico
"La visión predominante en los últimos dos gobiernos es que la redistribución que importa es la de los ingresos, cuando la evidencia internacional muestra que lo importante es redistribuir las oportunidades.",305.1,0,0,visión predominante último dos gobierno redistribución importar ingreso evidenciar internacional mostrar importante redistribuir oportunidad
No necesariamente una conduce a la otra.,414,0,1,no necesariamente conducir
"En este campo, los resultados han sido negativos.",414,0,1,campo resultado ser negativo
El incremento del gasto público no le fue devuelto al ciudadano en servicios públicos de calidad.,414,0,1,incremento gasto público no devuelto ciudadano servicio público calidad
"Aquellas áreas en las que el gobierno volcó más dinero (seguridad, salud, enseñanza, políticas sociales) son las que registran peores resultados.",414,0,1,aquel área gobierno volcar dinero seguridad salud enseñanza política social registrar peor resultado
"Lo anterior se debe en parte a un enfoque equivocado, pero también a problemas de gestión.",303,0,0,anterior deber parte enfoque equivocado problema gestión
La reforma tributaria no fue acompañada por una reforma de procesos del resto del Sector Público.,303,0,0,reforma tributario no acompañado reforma proceso resto sector público
"El gasto ha aumentado, pero no ha mejorado en términos de calidad.",303,0,0,gasto aumentado no mejorado término calidad
La reducción de la evasión y el incremento de la formalización laboral no podrán seguir creciendo como lo hicieron hasta ahora.,403,0,1,reducción evasión incremento formalización laboral no poder seguir crecer hacer ahora
"Paralelamente, el proceso de desaceleración económica y rezago en la relación de precios en dólares –respecto a la región- afectan a sectores de actividad de relevante importancia.",410,0,1,paralelamente proceso desaceleración económico rezago relación precio dólares respecto región afectar sector actividad relevante importancia
"Este contexto sugiere que, cualquiera sea el gobierno, en los próximos años deberá esperarse al menos un menor ritmo de crecimiento de los ingresos del Estado.",410,0,1,contexto sugerir cualquiera gobierno próximo año deber esperar él menos menor ritmo crecimiento ingreso
Política Salarial,H,0,0,política salarial
"La fuerte demanda de trabajo generada por el crecimiento económico, sumada al papel desempeñado por el Estado en los ámbitos de negociación colectiva (Consejos de Salarios), impulsó una mejora de los niveles de empleo con incremento de los salarios reales.",701,0,0,fuerte demanda trabajo generado crecimiento económico sumado papel desempeñado ámbito negociación colectivo consejo salario impulsar mejora nivel empleo incremento salario real
"Sin embargo, la tasa de actividad sigue siendo baja en términos comparativos.",701,0,0,embargo tasar actividad seguir ser bajo término comparativo
"La forma adoptada para la fijación de los salarios no incluyó casi ningún vínculo con la evolución de la productividad, que es la única fuente permanente de crecimiento.",701,0,0,forma adoptado fijación salario no incluir casi ninguno vínculo evolución productividad único fuente permanente crecimiento
También en este sentido se perdió una oportunidad.,701,0,0,perder oportunidad
"El proceso de mejora en el mercado laboral se ha revertido últimamente en gran parte de los sectores de actividad, con un menor ritmo de crecimiento de los salarios y una caída de la demanda de trabajo en algunos de ellos.",701,0,0,proceso mejorar mercado laboral revertido últimamente gran parte sector actividad menor ritmo crecimiento salario caído demando trabajar
"Nuestra visión: políticas económicas alineadas, consistentes y estables",H,0,0,visión política económico alineado consistente estable
El gran desafío del Uruguay de los próximos años es la diversificación productiva.,410,0,1,gran desafío uruguay próximo año diversificación productivo
"Necesitamos incorporar actividades que requieran trabajo de calidad, para hacer mejor lo que hacemos bien y empezar a hacer bien lo que todavía no hacemos.",410,0,1,necesitar incorporar actividad requeír trabajo calidad hacer mejor hacer bien empezar hacer bien todavía no hacer
Somos y seremos uno de los países más eficientes en la producción de proteína animal.,410,0,1,país eficiente producción proteínar animal
También somos y seremos un país de servicios.,410,0,1,país servicio
Pero no podemos quedarnos allí.,410,0,1,no poder quedar yo allí
"Es necesario estimular el desarrollo de actividades con mayor intensidad en el uso del conocimiento, que se inserten en la cadena de valor de nuestra producción y en las cadenas de valor internacionales.",410,0,1,necesario estimular desarrollo actividad mayor intensidad uso conocimiento insertir cadén valor producción cadena valor internacional
El Estado tiene un rol a desempeñar en este terreno.,305.3,-1,0,rol desempeñar terreno
Competitividad.,407,0,1,competitividad
La posibilidad de un Uruguay auténticamente productivo es indisociable de una fuerte vocación externa.,407,0,1,posibilidad uruguay auténticamente productivo indisociable fuerte vocación externo
Un país chico debe tener una economía conectada al mundo.,407,0,1,país chico deber tener economía conectado mundo
Por eso es esencial avanzar en términos de competitividad.,407,0,1,esencial avanzar término competitividad
"El sector privado ha tenido logros importantes en este terreno, pero el Estado debe contribuir.",407,0,1,sector privado logro importante terreno deber contribuir
"Trabajaremos por un país auténticamente productivo y competitivo, con una inflación que no genere incertidumbre, un tipo de cambio que no nos debilite frente a nuestros competidores y un “costo país” que no afecte la viabilidad de nuestros emprendimientos productivos.",414,0,1,trabajaremos país auténticamente productivo competitivo inflación no genere incertidumbre tipo cambio no debilitar frente competidor costo país no afectar viabilidad emprendimiento productivo
"Esto requiere un manejo responsable de las cuentas públicas, un déficit fiscal controlado y una efectiva coordinación de las políticas monetaria, salarial y fiscal.",414,0,1,requerir manejo responsable cuenta público déficit fiscal controlado efectivo coordinación política monetario salarial fiscal
Una inflación menor que la actual.,412,0,-1,inflación menor actual
"Hace varios años que inflación se ubica por encima de la meta oficial, lo que no sólo impacta sobre el tipo de cambio sino también sobre la confianza.",412,0,-1,hacer varios año inflación ubico encima meta oficial no sólo impacto tipo cambio sino confianza
"Aun considerando algunos factores externos, como el ingreso de capitales, las causas principales de esta tendencia están en la falta de coordinación entre políticas y la resistencia a tomar medidas cuando hubo margen para hacerlo.",412,0,-1,aun considerar factor externo ingreso capital causa principal tendencia faltar coordinación política resistenciar tomar medida margen hacer él
La combinación entre un aumento excesivo del gasto y una economía prácticamente en pleno empleo conduce al aumento sostenido de los precios.,412,0,-1,combinación aumento excesivo gasto economía prácticamente pleno empleo conducir aumento sostenido precio
Este encarecimiento relativo tiene un alto potencial de daño ante un contexto de debilidad de la demanda mundial.,412,0,-1,encarecimiento relativo alto potencial daño contexto debilidad demanda mundial
Difícil proponer un Uruguay auténticamente productivo si no se cambia esta dinámica.,410,0,1,difícil proponer uruguay auténticamente productivo si no cambiar dinámico
Sinceramiento del tipo de cambio.,412,0,-1,sinceramiento tipo cambio
"La utilización de la tasa de interés de cortísimo plazo como instrumento de política monetaria en un escenario de fuerte ingreso de capitales generó un desalineamiento del tipo de cambio que nos restó competitividad, especialmente en relación a nuestros vecinos.",412,0,-1,utilización tás interés cortísimo plazo instrumento político monetario escenario fuerte ingreso capital generar desalineamiento tipo cambio restar competitividad especialmente relación vecino
"Ante este desequilibrio, son necesarias acciones prudentes en beneficio de nuestras exportaciones.",412,0,-1,desequilibrio necesario acción prudente beneficio exportación
Un gasto público responsable.,414,0,1,gasto público responsable
Una política fiscal sana debe fundarse en una estimación adecuada de los ingresos de largo plazo.,414,0,1,política fiscal sano deber fundar él estimación adecuado ingreso largo plazo
Los ingresos extraordinarios que se generan cuando el producto crece por encima de la tasa histórica no deben confundirse con los ingresos permanentes.,414,0,1,ingreso extraordinario generar producto crecer encima tasa histórico no deber confundir él ingreso permanente
