Text,Code,libertad_personal_score,libertad_economica_score,text_processed
c. Equipos de intervención ante situaciones de crisis graves de convivencia y situaciones de violencia filio parental.,504,-1,-1,c equipo intervención situación crisis grave convivencia situación violencia filio parental
/ AVANZANDO EN UNA MAYORPROTECCIÓN DE LOS CONSUMIDORES EN UNA SOCIEDAD MÁS RESPONSABLE,H,0,0,avanzar mayorprotección consumidor sociedad responsable
3. 46. El fundamento natural de la protección a las y los consumidores es combatir la desigualdad.,403,0,1,fundamento natural protección consumidor combatir desigualdad
"La Constitución, en su artículo 51, encomienda a los poderes públicos la defensa de los consumidores y sus legítimos intereses económicos.",403,0,1,constitución artículo encomiendir poder público defensa consumidor legítimo interés económico
"Y la nueva dimensión de los derechos humanos incorpora los derechos sociales, económicos y culturales.",201.2,1,0,nuevo dimensión derechos humanos incorporo derechos social económico cultural
3.47. La política de protección al consumidor en España parte del acervo comunitario:,403,0,1,político protección consumidor españa parte acervo comunitario
"Trabajaremos en los foros de la UE, para alcanzar un elevado nivel de protección de nuestros y nuestras consumidoras.",403,0,1,trabajaremos foro ue alcanzar elevado nivel protección consumidora
"3.48. El Consejo de la Unión Europea está llevando a cabo cambios orientados a reforzar los derechos de las personas consumidoras, a proporcionarles instrumentos para ejercerlos y a obtener compensaciones o resarcimientos y, en su caso, establecer sanciones efectivas.",403,0,1,consejo unión europea llevar cabo cambio orientado reforzar derecho persona consumidora proporcionarl instrumento ejercerlo obtener compensación resarcimiento caso establecer sanción efectivo
"Los y las socialistas impulsaremos la actualización de la directiva de protección a los consumidores y de prácticas comerciales desleales, para que las autoridades nacionales puedan evaluar y atajar las prácticas comerciales engasas y abordar los nuevos retos del consumo en el mundo digital.",403,0,1,socialista impulsarer actualización directivo protección consumidor práctico comercial desleal autoridad nacional poder evaluar atajar práctica comercial engasa abordar nuevo reto consumo mundo digital
Este nuevo marco va a necesitar cambios legislativos con el fin de mejorar la aplicación de las normas de protección de consumidores.,403,0,1,nuevo marco ir necesitar cambio legislativo fin mejorar aplicación norma protección consumidor
"3.49. En el contexto europeo, cada vez más exigente en cuanto a la protección de los consumidores, y a la responsabilidad social de las empresas, el PSOE se compromete a:",403,0,1,contexto europeo cada vez exigente cuanto protección consumidor responsabilidad social empresa psoe comprometer
"oGarantizar los derechos de las personas consumidoras y usuarias, en particular de los más vulnerables.",403,0,1,ogarantizar derecho persona consumidora usuario particular vulnerable
oDesarrollar instrumentos efectivos para hacer frente a las vulneraciones de los derechos de las personas consumidoras.,403,0,1,odesarrollar instrumento efectivo hacer frente vulneración derecho persona consumidora
"oConstruir las políticas de Consumo junto a las CCAA y asociaciones de consumidores y usuarios, así como con la colaboración de otras organizaciones sociales.",403,0,1,oconstruir política consumo junto ccaa asociación consumidor usuario así colaboración organización social
"oFomentar un consumo responsable, sostenible y accesible en cumplimiento de la Agenda 2030.",416.2,0,-1,ofomentar consumo responsable sostenible accesible cumplimiento agendo
oGarantizar la gratuidad de los servicios de atención al cliente.,403,0,1,ogarantizar gratuidad servicio atención cliente
oImpulsar la Educación para el Consumo a través del sistema educativo.,403,0,1,oimpulsar educación consumo través sistema educativo
oRegular la prolongación de la vida il de los productos.,403,0,1,oregular prolongación vida il productos
3.50. El PSOE promoverá:,403,0,1,psoe promover
oCreación de la Fiscalía Especial de Consumo: Con la finalidad de combatir la vulneración de los legítimos derechos de los consumidores y usuarios.,403,0,1,ocreación fiscaliar especial consumo finalidad combatir vulneración legítimo derechos consumidor usuario
"De manera prioritaria se atenderán aquellos casos en que se observen situaciones de inferioridad, subordinación e indefensi.",403,0,1,manera prioritario atender aquel caso observir situación inferioridad subordinación indefensi
"oPromover un nuevo Cigo de Consumo que garantice adecuadamente la defensa de los y las consumidores y la protección efectiva de todos sus derechos, revisando el régimen jurídico de obligaciones y contratos.",403,0,1,opromover nuevo cigo consumo garantizar adecuadamente defensa consumidor protección efectivo derechos revisar régimen jurídico obligación contrato
