Text,Code,libertad_personal_score,libertad_economica_score,text_processed
No se han elaborado los necesarios programas de capacitación de dominicanos para hacerlos capaces de desarrollar la industria turística.,411,0,1,no elaborado necesario programa capacitación dominicano hacerlo capaz desarrollar industria turístico
El turismo cultural ha sido abandonado y no se pone al turista en contacto con el pueblo y su cultura.,502,0,0,turismo cultural ser abandonar no poner turista contacto pueblo cultura
No hay una normativa que logre que la industria turística conviva con el medio ambiente y el ordenamiento territorial.,416.2,0,-1,no normativo logre industria turístico conviva medio ambiente ordenamiento territorial
El turismo en República Dominicana no está todavía suficientemente vinculado a las instituciones turísticas internacionales y regionales.,107,0,0,turismo república dominicano no todavía suficientemente vinculado institución turístico internacional regional
11.2. Propuestas,H,0,0,propuesta
11.2.1 Aspectos Institucionales,H,0,0,aspecto institucional
"Dotar a la Secretaría de Estado de Turismo de la organización administrativa y de los recursos económicos y humanos que permitan el control, el ordenamiento y la debida reglamentación de las actividades de este importante sector económico.",408,0,-1,dotar secretaría turismo organización administrativo recurso económico humano permitir control ordenamiento debido reglamentación actividad importante sector económico
"Reorganizar los Organos públicos del turismo para eliminar superposiciones y contradicciones institucionales,",303,0,0,reorganizar organo público turismo eliminar superposición contradicción institucional
"desterrar trabas y diserecionalidades burocráticas,",303,0,0,desterrar traba diserecionalidad burocrático
reencauzar la función pública hacia las responsabilidades reales del gobierno y promover la creación de un liderazgo gubernamental fundamentado en la capacidad y la distinción de las esferas pública y privada.,408,0,-1,reencauzar función público hacia responsabilidad real gobierno promover creación liderazgo gubernamental fundamentado capacidad distinción esfera público privado
En la solución de los problemas habrán de participar las instituciones públicas y las de carácter privado.,408,0,-1,solución problema participar institución público carácter privado
"Estimular, en el mareo de la ejecución de las políticas turísticas, a los ayuntamientos para que desempeñen un papel estelar.",301,0,0,estimular marear ejecución política turístico ayuntamiento desempeñir papel estelar
Se apoyará la participación de los mismos en las actividades del sector. tanto en la ejecución de planes como en la retribución equilibrada de la carga tributaria.,301,0,0,apoyar participación mismo actividad sector ejecución plan retribución equilibrado carga tributario
11.21. La Estructura Turística,H,0,0,estructura turístico
Velar por la construcción de las obras físicas claves que den soporte a los proyectos de inversión en polos o regiones con o sin desarrollo turístico.,411,0,1,velar construcción obra físico clave dar soporte proyecto inversión po él región desarrollo turístico
Esto se hará a través de la OPP que es el organismo técnico de la SECTUR.,411,0,1,hacer través opp organismo técnico sectur
Definir como prioritarias para el desarrollo de la actividad turística el mantenimiento y la preservación de la infraestructura ya existente en los polos o regiones donde se haya desarrollado el turismo:,411,0,1,definir prioritaria desarrollar actividad turístico mantenimiento preservación infraestructuro existente polo región desarrollado turismo
