Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Rehabilitación balneario de Elgorriaga (3,2 millones de euros).",502,0,0,rehabilitación balneario elgorriagar millón euros
"Desarrollo y promoción turística internacional del Camino de Santiago (0,5 millones de euros).",502,0,0,desarrollo promoción turístico internacional camino santiago millón euros
"Promoción turística internacional de los Pirineos españoles (0,6 millones de euros).",502,0,0,promoción turístico internacional pirineo español millón euros
Catálogo colectivo del Patrimonio Bibliográfico de la Comunidad Foral.,502,0,0,catálogo colectivo patrimonio bibliográfico comunidad foral
Desarrollo del programa “Internet” de las bibliotecas de Navarra.,411,0,1,desarrollo programa internet biblioteca navarra
Rehabilitación del Teatro Gaztambide de Tudela.,502,0,0,rehabilitación teatro gaztambidir tudela
Sala de Congresos y Exposiciones en Tudela.,502,0,0,sala congreso exposición tudelar
COMPROMISO CON NAVARRA Y LA ESTABILIDAD INSTITUCIONAL DE ESPAÑA,,0,0,compromiso navarra estabilidad institucional españa
"La estabilidad institucional que garantiza el Gobierno del Partido Popular, con un proyecto único, coherente y solidario, constituye el presupuesto indispensable para el progreso y el bienestar de Navarra y del resto de España.",305,0,0,estabilidad institucional garantizar gobierno partido popular proyecto único coherente solidario constituir presupuesto indispensable progreso bienestar navarra resto españa
"En consecuencia, en la próxima legislatura los diputados y senadores de UPN defenderán el pacto de convivencia inserto en la Constitución de 1978,",203,0,0,consecuencia próximo legislatura diputado senador upn defender pacto convivencia inserto constitución
la integridad de nuestro régimen foral,301,0,0,integridad régimen foral
y el derecho de Navarra a permanecer como comunidad con personalidad propia y,301,0,0,derecho navarra permanecer comunidad personalidad propio
"solidaria con los demás pueblos españoles, frente a aventuras separatistas que pongan en peligro la unidad constitucional.",606,0,0,solidario demá pueblo español frente aventura separatista poner peligro unidad constitucional
"La acción política tiene por objeto la realización personal de todos los miembros de la sociedad con el fin de poder hacer frente a la mayoría de las demandas de la misma desde el punto de vista de la salud, educación trabajo y seguridad",606.1,-1,0,acción político objeto realización personal miembro sociedad fin poder hacer frente mayoría demanda mismo punto visto salud educación trabajo seguridad
"para poder lograr esto planteamos una profunda reforma y modernización del estado, con definición de roles y funciones a fin de incorporar nuevas tecnologías métodos y procesos para la gestión en la búsqueda de una mayor flexibilidad para de esta forma responder a las crecientes demandas y necesidades de la sociedad civil.",303,0,0,poder lograr plantear profundo reforma modernización definición rol función fin incorporar nuevo tecnología método proceso gestión búsquedar mayor flexibilidad formar responder crecient demanda necesidad sociedad civil
"Democracia de base municipal, con una profunda descentralización de las políticas públicas.",202.1,0,0,democracia base municipal profundo descentralización política público
"Avance en la regionalización desde todo punto de vista,",301,0,0,avance regionalización punto visto
con acuerdo intermunicipales a fin de fortalecer las economías regionales.,301,0,0,acuerdo intermunicipal fin fortalecer economía regional
Protección de usuarios y consumidores.,403,0,1,protección usuario consumidor
Aplicación estricta de la ley de defensa de la competencia y,403,0,1,aplicación estricto ley defensa competencia
