Text,Code,libertad_personal_score,libertad_economica_score,text_processed
20. Principales Obras por Departamentos.,H,0,0,principal obra departamento
Construcción y/o Mejoramiento de las siguientes vías:,411,0,1,construcción mejoramiento siguiente vía
AMAZONAS,H,0,0,amazona
Carretera Puente Chacanto – Dv. Leimebamba – Chachapoyas – Rodríguez de Mendoza. Longitud 280 km.,411,0,1,carreterar puente chacanto dv leimebambir chachapoya rodríguez mendozar longitud km
Obras de saneamiento de las 5 principales ciudades de la Región.,411,0,1,obra saneamiento principal ciudad región
ANCASH,H,0,0,ancash
"Carretera Chuquicara - Tauca - Cabana - Huandoval - Pallasca, Tramo: Tauca (Km 145+000) - Pallasca (Km 201+200). Longitud 56.2 km.",411,0,1,carreterar chuquicar tauca cabana huandoval pallasco tramo tauca km pallasca km longitud km
Carretera Dv. Conococha (Emp. Rutas PE-1N y PE-16) - Conococha -Catac - Huaraz - Caraz. Longitud 265.17 km.,411,0,1,carreterar dv conococha emp ruta pir pe conococha catac huaraz caraz longitud km
Obras de saneamiento de las 5 principales ciudades de la Región.,411,0,1,obra saneamiento principal ciudad región
ANCASH - HUANUCO,H,0,0,ancash huanuco
"Carretera: Chimbote – Tocache, Sector: Yungaypampa Tres Cruces - Sihuas - Huacrochuco - Uchiza- Emp. Ruta PE-05N- Tocache, Tramo: Puente el Chorro - Tres Cruces -Sihuas - Huacrachuco - Uchiza - Emp. Ruta 05N - sub tramo: C.P Ajenjo - Uchiza - Emp. Ruta 05. Longitud 86.96 km.",411,0,1,carretera chimbote tocache sector yungaypampar tres cruz sihua huacrochuco uchizo emp rutar pen tocache tramo puente chorro tres cruz sihua huacrachuco uchiza emp rutar n sub tramo cp ajenjo uchizo emp rutar longitud km
Carretera Dv. Huari (Puente Pomachaca) - Puente Copuma - Monzón - Puente Monzón - Emp. Ruta PE 18A (Tingo María). Longitud 303.38 km.,411,0,1,carreterar dv huari puente pomachacar puente copumo monzón puente monzón emp rutar pe tingo maría longitud km
"Carretera Huánuco - Conococha, Sector: Huánuco - La Unión - Huallanca (Ruta PE-3N). Longitud 152.82 km.",411,0,1,carretera huánuco conococha sector huánuco unión huallanca rutar pen longitud km
ANCASH – LA LIBERTAD,H,0,0,ancash libertad
"Carretera Pallasca – Mollepata - Santiago de Chuco Emp. Ruta 10, Tramo Mollepata - Pallasca. Longitud 30 km.",411,0,1,carreterar pallasca mollepato santiago chuco emp ruto tramo mollepata pallasco longitud km
"Carretera Pallasca – Mollepata – Mollebamba - Santiago de Chuco - Emp. Ruta 10, Tramo: Santiago de Chuco – Cachicadan - Mollepata. Longitud 76.36 km.",411,0,1,carreterar pallasca mollepato mollebambo santiago chuco emp ruto tramo santiago chuco cachicadar mollepato longitud km
APURIMAC,H,0,0,apurimac
Vía de Evitamiento a la ciudad de Abancay. Longitud 12.28 km.,411,0,1,vía evitamiento ciudad abancay longitud km
Obras de saneamiento de las 5 principales ciudades de la Región.,411,0,1,obra saneamiento principal ciudad región
AYACUCHO,H,0,0,ayacucho
Carretera Emp. PE-28B (Rosario) – Sivia – Llochegua – Canayre. Longitud 81 km.,411,0,1,carreterar emp peb rosario sivia llocheguo canayre longitud km
"Carretera Emp. PE-28B (San Francisco) – Santa Rosa – Palmapampa – San Antonio – Chiquintirca, Provincia de La Mar - Ayacucho. Longitud 132 km.",411,0,1,carreterar emp peb san francisco santa rosa palmapampa san antonio chiquintircar provincia mar ayacucho longitud km
Obras de saneamiento de las 5 principales ciudades de la Región.,411,0,1,obra saneamiento principal ciudad región
CAJAMARCA,H,0,0,cajamarca
Puente El Tingo y accesos. Longitud 99 km.,411,0,1,puente tingo acceso longitud km
Vía de evitamiento en la ciudad de Jaén. Longitud 9.75 km.,411,0,1,vía evitamiento ciudad jaén longitud km
Obras de saneamiento de las 5 principales ciudades de la Región.,411,0,1,obra saneamiento principal ciudad región
CAJAMARCA - AMAZONAS,H,0,0,cajamarca amazona
Puente Chacanto (Balzas) y accesos. Longitud 100 km.,411,0,1,puente chacanto balza acceso longitud km
CERRO DE PASCO,H,0,0,cerro pasco
Carretera Villa Rica - Puerto Bermúdez. Longitud 105.9 km.,411,0,1,carreterar villa rico puerto bermúdez longitud km
Carretera Puerto Bermúdez - San Alejandro; Tramo : Constitución - Pto. Sungaro. Longitud 54.96 km.,411,0,1,carretera puerto bermúdez san alejandro tramo constitución pto sungaro longitud km
CERRO DE PASCO - HUANUCO,H,0,0,cerro pasco huanuco
Carretera Puerto Bermúdez - San Alejandro; Tramo : Pto. Sungaro - San Alejandro. Longitud 62.9 km.,411,0,1,carretera puerto bermúdez san alejandro tramo pto sungaro san alejandro longitud km
CUZCO,H,0,0,cocer
Carretera Patahuasi – Yauri - Sicuani: Tramo: Colpahuayco - Langui. Longitud 10 km.,411,0,1,carretera patahuasi yauri sicuani tramo colpahuayco langui longitud km
"Carretera Cusco - Chinchero - Urubamba, en la Región del Cusco . Longitud 61.9 km.",411,0,1,carreterar cusco chinchero urubambo región cusco longitud km
Carretera Cusco - Pisac - Urubamba - Ollantaytambo (Incluir Variante Huancalle). Longitud 92 km.,411,0,1,carretera cusco pisac urubambo ollantaytambir incluir variante huancalle longitud km
"Carretera Patahuasi-Yauri -Sicuani, tramo: Negromayo - Yauri - San Genaro. Longitud 86.15 km.",411,0,1,carretera patahuasiyauri sicuani tramo negromayo yauri san genaro longitud km
