Text,Code,libertad_personal_score,libertad_economica_score,text_processed
El Gobierno socialista hará del compromiso medioambiental una política transversal que tenga en cuenta la participación pública y esté presente en el conjunto de sus decisiones:,501,0,0,gobierno socialista hacer compromiso medioambiental político transversal contar participación público presente conjunto decisión
"en la determinación de las infraestructuras, en el trazado de las carreteras, en la ubicación de los aeropuertos, en la localización de los embalses.",501,0,0,determinación infraestructura trazado carretera ubicación aeropuerto localización embals
"Y, también, en la definición de la política agrícola, turística, industrial, de la política energética o de la fiscal.",501,0,0,definición político agrícola turístico industrial político energético fiscal
En los valores incorporados en la política educativa y en el diseño de la política de salud pública.,501,0,0,valor incorporado político educativo diseño político salud público
"Este compromiso se incorporará, también, a la posición española en los organismos internacionales.",501,0,0,compromiso incorporar posición español organismo internacional
Y para ello:,,0,0,él
"La Administración incorporará criterios medioambientales en la evaluación de los planes y programas de inversión estatal y en los criterios de la contratación pública,",501,0,0,administración incorporar criterio medioambiental evaluación plan programa inversión estatal criterio contratación público
"de suerte que primen a las empresas sometidas a ecoauditoría y que, a igualdad de méritos, excluyan a aquellas empresas que hayan cometido infracciones ecológicas.",501,0,0,suerte primar empresa sometido ecoauditoer igualdad mérito excluir aquel empresa cometido infracción ecológico
Reorientaremos la fiscalidad para que en ella tengan un peso menor los impuestos sobre el trabajo con el fin de crear empleo,701,0,0,reorientarer fiscalidad peso menor impuesto trabajo fin crear empleo
"y hacia la incorporación de impuestos ecológicos, dirigidos a reducir el uso de substancias peligrosas y penalizar la generación de residuos y de emisiones contaminantes.",501,0,0,hacia incorporación impuesto ecológico dirigido reducir uso substancia peligroso penalizar generación residuo emisión contaminante
"Impulsaremos una política que disminuya los residuos en origen, especialmente en el caso de los residuos industriales.",501,0,0,impulsar político disminuya residuo origen especialmente caso residuo industrial
"En su tratamiento, la incineración debe ir cediendo paso al reciclaje.",501,0,0,tratamiento incineración deber ir ceder paso reciclaje
Se pondrá en marcha un programa nacional de producción de compost e iniciativas dirigidas a desincentivar el depósito en vertedero y la incineración y a propiciar los envases reutilizables.,501,0,0,poner marcha programa nacional producción compost iniciativa dirigido desincentivar depósito vertedero incineración propiciar envase reutilizabl
Queremos concluir el recorrido de la energía nuclear.,501,0,0,querer concluir recorrido energía nuclear
Procederemos a la clausura de las centrales nucleares de forma escalonada y ordenada durante los próximos 15 años.,501,0,0,procederer clausura central nuclear forma escalonado ordenado próximo año
Y cerraremos en el año 2000 las Centrales de Garoña y Zorita.,501,0,0,cerrarer año central garoña zoritar
"Este proceso se realizará sobre los siguientes pilares: garantía de que el precio de la electricidad evolucionará por debajo del IPC en los próximos años,",403,0,1,proceso realizar siguiente pilar garantir precio electricidad evolucionar debajo ipc próximo año
"impulso de nuevas actividades en las comarcas de asentamiento de las centrales nucleares,",408,0,-1,impulso nuevo actividad comarca asentamiento central nuclear
"incorporación gradual en los precios de la energía de origen nuclear de los costes asociados a su producción,",403,0,1,incorporación gradual precio energío origen nuclear coste asociados producción
e incentivos para aumentar el peso del gas natural y de las energías renovables en el consumo total de energía.,501,0,0,incentivo aumentar peso gas natural energía renovable consumo total energía
Además nos comprometemos a no autorizar actividades de reprocesado de combustible nuclear en nuestro país.,501,0,0,además comprometer no autorizar actividad reprocesado combustible nuclear país
Queremos dar un fuerte impulso a las energías renovables para que alcancen en el año 2010 un 15% del consumo total de energía primaria.,501,0,0,querer dar fuerte impulso energía renovable alcanzar año consumo total energía primario
"En este sentido, se pondrá en marcha un programa de instalación en cuatro años de 50.000 tejados fotovoltaicos, así como de instalación de paneles solares en edificios públicos y viviendas protegidas.",501,0,0,poner marcha programa instalación cuatro año tejado fotovoltaico así instalación panel solar edificio público vivienda protegido
"Intensificaremos las acciones de reactivación de las comarcas mineras, con el fin de asegurar actividades alternativas de carácter productivo,",410,0,1,intensificarer acción reactivación comarca minero fin asegurar actividad alternativo carácter productivo
la competitividad de las explotaciones de carbón viables,410,0,1,competitividad explotación carbón viable
y el respeto al medio ambiente.,501,0,0,respetar medio ambiente
"Impulsaremos el ahorro y la eficiencia energética a través de programas de gestión de la demanda, mejora tecnológica y apoyo al aislamiento térmico de viviendas y edificios.",501,0,0,impulsar ahorro eficiencia energético través programa gestión demandar mejora tecnológico apoyo aislamiento térmico vivienda edificio
UN COMPROMISO CON CIUDADES LIMPIAS Y HABITABLES.,,0,0,compromiso ciudad limpio habitable
Queremos conseguir una oferta creciente de suelo urbanizado y dar prioridad a las actuaciones de regeneración urbana sobre las de expansión incontrolada de la ciudad.,403,0,1,querer conseguir oferta creciente suelo urbanizado dar prioridad actuación regeneración urbano expansión incontrolado ciudad
"Reformaremos la vigente Ley del Suelo para incentivar la concertación entre la iniciativa privada y la pública en las actuaciones de urbanización, edificación y rehabilitación.",403,0,1,reformarar vigente ley suelo incentivar concertación iniciativo privado público actuación urbanización edificación rehabilitación
"Promoveremos que los Ayuntamientos mantengan en su patrimonio, como mínimo, el 25% del suelo urbanizable, para destinarlo preferentemente a equipamientos colectivos y a viviendas asequibles en alquiler.",403,0,1,promoverer ayuntamiento mantener patrimonio mínimo suelo urbanizable destinar él preferentemente equipamientos colectivo vivienda asequible alquiler
Estableceremos una política estatal de ciudades que oriente sus esfuerzos inversores y normativos a:,,0,0,establecerer político estatal ciudad oriente esfuerzo inversor normativo
la reducción en el uso y ocupación del automóvil privado en las ciudades y el incremento del transporte público.,411,0,1,reducción uso ocupación automóvil privado ciudad incremento transporte público
