Text,Code,libertad_personal_score,libertad_economica_score,text_processed
SALUD Y SEGURIDAD SOCIAL,H,0,0,salud seguridad social
"El ineficiente manejo sanitario histórico se ha agravado de administración tras administración de salud (MINSA-CSS), lo cual agrava la situación de salud para la población más humilde y más pobre de este país.",504,-1,-1,ineficientir manejo sanitario histórico agravado administración tras administración salud minsacss agravo situación salud población humilde pobre país
Definición de la Política de Salud y Seguridad Social,504,-1,-1,definición político salud seguridad social
1 Construir un modelo de universalización de la salud y seguridad social que rompa con las desigualdades y asimetrías que existen en el riesgo de morir y enfermar de los panameños.,504,-1,-1,construir modelo universalización salud seguridad social romper desigualdad asimetría existir riesgo morir enfermar panameño
"2 Esto implica mejorar las condiciones de vida, es decir, las circunstancias en que la población nace, crece, vive, trabaja y envejece, así como luchar contra la distribución desigual del poder, el dinero y los recursos, esto es, los factores estructurales de los que dependen las condiciones de vida y de trabajo a nivel nacional.",504,-1,-1,implicar mejorar condición vida decir circunstancia población nacer crecer vivir trabajar envejecer así luchar distribución desigual poder dinero recurso factor estructural depender condición vido trabajo nivel nacional
"3 El Estado será el Rector del Sistema Nacional de Salud, a través del Ministerio de Salud, y que considerando los factores determinantes de la salud,",504,-1,-1,rector sistema nacional salud través ministerio salud considerar factor determinant salud
i) ponga en marcha en marcha sistemas que permitan hacer un seguimiento sistemático de la equidad sanitaria y los determinantes sociales de la salud a nivel local y nacional,504,-1,-1,i poner marcha marchar sistema permitir hacer seguimiento sistemático equidad sanitario determinant social salud nivel local nacional
"ii) realizar las inversiones necesarias para generar e intercambiar nuevos datos sobre el modo en que los determinantes sociales influyen en la salud de  la  población y la equidad sanitaria, y sobre la eficacia de las medidas adoptadas para reducir las desigualdades sanitarias mediante medidas que incidan en los determinantes sociales,",504,-1,-1,ii realizar inversión necesario generar intercambiar nuevo dato modo determinant social influir salud población equidad sanitario eficaciar medida adoptado reducir desigualdad sanitario mediante medida incidar determinant social
"iii) formar a los rectores de la política,  las partes interesadas y los profesionales de la salud en materia de determinantes sociales de la salud, e invertir en sensibilizar a la ciudadanía.",504,-1,-1,iii  formar rector político parte interesado profesional salud materio determinant social salud invertir sensibilizar ciudadanía
"4 El Sistema Nacional de Salud descansará en la atención primaria de salud, de manera que se permita que en todas las regiones, ciudades, poblados se eliminen las desigualdades y se permita el acceso pleno y gratuito a los servicios de salud por niveles de atención y de complejidad.",504,-1,-1,sistema nacional salud descansar atención primario salud manera permitir todo región ciudad poblado eliminir desigualdad permitir acceso pleno gratuito servicio salud nivel atención complejidad
"5 Se ejecutará un modelo de gestión basado en la participación ciudadana, siendo esto la clave para su funcionamiento;",504,-1,-1,ejecutar modelo gestión basado participación ciudadano ser clave funcionamiento
"6 Se trata de proveer acceso a la salud y la seguridad social de calidad en todo el territorio nacional, teniendo como propósito la prevención de la muerte prematura,  la enfermedad y la discapacidad, el tratamiento médico oportuno y precoz para las limitaciones de la invalidez y la curación y rehabilitación de la salud.",504,-1,-1,tratar proveer acceso salud seguridad social calidad territorio nacional propósito prevención muerte prematuro enfermedad discapacidad tratamiento médico oportuno precoz limitación invalidez curación rehabilitación salud
PROBLEMÁTICA,H,0,0,problemático
El 40 % de la población es pobre,504,-1,-1,población pobre
De la población total solo el 65 % tiene acceso a la seguridad social y el 30 % no tiene acceso a servicios de salud,504,-1,-1,población total solo acceso seguridad social no acceso servicio salud
35 -40 % de la población económica activa ( Sector Informal) no tiene acceso a la seguridad social,504,-1,-1,población económico activo sector informal no acceso seguridad social
Alto costo de la canasta básica,504,-1,-1,alto costo canasta básico
"La seguridad alimentaria se deteriora y cada vez más se importan alimentos con costos elevados para la población y los agricultores abandonan la producción de la tierra, lo cual se traduce en graves problemas de desnutrición.",504,-1,-1,seguridad alimentario deteriorar cada vez importar alimento costo elevado población agricultor abandonar producción tierro traducir grave problema desnutrición
"Del 2002 al 2011 murieron 1,253 panameños por malnutrición, de los cuales el 52 % se trató de menores de 5 años (cada 4 días muere un panameño por no tener que comer).",504,-1,-1,morir panameño malnutrición cual tratar menor año cada día morir panameño no tener comer
Según la FAO 17% de los panameños sufre de desnutrición y 19% de carencias alimenticias.,504,-1,-1,según fao panameño sufrir desnutrición carencia alimenticia
"El elevado costo de las inversiones en nuevas estructuras sanitarias (Hospitales del MINSA y Ciudad Hospitalaria de la CSS) no acompañada de la planificación en la formación del recurso humano, equipamiento e insumos y de la aportación presupuestaria para dicho funcionamiento tal como ha ocurrido con el Hospital de la 24 Diciembre y otros) presagia un cambio que atenta con la democratización en la prestación de servicios de salud de la población panameña.",504,-1,-1,elevado costo inversión nuevo estructura sanitario hospital minso ciudad hospitalario css no acompañado planificación formación recurso humano equipamiento insumos aportación presupuestario dicho funcionamiento tal ocurrido hospital diciembre presagia cambio atento democratización prestación servicio salud población panameño
