Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Una agenda igualitaria consiste en repartir toda la carga de trabajo (asalariado, mercantil autónomo, no mercantil doméstico y comunitario) y no solo la parte que se realiza como trabajo asalariado.",701,0,0,agenda igualitario consistir repartir todo carga trabajo asalariado mercantil autónomo no mercantil doméstico comunitario no solo parte realizar trabajo asalariado
"La reducción de la jornada laboral no es solo un instrumento para una distribución más justa del trabajo asalariado, sino que puede convertirse en la meta transformadora de una sociedad que persigue crear más tiempo disponible para las personas, para sus actividades familiares, comunitarias y de recreación.",701,0,0,reducción jornada laboral no solo instrumento distribución justo trabajo asalariado sino poder convertir él meta transformador sociedad perseguir crear tiempo disponible persona actividad familiar comunitario recreación
"La sociedad debe estar centrada en el trabajo pero no asentada en la propiedad estatal de los medios de producción, sino en un régimen de propiedad mixto, en que coexisten la propiedad privada regulada, el patrimonio público, las comunidades y las asociaciones colectivas (cooperativas).",405,0,1,sociedad deber centrado trabajo no asentado propiedad estatal medio producción sino régimen propiedad mixto coexistir propiedad privado regulado patrimonio público comunidad asociación colectivo cooperativo
"Este modelo tiene la potencialidad de asumir, como objetivo colectivo, la reproducción de la vida social y la garantía del trabajo digno en diversas esferas de relacionamiento social.",701,0,0,modelo potencialidad asumir objetivo colectivo reproducción vida social garantía trabajo digno diverso esfera relacionamiento social
"En un sentido emancipador, se trata de transformar las relaciones sociales existentes, de reequilibrar los tiempos sociales y de abolir la división sexual del trabajo.",503,1,-1,emancipador tratar transformar relación social existente reequilibrar tiempo social abolir división sexual trabajo
"Con ello se busca reducir la presión en el trabajo, sin descartar que se trata también de un espacio para el desarrollo de facultades humanas, en beneficio de otras dimensiones de la existencia social:",701,0,0,él buscar reducir presión trabajo descartar tratar espacio desarrollo facultad humano beneficio dimensiones existencia social
"el ocio creador, el arte, el erotismo, el deporte, la participación democrática, la celebración festiva, el cuidado de las personas y de la naturaleza y la participación en actividades comunitarias.",701,0,0,ocio creador arte erotismo deporte participación democrático celebración festivo cuidado persona naturaleza participación actividad comunitario
Hacia una sociedad igualitaria y equitativa,H,0,0,hacia sociedad igualitario equitativo
Sin una base de igualdad no hay sociedad posible.,503,1,-1,base igualdad no sociedad posible
La igualdad es la condición para el mutuo reconocimiento de todos y todas.,503,1,-1,igualdad condición mutuo reconocimiento todo
"La igualdad y el reconocimiento forjan las mínimas bases de la cohesión social, sin las cuales no puede hablarse de justicia, de democracia, ni de sociedad.",503,1,-1,igualdad reconocimiento forjar mínimo base cohesión social cual no poder hablar él justicia democracia ni sociedad
No es suficiente dar más al que menos tiene.,503,1,-1,no suficiente dar menos
Se debe reducir también la distancia que separa al uno del otro.,503,1,-1,deber reducir distancia separo
"La distribución de los recursos debe reducir las brechas entre posiciones sociales y económicas, a fin de auspiciar la integración y la cohesión de los individuos en la sociedad.",503,1,-1,distribución recurso deber reducir brecha posición social económico fin auspiciar integración cohesión individuo sociedad
El objetivo en la producción y distribución de bienes públicos debe ser la ampliación de las coberturas y la mejora de la calidad en la prestación de servicios.,504,-1,-1,objetivo producción distribución bien público deber ser ampliación cobertura mejor calidad prestación servicio
La focalización es un criterio para priorizar acciones ante emergencias momentáneas.,504,-1,-1,focalización criterio priorizar acción emergencia momentáneo
"Sin embargo, la universalidad solidaria es el principio rector de una estrategia económica y social igualitaria para el mediano y largo plazo.",503,1,-1,embargo universalidad solidario principio rector estrategia económico social igualitario mediano largo plazo
"Conceder a un grupo de personas un derecho especial o particular, puede tener un carácter temporal para conseguir un objetivo específico, pero de ninguna manera puede convertirse en el modus operandi de la política pública.",504,-1,-1,conceder grupo persona derecho especial particular poder tener carácter temporal conseguir objetivo específico ninguno manera poder convertir él modus operandi política público
