Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Garantizar el derecho de los niños, niñas y adolescentes a vivir en un entorno seguro, libre de violencia y saludable.",504,-1,-1,garantizar derecho niño niña adolescente vivir entorno seguro libre violencia saludable
"Garantizar el derecho de los niños, niñas y adolescentes a acceder a una educación de calidad; a servicios de salud y apoyo psicológico.",506,0,0,garantizar derecho niño niña adolescente acceder educación calidad servicio salud apoyo psicológico
Promover programas en contra del acoso escolar y la violencia.,506,0,0,promover programa acoso escolar violencia
"Impulsar programas educativos para que los niños, niñas y adolescentes conozcan sus derechos.",201.2,1,0,impulsar programa educativo niño niñas adolescente conocer derechos
Garantizar la tutela responsable.,504,-1,-1,garantizar tutela responsable
"Impulsar programas especiales de atención a los niños, niñas y adolescentes en situación vulnerable.",504,-1,-1,impulsar programa especial atención niño niña adolescente situación vulnerable
"Garantizar la protección contra cualquier tipo de abandono, abuso, maltrato, crueldad y explotación.",605.1,-1,0,garantizar protección cualquiera tipo abandono abuso maltrato crueldad explotación
1.1.4. Los Jóvenes,H,0,0,joven
"De cara al bono demográfico, el Estado tiene la obligación de garantizar oportunidades de desarrollo e inclusión social a las nuevas generaciones.",706,0,0,cara bono demográfico obligación garantizar oportunidad desarrollo inclusión social nuevo generación
"Hasta ahora no se ha reconocido el potencial y el papel de los jóvenes en el desarrollo nacional, por lo que nos comprometemos a impulsar una agenda que refleje sus aspiraciones y amplíe sus libertades.",706,0,0,ahora no reconocido potencial papel joven desarrollo nacional comprometer impulsar agenda reflejar aspiración ampliar libertad
"Por ello, proponemos políticas públicas encaminadas a: Promover mecanismos de inserción laboral, económica, política, social y cultural de las personas jóvenes en México.",701,0,0,él proponer política público encaminado promover mecanismo inserción laboral económico político social cultural persona joven méxico
Garantizar el acceso de los jóvenes a la educación y  la capacitación. Promover la actitud emprendedora y creativa.,506,0,0,garantizar acceso joven educación capacitación promover actitud emprendedor creativo
"Fortalecer el marco jurídico en materia de derechos laborales de los jóvenes, a fin de mejorar sus condiciones desde una perspectiva de justicia intergeneracional y garantizar su acceso a la seguridad social.",701,0,0,fortalecer marco jurídico materia derecho laboral joven fin mejorar condición perspectivo justicia intergeneracional garantizar acceso seguridad social
"Impulsar una Ley y un Programa Nacional de Desarrollo Integral de las Personas Jóvenes, que establezca mecanismos de exigibilidad de sus derechos.",605.1,-1,0,impulsar ley programa nacional desarrollo integral persona joven establecer mecanismo exigibilidad derechos
Promover programas educativos en materia de Derechos Humanos para la juventud.,201.2,1,0,promover programa educativo materia derechos humanos juventud
"Garantizar la transversalidad del enfoque de juventud en las políticas públicas e impulsar su participación en el diseño, instrumentación y evaluación de éstas.",503,1,-1,garantizar transversalidad enfocar juventud política público impulsar participación diseño instrumentación evaluación este
Promover la participación activa y responsable de los jóvenes en la vida social del país.,606.1,-1,0,promover participación activo responsable joven vida social país
"Impulsar el desarrollo de una agenda digital que fomente el uso de tecnologías y herramientas de la información y la comunicación, para crear ciudadanía y una sociedad responsable y participativa.",411,0,1,impulsar desarrollo agenda digital fomente uso tecnología herramienta información comunicación crear ciudadanía sociedad responsable participativo
"Fortalecer las políticas y programas de prevención y tratamiento de consumo de drogas, desde el enfoque de reducción de daños y riesgos.",504,-1,-1,fortalecer política programa prevención tratamiento consumo droga enfocar reducción daño riesgo
"Programas de salud enfocados en los jóvenes, en especial un programa amplio e integral de educación sexual y salud reproductiva.",504,-1,-1,programa salud enfocado joven especial programa amplio integral educación sexual salud reproductivo
1.1.5. Adultos Mayores,H,0,0,adulto mayor
La gente en edad de retiro mantiene vidas productivas y útiles para la sociedad.,706,0,0,gente edad retiro mantener vida productivo útil sociedad
Deben impulsarse programas específicos que capitalicen y aprovechen sus conocimientos y experiencia; así como políticas públicas que les garanticen sus derechos.,706,0,0,deber impulsar él programa específico capitalicir aprovechen conocimiento experiencia así política público garantizar derecho
"Por ello, proponemos:  Establecer programas orientados al aprovechamiento de sus conocimientos y experiencias en el desarrollo nacional.",706,0,0,él proponer establecer programa orientado aprovechamiento conocimiento experiencia desarrollo nacional
"Fortalecer los sistemas de salud y seguridad social, garantizando el acceso a servicios de calidad para la atención de todas las enfermedades.",504,-1,-1,fortalecer sistema salud seguridad social garantizar acceso servicio calidad atención todo enfermedad
"Crear un sistema nacional de talleres-escuela, con la finalidad de crear empleos remunerados y dignos.",411,0,1,crear sistema nacional talleresescuelo finalidad crear empleo remunerado digno
"Abrir espacios de esparcimiento y de recreación para los adultos mayores y ampliar sus oportunidades educativas, culturales y recreativas.",502,0,0,abrir espacio esparcimiento recreación adulto mayor ampliar oportunidad educativo cultural recreativa
1.1.6. Derechos Sexuales y Reproductivos,H,0,0,derecho sexual reproductivo
Es indispensable que se respeten los derechos y acciones vinculados con el desarrollo y la vida sexual de los ciudadanos.,604,1,0,indispensable respetir derecho acción vinculado desarrollo vida sexual ciudadano
Por lo que impulsaremos políticas públicas relacionadas con:,604,1,0,impulsarer política público relacionado
"Garantizar el pleno ejercicio de la vida sexual, incluyendo la libre elección de la pareja y la libertad de expresiones y manifestaciones públicas de afecto.",604,1,0,garantizar pleno ejercicio vido sexual incluir libre elección parejo libertad expresión manifestación público afecto
Fomentar el respeto a la intimidad y la vida privada.,604,1,0,fomentar respeto intimidad vido privado
Programas de educación sexual que fomenten y promuevan la toma de decisiones libre e informada.,506,0,0,programa educación sexual fomentar promover tomar decisión libre informado
"Promover programas educativos y de concientización social para fomentar el respeto y tolerancia de las elecciones, preferencias y decisiones de todas las personas en materia de sexualidad y reproducción.",604,1,0,promover programa educativo concientización social fomentar respeto tolerancia elección preferencia decisión todo persona materio sexualidad reproducción
"Garantizar servicios de salud sexual y reproductiva gratuita, oportuna, confidencial y de calidad.",504,-1,-1,garantizar servicio salud sexual reproductiva gratuito oportuno confidencial calidad
"Libertad de elección sobre la maternidad, garantizada por el Estado y oportunidad de recibir los servicios de salud adecuados.",604,1,0,libertad elección maternidad garantizado oportunidad recibir servicio salud adecuado
1.1.7. Multiculturalidad y Pueblos Originarios,H,0,0,multiculturalidad pueblo originario
"Es inaplazable la plena incorporación de los pueblos originarios a la vida social, política y económica del país.",607.3,1,0,inaplazable pleno incorporación pueblo originario vida social política económico país
"Por ello deben impulsarse políticas públicas que promuevan su desarrollo y bienestar, al tiempo que preserven su identidad, valores y riqueza cultural.",607.3,1,0,él deber impulsar él política público promover desarrollo bienestar tiempo preservir identidad valor riqueza cultural
Por lo que proponemos:,607.3,1,0,proponer
Políticas de desarrollo diseñadas a partir de las necesidades específicas y con participación de las comunidades indígenas y pueblos originarios.,607.3,1,0,política desarrollo diseñado partir necesidad específico participación comunidad indígena pueblo originario
"Establecer programas que les permitan acceder a niveles dignos, en materia de alimentación, vestido, vivienda, educación e infraestructura básica.",504,-1,-1,establecer programa permitir acceder nivel digno materia alimentación vestido vivienda educación infraestructuro básico
