Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Se podrá favorecer también la aplicación de tarifas plana en los vuelos interinsulares para reforzar la cohesión territorial de los territorios insulares.,411,0,1,poder favorecer aplicación tarifa plano vuelo interinsular reforzar cohesión territorial territorio insular
Transporte marítimo,H,0,0,transporte marítimo
•,,0,0,
Impulsar el papel de los Puertos de Interés General como auténticas plataformas logísticas con capacidad de generar más valor añadido a su actividad.,411,0,1,impulsar papel puerto interés general auténtico plataforma logístico capacidad generar valor añadido actividad
•,,0,0,
Definir los Puertos del Estado como una agencia estatal en la que se integren plenamente las Autoridades Portuarias de los puertos de interés general.,411,0,1,definir puerto agencia estatal integrar plenamente autoridad portuario puerto interés general
"Para ello, se abrirá un proceso de negociación con las Autoridades Portuarias y Comunidades Autónomas.",411,0,1,él abrir proceso negociación autoridad portuario comunidad autónomo
•,,0,0,
"Definir claramente los atributos que debe reunir un puerto para ser considerado de interés general, simplificándose el sistema portuario de titularidad estatal, reduciendo el número de Puertos de Interés General y el de Autoridades Portuarias y promoviendo la gestión de más de un puerto por una única Autoridad Portuaria.",411,0,1,definir claramente atributo deber reunir puerto ser considerar interés general simplificar él sistema portuario titularidad estatal reducir número puerto interés general autoridad portuario promover gestión puerto único autoridad portuario
•,,0,0,
"Realizar un plan específico de mejora de la accesibilidad y de la operatividad de los accesos viarios y ferroviarios a los Puertos de Interés General, interconectándolos entre sí, y con las áreas logísticas a través de las redes transeuropeas de transporte.",411,0,1,realizar plan específico mejora accesibilidad operatividad acceso viario ferroviario puerto interés general interconectándolo área logístico través red transeuropea transporte
Financiación de las infraestructuras de transporte,H,0,0,financiación infraestructura transporte
•,,0,0,
"Promover la participación del sector privado en la construcción y explotación de infraestructuras de transporte, como un modo de complementar la inversión con fondos públicos, y siempre que ello suponga un menor coste para los contribuyentes que la financiación presupuestaria directa y que no exista riesgo previsible de generación de pasivos ocultos en perjuicio del Estado.",411,0,1,promover participación sector privado construcción explotación infraestructura transporte modo complementar inversión fondo público siempre él suponer menor coste contribuyent financiación presupuestario directo no existir riesgo previsible generación pasivo oculto perjuicio
•,,0,0,
"Evitar la traslación al Estado de los riesgos de la financiación, construcción y explotación, que siempre corresponderán en su integridad al concesionario privado.",411,0,1,evitar traslación riesgo financiación construcción explotación siempre corresponder integridad concesionario privado
Otras infraestructuras,H,0,0,infraestructura
•,,0,0,
