Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"2. Fortaleceremos el Programa Integral de Atención a la Primera Infancia, orientándolo a dar prioridad a los niños más pobres, de modo que no queden en desventaja en sus posibilidades de desarrollo para la vida.",506,0,0,fortalecerer programa integral atención primero infancia orientándolo dar prioridad niño pobre modo no quedar desventajo posibilidad desarrollo vida
"3. Mejoraremos sustancialmente la calidad de la educación básica pública mediante la construcción de escuelas y colegios de alta calidad, el aumento del tiempo de estudio, pasando gradualmente de la media jornada a la jornada completa, el mejoramiento de las prácticas pedagógicas en el aula, la dotación de ayudas pedagógicas, incluyendo bibliotecas y computadores en las aulas, y la cooperación amplia entre estudiantes, maestros y padres.",506,0,0,mejorar sustancialmente calidad educación básico público mediante construcción escuela colegio alto calidad aumento tiempo estudio pasar gradualmente medio jornada jornada completo mejoramiento práctico pedagógico aular dotación ayuda pedagógico incluir biblioteca computador aula cooperación amplio estudiante maestros padr
"Elevaremos el nivel de los colegios públicos, de tal manera que su calidad se aproxime rápidamente a la de los mejores colegios privados.",506,0,0,elevaremos nivel colegio público tal manera calidad aproxime rápidamente mejor colegio privado
"4. En la educación básica y media, nuestras políticas tendrán en cuenta las particularidades de cada región.",506,0,0,educación básico medio política contar particularidad cada región
Fortaleceremos el Programa Nacional de Educación Rural para reducir la brecha educativa entre el campo y la ciudad.,506,0,0,fortalecerer programa nacional educación rural reducir brecha educativo campo ciudad
Crearemos las condiciones para que los maestros de las zonas rurales aseguren su permanencia en las aulas durante todo el año escolar.,506,0,0,crearer condición maestros zona rural asegurir permanencia aula año escolar
"5. Estimularemos el reconocimiento social de la labor de los maestros y fortaleceremos su formación, mediante un programa de capacitación permanente de docentes en todos los niveles del sistema educativo, con la colaboración de universidades, empresas y gobierno.",506,0,0,estimularar reconocimiento social labor maestros fortalecerer formación mediante programa capacitación permanente docente nivel sistema educativo colaboración universidad empresa gobierno
Aumentaremos la capacidad de investigación de las universidades que forman profesores.,506,0,0,aumentarer capacidad investigación universidad formar profesor
6. Reduciremos la deserción escolar en las edades de 12 a 16 años a una tercera parte de la actual y aumentaremos el acceso a la educación superior.,506,0,0,reducirar deserción escolar edad año tercero parte actual aumentarer acceso educación superior
"El programa “No me Retiro” combinará apoyo económico, acompañamiento psicosocial y mejoras en infraestructura.",506,0,0,programa no retiro combinar apoyo económico acompañamiento psicosocial mejora infraestructuro
"Los jóvenes de los estratos más pobres que permanezcan en la educación media, se esfuercen y se gradúen de bachilleres, tendrán apoyo financiero para su acceso a estudios técnicos, tecnológicos y universitarios.",506,0,0,joven estrato pobre permanecer educación medio esfuercir graduar bachiller apoyo financiero acceso estudio técnico tecnológico universitario
"7. Aumentaremos la cobertura de la educación técnica y tecnológica con la financiación del ICETEX, las instituciones de educación superior y el SENA.",411,0,1,aumentarer coberturo educación técnico tecnológico financiación icetex institución educación superior sena
Este aumento de cobertura estará atado a las necesidades sectoriales y regionales.,411,0,1,aumento coberturo atado necesidad sectorial regional
Adoptaremos estándares de calidad para que los esfuerzos de los jóvenes se vean recompensados en el mercado laboral.,411,0,1,adoptarer estándar calidad esfuerzo joven ver recompensado mercado laboral
"En particular, reestructuraremos el SENA para que opere dentro de los sistemas de evaluación de calidad del Ministerio de Educación Nacional.",411,0,1,particular reestructuraremo sena operar dentro sistema evaluación calidad ministerio educación nacional
