Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Apostem per l’establiment d’una base imposable comuna per a l’impost de societats a escala europea per tal de tancar buits legals que evitin la deslocalització per motius fiscals dins mateix de la UE.,403,0,1,apostem per lestabliment dún base imposable comuna per limpost societats escala europeo per tal tancar buits legals evitin deslocalitzaceír per motius fiscals dins mateix ue
"Cal restablir una fiscalitat equilibrada entre PIMEs i multinacionals, i que les primeres no hagin de pagar per compensar les maniobres fiscals de grans empreses.",403,0,1,cal restablir fiscalitat equilibrado pim i multinacionals i primer no hagin pagar per compensar maniobr fiscals grans emprés
La inversió productiva i sostenible s’ha d’incentivar mitjançant la recuperació de la deducció per inversions amb objectius de millora mediambiental (deducció en la quota del 8 % de la inversió).,416.2,0,-1,inverseír productivo i sostenible sha dincentivar mitjanant recuperaceír deducceír per inversions amb objectius millora mediambiental deducceír quota inverseír
El mecenatge mereix més atenció.,606.1,-1,0,mecenatge mereix més atenceír
"És un exemple potent de participació privada en activitats d’interès general, com són la cultura, la recerca, l’àmbit social o l’esport.",606.1,-1,0,és exemple potent participaceír privado activitats dinters general com són cultura recerca lmbit social lesport
Proposem incrementar fortament les deduccions aplicables a les donacions de persones físiques a fundacions i entitats sense afany de lucre amb aquesta finalitat.,606.1,-1,0,proposem incrementar fortament deduccions aplicable donacion persón físiqu fundacions i entitats sense afany lucre amb aquesta finalitat
"Addicionalment, hi ha diverses mesures fiscals puntuals que és necessari adoptar per raons de naturalesa sectorial o perquè afecten col·lectius específics:",408,0,-1,addicionalment hi divers mesur fiscals puntuals és necessari adoptar per raons naturalesa sectorial perqu afectar collectius específic
La llei de l’IVA permet fer ajustos.,403,0,1,llei livo permet fer ajusto
"Per exemple, s’ha de baixar l’IVA dels serveis funeraris o l’IVA de la prestació de serveis amb elevada capacitat d’ocupació com són els serveis de perruqueria o els serveis vinculats a la pràctica de l’esport o reduir al 4% els de la cultura.",403,0,1,per exemple sha baixar livo dels serveis funeraris livo prestaceír serveis amb elevado capacitat docupaceír com són el serveis perruquerio el serveis vinculats prctico lesport reduir el cultura
"Així mateix, és necessari clarificar definitivament que la percepció de subvencions públiques per part d’entitats culturals o esportives, entitats de recerca, o entitats públiques de comunicació no està subjecte a IVA.",403,0,1,així mateix és necessari clarificar definitivament percepceír subvencions públiques per part dentitats culturals esportiv entitats recerca entitats públiques comunicaceír no est subjecte ivo
