Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Estableceremos la obligatoriedad de que toda obra civil, así como todo desarrollo urbanístico, prevea el tendido de redes de telecomunicaciones, en colaboración con las CCAA y corporaciones locales.",411,0,1,establecerer obligatoriedad todo obra civil así desarrollo urbanístico prevea tendido red telecomunicación colaboración ccaar corporación local
"Potenciaremos la democratización del conocimiento como fuente de progreso humano, cultural y económico de nuestra sociedad.",202,0,0,potenciarar democratización conocimiento fuente progreso humano cultural económico sociedad
Desarrollaremos los instrumentos legales que garanticen la neutralidad de la red en la distribución y puesta a disposición de los contenidos.,202,0,0,desarrollarer instrumento legal garantizar neutralidad red distribución puesto disposición contenido
"Aumentaremos, en colaboración con ayuntamientos y Comunidades Autónomas, los puntos de acceso a Internet en bibliotecas,",411,0,1,aumentarer colaboración ayuntamiento comunidad autónomo punto acceso internet biblioteca
"organismos públicos,",411,0,1,organismo público
"entidades asociativas,  etc.",411,0,1,entidad asociativo etc
"Apoyaremos la extensión de zonas Wi-Fi en todas las ciudades y pueblos, en colaboración con los Ayuntamientos, para que las personas tengan un más fácil acceso a Internet.",411,0,1,apoyarer extensión zona wifi todo ciudad pueblo colaboración ayuntamiento persona fácil acceso internet
Promoveremos un fondo económico para los Ayuntamientos de menos de 20.000 habitantes para dotarlos de las alternativas tecnológicas que hoy en día se pueden dar con la e-Democracia digital.,202,0,0,promoverer fondo económico ayuntamiento menos habitante dotarlo alternativo tecnológico hoy día poder dar edemocracia digital
La política industrial: fortalecer la productividad.,,0,0,política industrial fortalecer productividad
La estrategia industrial española se dirige hacia la promoción de un tejido productivo altamente competitivo.,410,0,1,estrategia industrial español dirigir hacia promoción tejido productivo altamente competitivo
"Partiendo de la base de que la buena salud de la industria manufacturera es indispensable para el crecimiento económico, la política industrial apoyará la transición hacia actividades intensivas en conocimiento, que utilicen tecnologías avanzadas e innovadoras, facilitando su internacionalización.",410,0,1,partir base buen salud industrio manufacturero indispensable crecimiento económico político industrial apoyar transición hacia actividad intensivo conocimiento utilizar tecnología avanzado innovadora facilitar internacionalización
Para el PSOE no existen sectores atrasados y sectores avanzados.,410,0,1,psoe no existir sector atrasado sector avanzado
Todos los ámbitos industriales tienen futuro si son capaces de transitar hacia la economía del conocimiento.,410,0,1,ámbito industrial futuro si capaz transitar hacia economía conocimiento
"La globalización abre grandes oportunidades a nuestra industria, aunque plantee también desafíos en muchos sectores industriales amenazados por el crecimiento de la competencia internacional.",410,0,1,globalización abrir grande oportunidad industrio aunque plantear desafío sector industrial amenazado crecimiento competencia internacional
La base para hacer más competitiva a la industria está en el crecimiento de la productividad.,410,0,1,base hacer competitivo industrio crecimiento productividad
En los próximos años la industria será el sector determinante del equilibrio exterior de nuestra economía.,410,0,1,próximo año industria sector determinante equilibrio exterior economía
La industria puede y debe liderar el proceso de crecimiento de la productividad de la economía española.,410,0,1,industria poder deber liderar proceso crecimiento productividad economía español
"Una industria competitiva requiere producir con mayor intensidad tecnológica,",410,0,1,industria competitivo requerir producir mayor intensidad tecnológico
con trabajo cada vez más cualificado y,410,0,1,trabajar cada vez cualificar
con mayores dosis de innovación.,410,0,1,mayor dosis innovación
La formación y la innovación estarán en el centro de la nueva estrategia industrial que proponemos.,411,0,1,formación innovación centro nuevo estrategia industrial proponer
El nuevo modelo de desarrollo otorga a la industria un papel central como activadora del crecimiento de la productividad.,410,0,1,nuevo modelo desarrollo otorgar industria papel central activadora crecimiento productividad
"A la larga sólo será posible un crecimiento de la riqueza disponible si se asiste a un intenso desarrollo tecnológico y a una mayor propensión a la innovación, en un entorno formativo adecuado.",411,0,1,largo sólo posible crecimiento riqueza disponible si asistir intenso desarrollo tecnológico mayor propensión innovación entorno formativo adecuado
La industria tiene un papel central aunque no exclusivo: la existencia de servicios avanzados competitivos y de un entorno regulatorio eficiente son condición necesaria para su desarrollo.,410,0,1,industrio papel central aunque no exclusivo existencia servicio avanzado competitivo entorno regulatorio eficiente condición necesario desarrollo
"Además, profundizar en los objetivos de cohesión social y de protección al medio ambiente, lejos de constituir obstáculos al desarrollo industrial, se erigen en la mejor garantía para el desarrollo de una nueva base industrial.",501,0,0,además profundizar objetivo cohesión social protección medio ambiente lejos constituir obstáculo desarrollo industrial erigen mejor garantía desarrollo nuevo base industrial
"La mejora en la regulación industrial, simplificándola y al mismo tiempo haciéndola converger en calidad con la regulación comunitaria, constituyen uno de los objetivos centrales de la nueva política industrial para la próxima legislatura.",410,0,1,mejor regulación industrial simplificándolo mismo tiempo haciéndolar converger calidad regulación comunitario constituir objetivo central nuevo política industrial próximo legislatura
"La seguridad industrial constituye también un objetivo destacado en la nueva estrategia, entendiéndola de manera completa: seguridad y salud en el trabajo,",504,-1,-1,seguridad industrial constituir objetivo destacado nuevo estrategia entendiéndola manera completo seguridad salud trabajo
"seguridad (y calidad) de producto,",410,0,1,seguridad calidad producto
seguridad ambiental.,501,0,0,seguridad ambiental
La necesaria convergencia regulatoria con la Unión Europea deberá ir acompañada de instrumentos que salvaguarden la propiedad industrial (patentes y marcas).,403,0,1,necesario convergencia regulatorio unión europea deber ir acompañado instrumento salvaguardir propiedad industrial patente marca
"Junto con la promoción de la innovación tecnológica se abrirá una línea especial de desarrollo de la innovación no tecnológica, en la que España cuenta con importantes activos: innovación de proceso,",410,0,1,junto promoción innovación tecnológico abrir línea especial desarrollo innovación no tecnológico españa contar importante activo innovación proceso
"mejoras en la organización de la producción,",410,0,1,mejora organización producción
"innovación de producto,",410,0,1,innovación producto
"potenciación del diseño,",410,0,1,potenciación diseño
"mejoras en la comercialización, entre otras.",410,0,1,mejora comercialización
"La estrategia: innovación, internacionalización y formación para incrementar la productividad.",,0,0,estrategia innovación internacionalización formación incrementar productividad
"La potenciación de la Investigación, el Desarrollo y la innovación (I+D+i) se hará a partir de una nueva estrategia bidireccional.",411,0,1,potenciación investigación desarrollo innovación idi hacer partir nuevo estrategia bidireccional
"Partiendo de la base de que es necesario incrementar la interacción entre las empresas y los organismos encargados de la investigación, se propone una primera dirección que, partiendo de las universidades y demás organismos generadores de investigación oriente una parte de las investigaciones hacia el desarrollo y la innovación.",411,0,1,partir base necesario incrementar interacción empresa organismo encargado investigación proponer primero dirección partir universidad demá organismo generador investigación oriente parte investigación hacia desarrollo innovación
"La política industrial, en cambio, se planteará la dirección inversa: llevar a la empresa hacia una mayor preocupación por la investigación básica y aplicada.",411,0,1,política industrial cambio plantear dirección inverso llevar empresa hacia mayor preocupación investigación básico aplicado
La cooperación entre los agentes encargados de la I+D+i será fundamental.,411,0,1,cooperación agente encargado idi fundamental
"Se promoverán Planes Sectoriales para los siguiente sectores: alimentación, agricultura y pesca;",703,0,0,promover plan sectorial siguiente sector alimentación agriculturo pesco
medio ambiente y ecoinnovación;,501,0,0,medio ambiente ecoinnovación
energía;,501,0,0,energía
seguridad y defensa;,104,0,0,seguridad defensa
"construcción, ordenación del territorio y patrimonio cultural;",502,0,0,construcción ordenación territorio patrimonio cultural
turismo;,410,0,1,turismo
transporte e infraestructuras;,411,0,1,transporte infraestructura
sectores industriales dotados con observatorios industriales;,410,0,1,sector industrial dotado observatorio industrial
aeroespacial;,410,0,1,aeroespacial
y sector farmacéutico.,410,0,1,sector farmacéutico
"Los planes incluirán en todo caso contenidos relacionados con la formación (profesional, ocupacional y continua) y la internacionalización.",411,0,1,plan incluir caso contenido relacionado formación profesional ocupacional continuo internacionalización
