Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Agora hai que reforzar a incidéncia e a poténcia do nacionalismo nas Cortes, conseguindo un Grupo Parlamentar no Congreso e a presenza no Senado,",305,0,0,agoro hai reforzar incidéncia poténcia do nacionalismo nos cortes conseguindo grupo parlamentar no congreso presenzar no senar
"que nós contemplamos como cámara de representación territorial, polo que impulsaremos unha reforma acaída ás funcións que debe cumprir.",202,0,0,nos  contemplir cámara representación territorial polo impulsarer unha reforma acaído ás funcións deber cumprir
Esta presenza reforzada significará:,,0,0,presenzar reforzado significar
"a) Obrigarmos ao governo de turno a observar con máis respeito as demandas de Galiza e a facer concesións en aspectos vitais, conseguindo desta maneira conquistas significativas.",301,0,0,obrigarmos ao governo turno observar máis respeito as demanda galizar facer concesións aspecto vitais conseguindo desta maneirar conquista significativo
"b) Condicionar de maneira máis eficaz a actuación dos partidos estatais en relación co noso país e, nomeadamente, a acción do governo do Estado.",301,0,0,b condicionar maneira máis eficaz actuación dos partido estatai relación co noso país nomeadamente acción do governo do
"c) Contarmos cun grupo galego, recoñecido regulamentariamente, un grupo representativo da nación galega.",607,0,0,c contarmos cun grupo galego recoñecido regulamentariamente grupo representativo dar nación galego
"d) Homologarmos Galiza definitivamente coas outras nacións do Estado que contan con grupo parlamentar, de maneira que o noso país non poda ser ignorado, esquecido ou minusvalorado no aspecto político.",607,0,0,d homologarmos galizar definitivamente coas  outra nación do contar grupo parlamentar maneira noso país non poda ser ignorar esquecido ou minusvalorado no aspecto político
e) Actuarnos cun instrumento máis funcional e capaz no xogo parlamentar e na determinación da política de Estado con Galiza.,607,0,0,actuarno cun instrumento máis funcional capaz no xogo parlamentar na determinación dar política galizo
"f) Actuarmos e intervirmos con máis posibilidades e capacidade, estabelecendo alianzas conxunturais, en defensa dos intereses do noso país e na elaboración da política xeral do Estado.",607,0,0,f actuarmos intervirmos mái posibilidad capacidadir estabelecendo alianza conxunturai defensa dos interés do noso país na elaboración dar política xeral do
"Sabemos da tendéncia a ocultar os problemas do noso país, a ignorar as nosas demandas.",607,0,0,saber dar tendéncia ocultar problema do noso país ignorar as nosa demanda
"Lograr un grupo parlamentar é a constatación de que a conciéncia nacional,",607,0,0,lograr grupo parlamentar é constatación conciéncia nacional
"de que a conciéncia de noso,",607,0,0,conciéncia noso
"de que a vontade de existirmos,",607,0,0,vontadar existirmos
obrigará a contar connosco e a non desouvir as nosas demandas.,607,0,0,obrigacer contar connosco non desouvir as nosa demanda
III. A presenza do BNG nas Cortes,,0,0,iii presenza do bng nas cortes
"O traballo realizado polo BNG no Congreso dos Deputados, ao longo da lexislatura que vén de rematar, é a demostración palpábel da utilidade do nacionalismo.",305,0,0,traballo realizado polo bng no congresir dos deputado ao longo dar lexislatura vén rematar é demostración palpábel dar utilidade do nacionalismo
"Despois de case vinte anos de ignoráncia e siléncio sobre os problemas galegos, estes apareceron enunciados con contundéncia e dignidades.",305,0,0,despois case vinte ano ignoráncia siléncio problema galego este apareceron enunciado contundéncia dignidad
Nengunha problemática do noso país estivo ausente.,305,0,0,nengunha problemática do noso país estivo ausente
Nunca o BNG deixou de se posicionar en relación á política xeral do Estado;,305,0,0,nunca bng deixou posicionar relación á política xeral do
tampouco calou perante situacións internacionais que demandaban definicións.,305,0,0,tampouco calou perante situacións internacionais demandar definicións
Sempre o fixemos desde unha perspectiva socialmente avanzada e plenamente consciente da lexitimidade das demandas dun país marxinado e discriminado como Galiza.,607,0,0,sempre fixemos unha perspectiva socialmente avanzado plenamente consciente dar lexitimidade dos demanda dun país marxinado discriminado galizo
Marxinación e discriminación que non queremos para ninguén.,503,1,-1,marxinación discriminación non querer ninguén
A nosa presenza acabou por condicionar a posición doutros partidos estatais respeito de Galiza.,305,0,0,nós presenza acabou condicionar posición doutro partido estatai respeito galizo
Hoxe non poden manter as mesmas posicións tan comodamente como antes de 1996 a respeito da problemática do noso país.,305,0,0,hoxe non poder manter as mesma posicións tanto comodamente respeito dar problemática do noso país
Galiza comezou a aboiar através da nosa presenza.,305,0,0,galizar comezou  aboiar através dar nós presenza
"Rompémos co siléncio, e logramos mesmo pequenas conquistas, que hai que valorar en todo o seu significado.",305,0,0,rompémos co siléncio lograr mesmo pequena conquista hai valorar seu significado
"O Governo tilo que comezar a ollar con propagandas confusionistas para a nosa sociedade e mesmo acabou por faces pequenas concesións obrigado golas denúncias, polo debate e pola in-sisténcia das nosas reclamacións.",305,0,0,governo tilo comezar ollar propaganda confusionista nós sociedadar mesmo acabou faces pequena concesións obrigado gola denúncia polo debate polo insisténcia da nosa reclamación
Imos enumerar só a título de exemplo alguns dos eixos fundamentals da nosa actuación no Congreso durante estes catro anos para que se poda valorar a nosa presenza e contrastá-la coa doutras opcións que hexemonizaron a representación de Galiza durante estes últimos anos.,305,0,0,ir enumerar só título exemplo alguns dos eixos fundamentals dar nós actuación no congreso estes catro ano podar valorar nós presenza contrastála coa doutra opción hexemonizar representación galizar este último ano
III.1 Un traballo constante e centrado nos grandes problemas de Galiza,,0,0,iii traballo constante centrado grande problema galizar
Defensa dos sectores produtivos básicos e da identidade cultural e lingüística:,607,0,0,defensar dos sector produtivo básico dar identidadir cultural lingüístico
"O sector lácteo, apresentando propostas para incrementar a cuota láctea asignada a Galiza,",703,0,0,sector lácteo apresentar proposta incrementar cuota láctea asignado galizo
de xeito que se recoñeza a produción real existente e se permita o desenvolvimento futuro do sector;,703,0,0,xeito recoñeza produción real existente permitir desenvolvimento futuro do sector
reclamando a supresión da supertaxa até que non se acade unha produción suficiente para abastecer o consumo do mercado español;,703,0,0,reclamar supresión dar supertaxa atar non acadir unha produción suficiente abastecer consumo do mercado español
apoiando os gandeiros nas suas manifestacións en defensa do seu traballo;,703,0,0,apoiar gandeiro nos suas manifestacións defensa do seu traballo
e reclamando do Governo Central a anulación das multas aos gandeiros por participaren nas manifestacións.,703,0,0,reclamar do governo central anulación da multa aos gandeiro participarar nos manifestacións
