Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Publicación de investigación científica y producción tecnológica.,411,0,1,publicación investigación científico producción tecnológico
Rendimiento académico por encima del promedio de la región.,506,0,0,rendimiento académico encima promedio región
6% del PBI asignado a la educación pública,506,0,0,pbi asignado educación público
"Producción del sector educación, acorde con las necesidades de los sectores productivos",411,0,1,producción sector educación acordar necesidad sector productivo
Sociedad de emprendedores.,411,0,1,sociedad emprendedor
Maestros homologados al final del periodo.,506,0,0,maestro homologado final periodo
Maestros formados para atender demanda social,506,0,0,maestro formado atender demanda social
Incremento progresivo del número de escuelas atendidas.,506,0,0,incremento progresivo número escuela atendido
Incremento del número de mujeres con educación integral,506,0,0,incremento número mujer educación integral
26 Institutos tecnológicos creados o potenciados,411,0,1,instituto tecnológico creado potenciado
Conciencia ciudadana en la conservación del ambiente,501,0,0,conciencia ciudadano conservación ambiente
DIMENSIÓN SOCIAL,H,0,0,dimensión social
C. EMPLEO E INGRESOS,H,0,0,c empleo ingreso
PROBLEMAS IDENTIFICADOS,H,0,0,problema identificado
1. Débil asistencia técnica para la innovación de las MIPYME.,411,0,1,débil asistencia técnico innovación mipyme
2. El Perú es uno de los países de mayor nivel de emprendimiento en el mundo.,402,0,1,perú país mayor nivel emprendimiento mundo
"Sin embargo, nuestros jóvenes emprendedores reciben muy poco apoyo para impulsar sus emprendimientos.",402,0,1,embargo joven emprendedor recibir apoyo impulsar emprendimiento
3. Limitaciones de financiamiento para el emprendimiento.,402,0,1,limitación financiamiento emprendimiento
4. Incipiente desarrollo de los programas de Start-Up.,402,0,1,incipiente desarrollo programa startup
5. El salario mínimo vital es insuficiente para cubrir la canasta básica familiar.,412,0,-1,salario mínimo vital insuficiente cubrir canasta básico familiar
6. Insuficiente promoción de las MIPYME,402,0,1,insuficiente promoción mipyme
OBJETIVOS,H,0,0,objetivo
"Fortalecer los Centros de Innovación Tecnológica (CITE), para la expansión de la cobertura de los servicios de asistencia técnica, asesoría, y capacitación*, de acuerdo con las vocaciones productivas de cada zona del país.",411,0,1,fortalecer centro innovación tecnológico cite expansión coberturo servicio asistencia técnico asesorío capacitación acuerdo vocaciones productivo cada zona país
Desarrollar capacidades emprendedoras innovadoras en la población juvenil para impulsar sus emprendimientos.,402,0,1,desarrollar capacidad emprendedor innovadora población juvenil impulsar emprendimiento
"Apalancar recursos de diversas fuentes, incentivando la participación de “capitales ángeles” en la incubación y aceleración de negocios.",402,0,1,apalancar recurso diverso fuente incentivar participación capital ángel incubación aceleración negocio
"Fortalecer el programa Start-Up Perú para apoyar la creación y consolidación de nuevas empresas y Spin Off que produzcan bienes y servicios innovadores, intensivos en tecnología y con proyección internacional.",402,0,1,fortalecer programa startup perú apoyar creación consolidación nuevo empresa spin off producir bien servicio innovador intensivo tecnología proyección internacional
"Aplicar una política de reajuste periódico del salario mínimo vital, sobre la base de una comisión de concertación tripartita entre Estado, trabajadores y empresas.",412,0,-1,aplicar política reajuste periódico salario mínimo vital base comisión concertación tripartitar trabajador empresa
"Ejecutar una política vigorosa de promoción del desarrollo de las MIPYME, reforzando los programas actuales de PRODUCE e implementando nuevos programas, como “Incuba Perú”, encargado de impulsar el nacimiento y crecimiento de empresas de alta productividad y elevados retornos,",402,0,1,ejecutar política vigoroso promoción desarrollo mipyme reforzar programa actual producir implementar nuevo programa incuba perú encargado impulsar nacimiento crecimiento empresa alto productividad elevado retorno
"o el Programa “Franquicias Populares”, orientado a desarrollar redes de pequeños negocios con marcas propias, generadores de empleos.",402,0,1,programa franquicia popular orientado desarrollar red pequeño negocio marca propio generador empleo
"Además impulsaremos el Programa “Desarrollo de clusters con vocación exportadora”, orientado a insertar la oferta productiva de bienes y servicios en cadenas de valor globales*.",402,0,1,además impulsarer programa desarrollo clusters vocación exportador orientado insertar oferta productivo bién servicio cadena valor global
indicadores,H,0,0,indicador
Equipos y tecnologías,411,0,1,equipo tecnología
Programa de Desarrollo de emprendedores innovadores,402,0,1,programa desarrollo emprendedor innovador
Fondo de Financiamiento del Emprendimiento,402,0,1,fondo financiamiento emprendimiento
Número de emprendedores innovadores,402,0,1,número emprendedor innovador
Número de emprendimientos dinámicos de alto impacto,402,0,1,número emprendimiento dinámico alto impacto
Salario mínimo vital,412,0,-1,salario mínimo vital
Programas de promoción del desarrollo de MIPYME,402,0,1,programa promoción desarrollo mipyme
METAS AL 2021,H,0,0,meta
100% de los CITE,411,0,1,citar
20 mil jóvenes emprendedores innovadores empoderados,402,0,1,mil joven emprendedor innovador empoderado
Emprendedores financiados,402,0,1,emprendedor financiado
Formación de cultura emprendedora,402,0,1,formación cultura emprendedor
Salario mínimo vital actualizado,412,0,-1,salario mínimo vital actualizado
Fortalecimiento de las MIPYME,402,0,1,fortalecimiento mipyme
DIMENSIÓN SOCIAL,H,0,0,dimensión social
D. VIVIENDA Y SERVICIOS BÁSICOS,H,0,0,d vivienda servicio básico
PROBLEMAS IDENTIFICADOS,H,0,0,problema identificado
"1. Actualmente 1’860000 familias demandan una vivienda propia, por lo cual es fundamental que el sector privado participe activamente invirtiendo en la construcción de más viviendas de interés social.",505,0,0,actualmente familia demandar vivienda propio fundamental sector privado participe activamente invertir construcción vivienda interés social
"2. La cobertura de servicios de agua, saneamiento y tratamiento de aguas residuales es insuficiente, y la calidad de la prestación del servicio es mala, poniendo a nuestra población expuesta a riesgos de salud.",504,-1,-1,cobertura servicio aguo saneamiento tratamiento agua residual insuficiente calidad prestación servicio malo poner población expuesto riesgo salud
"Además, la gestión sostenible de la infraestructura es muy deficiente.",504,-1,-1,además gestión sostenible infraestructura deficiente
La población rural es la que más padece de falta de acceso al servicio.,504,-1,-1,población rural padecer falta acceso servicio
3. Carencia de hábitos de higiene y buen uso de los servicios de agua y saneamiento.,504,-1,-1,carencia hábitos higienir buen uso servicio aguo saneamiento
OBJETIVOS,H,0,0,objetivo
"Mantener y perfeccionar los programas Techo Propio y Mi Vivienda, creando soluciones financieras innovadoras que permitan ampliar los proyectos de construcción de viviendas.",504,-1,-1,mantener perfeccionar programa techo propio vivienda crear solución financiero innovadora permitir ampliar proyecto construcción vivienda
"Incrementar la cobertura y la calidad de los servicios de agua, saneamiento y tratamiento de aguas residuales*.",504,-1,-1,incrementar cobertura calidad servicio aguo saneamiento tratamiento agua residual
Emprender campañas conjuntas de desarrollo de una cultura preventiva de higiene y uso adecuado de los servicios de agua y saneamiento.,504,-1,-1,emprender campaña conjunto desarrollo cultura preventivo higienir uso adecuado servicio aguo saneamiento
indicadores,H,0,0,indicador
Número de viviendas ofertadas,504,-1,-1,número vivienda ofertada
Porcentaje de la población con acceso a agua potable de calidad,504,-1,-1,porcentaje población acceso agua potable calidad
Porcentaje de la población con hábitos de higiene y buen uso de los servicios,504,-1,-1,porcentaje población hábitos higienir buen uso servicio
"Número de plantas de agua, saneamiento y tratamiento de aguas residuales",504,-1,-1,número planta agua saneamiento tratamiento agua residual
METAS AL 2021,H,0,0,meta
Incremento significativo del número de viviendas ofertadas,504,-1,-1,incremento significativo número vivienda ofertada
Población con acceso a agua potable de calidad.,504,-1,-1,población acceso agua potable calidad
100%,504,-1,-1,
Plantas operativas,504,-1,-1,planta operativo
DIMENSIÓN SOCIAL,H,0,0,dimensión social
E. GÉNERO,H,0,0,género
PROBLEMAS IDENTIFICADOS,H,0,0,problema identificado
"1. Agudización de casos de feminicidio que afectan a mujeres de toda edad, condición social y cultural;",503,1,-1,agudización caso feminicidio afectar mujer todo edad condición social cultural
"las agresiones sexuales que vulneran la integridad de las mujeres y en especial de las de menor edad,",503,1,-1,agresión sexual vulnerar integridad mujer especial menor edad
"así como el maltrato a las mismas en la esfera familiar y las actitudes de discriminación contra las mujeres campesinas y nativas, que ponen en grave riesgo la vida y los derechos humanos de la población femenina.",503,1,-1,así maltrato mismo esfera familiar actitud discriminación mujer campesino nativo poner grave riesgo vida derechos humano población femenino
2. Existe un alto número de mujeres que se convierten en el sustento de la economía familiar y descuidan su hogar.,503,1,-1,existir alto número mujer convertir sustento economía familiar descuidar hogar
En muchos casos participan activamente en organizaciones sociales de base no formalizadas y dependen de las mismas para enfrentar la pobreza y mantener a sus familias.,503,1,-1,caso participar activamente organización social base no formalizada depender mismo enfrentar pobreza mantener familia
3. No existe el suficiente número de servicios de cuidado diurno y estimulación temprana para atender a los niños en edad preescolar que son hijos de madres trabajadoras.,504,-1,-1,no existir suficiente número servicio cuidado diurno estimulación temprano atender niño edad preescolar hijo madr trabajador
4. Incremento del embarazo adolescente a nivel nacional.,504,-1,-1,incremento embarazo adolescente nivel nacional
5. Existe muy poca participación política y ciudadana de la mujer a pesar de los avances obtenidos en los últimos años.,503,1,-1,existir poco participación político ciudadano mujer pesar avance obtenido último año
OBJETIVOS,H,0,0,objetivo
Prevenir la violencia contra las mujeres y las niñas mediante la educación en todos los ámbitos de la sociedad.,503,1,-1,prevenir violencia mujer niña mediante educación ámbito sociedad
Impulsar el Programa Nacional de Formalización de Organizaciones Sociales de Base en los Registros Públicos y su conversión en centros productivos con la entrega de fondos semilla.,503,1,-1,impulsar programa nacional formalización organización social bar registro público conversión centro productivo entregar fondo semillo
Ampliar y fortalecer los servicios de cuidado diurno y estimulación temprana para niños en apoyo a familias de escasos recursos y mujeres jefas de hogar.,504,-1,-1,ampliar fortalecer servicio cuidado diurno estimulación temprano niño apoyo familia escaso recurso mujer jefa hogar
Reducir la maternidad adolescente,504,-1,-1,reducir maternidad adolescente
Promover el liderazgo de la mujer y su participación ciudadana en la vida política del país.,503,1,-1,promover liderazgo mujer participación ciudadano vida político país
indicadores,H,0,0,indicador
Número de entidades educativas que incorporan los contenidos de cultura de paz y prevención de la violencia contra la mujer.,503,1,-1,número entidad educativo incorporar contenido cultura paz prevención violencia mujer
Número de organizaciones sociales de base formalizadas.,503,1,-1,número organización social base formalizada
Número de proyectos productivos por cada organización social de base.,503,1,-1,número proyecto productivo cada organización social base
Número de servicios de cuidado diurno para niños en apoyo a familias de escasos recursos y mujeres jefas de hogar.,504,-1,-1,número servicio cuidado diurno niño apoyo familia escaso recurso mujer jefa hogar
Número de embarazos adolescentes.,504,-1,-1,número embarazo adolescente
Número de mujeres capacitadas para la participación ciudadana y política.,504,-1,-1,número mujer capacitado participación ciudadano político
METAS AL 2021,H,0,0,meta
Los currículos de educación básica regular y superior incluyen contenidos de cultura de paz y prevención de la violencia contra la mujer.,503,1,-1,currículos educación básico regular superior incluir contenido cultura paz prevención violencia mujer
100% de las organizaciones sociales de base se encuentran formalizadas y cuentan con proyectos productivos.,503,1,-1,organización social base encontrar formalizada contar proyecto productivo
Un servicio de cuidado diurno y estimulación temprana para niños en lo posible por cada distrito.,504,-1,-1,servicio cuidado diurno estimulación temprano niño posible cada distrito
Servicios integrales de prevención del embarazo adolescente en el país.,504,-1,-1,servicio integral prevención embarazo adolescente país
Plena participación de la mujer en las actividades políticas y ciudadanas.,503,1,-1,pleno participación mujer actividad política ciudadano
Escuela de Formación Política y de Gestión Pública para la Mujer en cada región.,503,1,-1,escuela formación político gestión público mujer cada región
DIMENSIÓN INSTITUCIONAL,H,0,0,dimensión institucional
A. SEGURIDAD Y TRANQUILIDAD PARA VIVIR LIBRES,H,0,0,seguridad tranquilidad vivir libre
B. DEMOCRACIA,H,0,0,b democracia
