Text,Code,libertad_personal_score,libertad_economica_score,text_processed
. Esto frena el desarrollo económico y social.,301,0,0,frenar desarrollo económico social
"Por otra parte, el desequilibrio entre el elevado beneficio que obtienen los gobiernos locales en la aplicación de estos recursos y su reducida participación en la fijación y recaudación de impuestos,",301,0,0,parte desequilibrio elevado beneficio obtener gobierno local aplicación recurso reducido participación fijación recaudación impuesto
quedando prácticamente todos los costos políticos en el ámbito federal.,301,0,0,quedar prácticamente costo político ámbito federal
"Asimismo, la aplicación de múltiples criterios para la distribución de los recursos entre las entidades federativas,",301,0,0,asimismo aplicación múltiple criterio distribución recurso entidad federativo
"que no reflejan la atención de desafíos y necesidades de desarrollo a nivel local,",301,0,0,no reflejar atención desafío necesidad desarrollar nivel local
ni la participación en la generación de la recaudación.,301,0,0,ni participación generación recaudación
"Esto exige una revisión que descanse en la fusión de los dos actuales instrumentos (participaciones y aportaciones),",301,0,0,exigir revisión descanse fusión dos actual instrumento participaciones aportación
"con criterios que contemplen de un lado las necesidades de desarrollo local,",301,0,0,criterio contemplir lado necesidad desarrollo local
"y del otro, la aportación de cada entidad en la generación de recursos fiscales.",301,0,0,aportación cada entidad generación recurso fiscal
Democracia participativa,H,0,0,democracia participativo
"Para el PSD la democracia representativa es un primer paso indispensable,",202,0,0,psd democracia representativo primero paso indispensable
"porque crea el marco legal-institucional que permite el ejercicio de las libertades ciudadanas,",201,0,0,creer marco legalinstitucional permitir ejercicio libertad ciudadano
pero que debe profundizarse para que esas libertades se traduzcan en derechos efectivos de la ciudadanía.,201,0,0,deber profundizar él libertad traduzcar derecho efectivo ciudadanía
La democracia debe aspira a ser un sistema de derechos para la participación política que hace posible que la ciudadanía ejerza influencia en las decisiones políticas y sea parte de dichas decisiones.,202,0,0,democracia deber aspirar ser sistema derechos participación político hacer posible ciudadanía ejerzo influencia decisión política partir dicho decisión
"Somos partidarios de una democracia participativa donde la ciudadanía no sólo delega su capacidad de decidir en sus representantes,",202,0,0,partidario democracia participativo ciudadanía no sólo delegar capacidad decidir representante
sino que también se organiza y actúa en movimientos de diverso orden para lograr que el poder público cumpla con las aspiraciones sociales.,202,0,0,sino organizar actuar movimiento diverso orden lograr poder público cumplir aspiración social
Somos partidarios de la consolidación de la democracia,202,0,0,partidario consolidación democracia
y la gobernabilidad del país,303,0,0,gobernabilidad país
mediante el diseño de instituciones capaces de garantizar la eficiencia y la legitimidad de la acción gubernamental.,303,0,0,mediante diseño institución capaz garantizar eficiencia legitimidad acción gubernamental
"Queremos un gobierno más cercano a los ciudadanos y a sus necesidades,",202,0,0,querer gobierno cercano ciudadano necesidad
representativo de la pluralidad,202,0,0,representativo pluralidad
y auténticamente federal.,301,0,0,auténticamente federal
"Ante lo cual, se propone completar la democracia representativa con formas de democracia directa,",202,0,0,proponer completar democracia representativo formas democracia directo
"tales como la reelección legislativa, iniciativas legislativas populares, revocación de mandato, candidaturas ciudadanas independientes, plebiscito y, referéndum.",202,0,0,tal reelección legislativo iniciativa legislativo popular revocación mandato candidatura ciudadana independiente plebiscito referéndum
Seguridad y acceso a la justicia,H,0,0,seguridad acceso justicia
Un aspecto particularmente crítico es el relativo a la seguridad,605,0,0,aspecto particularmente crítico relativo seguridad
y el acceso a la justicia.,202,0,0,acceso justicia
El proceso democrático queda inconcluso si no garantiza la seguridad y el acceso a la justicia.,202,0,0,proceso democrático quedar inconcluso si no garantizar seguridad acceso justicia
Se requiere un piso firme de legalidad que garantice la inclusión de todas las personas en la aplicación de las leyes.,202,0,0,requerir piso firme legalidad garantice inclusión todo persona aplicación ley
"La noción del Estado de Derecho en nuestro contexto, ha sido una expresión retórica, conservadora y excluyente,",201,0,0,noción derecho contexto ser expresión retórico conservador excluyente
en la medida en que no se hace cargo de la exigencia de asegurar la universalización efectiva de los derechos y las libertades.,201,0,0,medida no hacer cargo exigencia asegurar universalización efectivo derechos libertades
El problema de la ineficacia de las normas jurídicas,605,0,0,problema ineficaciar norma jurídico
"y, por tanto, las raíces de la fragilidad de la legalidad en nuestro país",605,0,0,raíz fragilidad legalidad país
"pasa por la dificultad y, en muchos casos, la imposibilidad que enfrenta buena parte de la sociedad para hacer valer sus derechos por los cauces legales e institucionales",201,0,0,pasar dificultad caso imposibilidad enfrento buen parte sociedad hacer valer derecho cauz legal institucional
"De nada sirve la enunciación formal de la igualdad ante la ley si no se crean las condiciones necesarias para que, en efecto, cualquier persona pueda gozar de esos derechos y hacerlos valer.",503,1,-1,nada servir enunciación formal igualdad ley si no crear condición necesario efecto cualquiera persona poder gozar derecho hacerlo valer
"Si no se incorpora a todas las personas al mundo de los derechos,",503,1,-1,si no incorporar todo persona mundo derechos
los reclamos de igualdad correrán por fuera de las vías institucionales,605,0,0,reclar igualdad correr vía institucional
y se seguirá enfrentando el riesgo de que la cohesión social se destruya mediante distintas formas de violencia.,605,0,0,seguir enfrentar riesgo cohesión social destruya mediante distinto forma violencio
El gran peso que actualmente tiene el narcotráfico estriba en buena medida en la desesperación ciudadana por buscar opciones a la falta de oportunidades reales.,503,1,-1,no gran peso actualmente narcotráfico estribar buen medido desesperación ciudadano buscar opción faltar oportunidad real
"Justamente en las abismales desigualdades sociales,",503,1,-1,justamente abismal desigualdad social
en un sistema de justicia ineficaz,605,0,0,sistema justicia ineficaz
"y corrupto,",304,0,0,corrupto
"que propicia la impunidad,",605,0,0,propiciar impunidad
"y en la ausencia de un Estado Social de Derecho,",409,0,-1,ausencia social derecho
"se pueden encontrar las causas del auge del narcotráfico, la criminalidad, la guerrilla, la violencia social y la inseguridad pública.",605,0,0,poder encontrar causa auge narcotráfico criminalidad guerrilla violencia social inseguridad público
"La militarización y la guerra que el Estado ha declarado a las mafias de narcotraficantes no resuelven el problema de fondo,",105,0,0,militarización guerro declarado mafia narcotraficant no resolver problema fondo
"ya que las causas sustanciales del narcotráfico siguen sin solución,",105,0,0,causa sustancial narcotráfico seguir solución
"al tiempo que se genera un clima de zozobra, terror, más violencia –en la que mueren muchos inocentes- y mayores violaciones a los derechos humanos.",605,0,0,tiempo generar clima zozobra terror violencia morir inocente mayor violación derechos humanos
"Durante el actual sexenio han muerto más de ocho mil personas,",605,0,0,actual sexenio muerto ocho mil persona
"y lo peor es que la problemática del narcotráfico y las adicciones es cada vez más grave,",605,0,0,peor problemática narcotráfico adicción cada vez grave
revelando el fracaso de la política gubernamental que se empeña en fórmulas policiacas y coercitivas,105,0,0,revelar fracaso político gubernamental empeñir fórmula policiaco coercitivo
para enfrentar un problema social complejo que claramente rebasa estas medidas.,409,0,-1,enfrentar problema social complejo claramente rebasar medida
"En el Partido Socialdemócrata creemos que el combate al crimen organizado requiere del esfuerzo conjunto de gobierno, instituciones y sociedad.",202,0,0,partido socialdemócrata creer combate crimar organizado requerir esfuerzo conjunto gobierno instituciones sociedad
