Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"En primer lugar, en materia energética, si bien se observa lentitud en la concreción de una serie de iniciativas,",411,0,1,primero lugar materia energético si bien observar lentitud concreción serie iniciativo
se han constatado avances en términos de orientación y de proyectos.,411,0,1,constatado avance término orientación proyecto
Se pueden destacar los siguientes elementos positivos:,411,0,1,poder destacar siguiente elemento positivo
"Se ha impulsado un plan energético,",411,0,1,impulsado plan energético
"con acuerdo entre todos los partidos políticos,",411,0,1,acuerdo partido político
que incluye la diversificación de la matriz energética,411,0,1,incluir diversificación matriz energético
"—incorporando las energías renovables no convencionales (ERNC) y el gas natural—,",411,0,1,incorporar energía renovable no convencional ernc gas natural
un ambicioso plan de inversiones con participación público-privada,411,0,1,ambicioso plan inversión participación públicoprivado
"y profundiza, además, la interconexión con las redes eléctricas de los países vecinos.",411,0,1,profundizar además interconexión red eléctrico país vecino
"Se ha impulsado la prospección y exploración de nuestros suelos y plataforma submarina para la búsqueda y eventual explotación de yacimientos de hidrocarburos,",411,0,1,impulsado prospección exploración suelo plataforma submarino búsqueda eventual explotación yacimiento hidrocarburo
lo cual ha logrado un fuerte interés de empresas internacionales de primer nivel que están invirtiendo a riesgo en nuestro país.,411,0,1,logrado fuerte interés empresa internacional primero nivel invertir riesgo país
Se han adjudicado los contratos,411,0,1,adjudicado contrato
y están comenzando o por comenzar las obras tanto de las granjas eólicas como la planta térmica de generación de ciclo combinado.,411,0,1,comenzar comenzar obra granja eólico plantar térmico generación ciclo combinado
Se está en una fase final de definición para la construcción de una planta regasificadora que permitirá al país aprovisionarse de gas natural mediante la compra de gas natural licuado (GNL) en diferentes orígenes.,411,0,1,fase final definición construcción planto regasificadoro permitir país aprovisionar él gas natural mediante compra gas natural licuado gnl diferente origen
Se han aprovechado oportunidades presentes en el mercado internacional para el suministro de tecnología necesaria para las ERNC —máquinas eólicas y paneles fotovoltaicos—,411,0,1,aprovechado oportunidad presente mercado internacional suministro tecnología necesario ernc máquina eólico panel fotovoltaico
y nos ha permitido avanzar en la introducción de estas nuevas fuentes en la matriz energética.,411,0,1,permitido avanzar introducción nuevo fuente matriz energético
"Asimismo, la decisión de incorporar el gas natural está alineada con la evolución del mercado internacional de este energético,",411,0,1,asimismo decisión incorporar gas natural alineado evolución mercado internacional energético
"en pleno desarrollo en el mundo por la explotación de las reservas no convencionales (shale gas),",411,0,1,pleno desarrollo mundo explotación reserva no convencional shalir gas
"en expansión en los últimos años en Estados Unidos y Canadá, entre otros países.",411,0,1,expansión último año unido canadá país
"Esto hace prever un aumento constante de la oferta,",411,0,1,hacer prever aumento constante oferta
