Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Todo esto debe traducirse en una sociedad que desarrolle todas sus capacidades.,416.2,0,-1,deber traducir él sociedad desarrollar todo capacidad
"Una sociedad feliz, pacífica, no reprimida.",106,0,0,sociedad feliz pacífico no reprimido
"Una sociedad joven, abierta, emprendedora y participativa, consciente del futuro.",606.1,-1,0,sociedad joven abierto emprendedorar participativo consciente futuro
EDUCACIÓN,H,0,0,educación
"Seremos una Potencia Educativa y del Conocimiento, ya estamos en ese camino.",506,0,0,potencia educativo conocimiento camino
Aseguraremos educación de calidad en todo el ciclo de vida.,506,0,0,asegurarer educación calidad ciclo vida
El desarrollo de las capacidades en niños y niñas de 0 a 5 años es lo más responsable y rentable que se pueda imaginar en política pública.,506,0,0,desarrollo capacidad niño niñas año responsable rentable poder imaginar política público
Mantendremos la cobertura universal de la educación básica y enfrentaremos el reto de universalizar la matrícula del bachillerato y asegurar la permanencia de chicos y chicas en el sistema educativo.,506,0,0,mantendrer cobertura universal educación básico enfrentaremo reto universalizar matrícula bachillerato asegurar permanencia chico chica sistema educativo
Ningún niño o joven en el país será privado de educación de calidad por falta de dinero de sus padres.,506,0,0,ninguno niño joven país privado educación calidad faltar dinero padr
"Vamos a la educación que potencie capacidades, con innovación y creatividad",506,0,0,ir educación potencie capacidad innovación creatividad
"Debemos completar la trasformación de la educación superior, técnica y tecnológica.",411,0,1,deber completar trasformación educación superior técnica tecnológico
Sobre todo con la implementación a nivel nacional de institutos técnicos y tecnológicos.,411,0,1,implementación nivel nacional instituto técnico tecnológico
Seguiremos siendo el país que más invierte en educación superior en toda la región.,506,0,0,seguir ser país invierte educación superior todo región
Mantendremos nuestro compromiso con la equidad educativa: hoy cerca del 70% de jóvenes en la universidad son los primeros dentro sus hogares en acceder a este nivel de estudios.,506,0,0,mantendrer compromiso equidad educativo hoy cerca joven universidad primero dentro hogar acceder nivel estudio
Fortaleceremos de manera inteligente la política de becas en el país.,506,0,0,fortalecer manera inteligente político beca país
Vincularemos a los jóvenes investigadores con el sector de la economía popular y solidaria para innovar los bienes y servicios que ofrecen.,506,0,0,vincularer joven investigador sector economía popular solidario innovar bien servicio ofrecer
"Se debe potenciar el sistema de capacitación para este sector, por medio del vínculo entre universidades y sector productivo.",506,0,0,deber potenciar sistema capacitación sector medio vínculo universidades sector productivo
"Así se iniciará un proceso de producción de bienes de capital, realizados con tecnología y conocimiento de origen nacional, fortaleciendo nuestras industrias y la soberanía tecnológica.",411,0,1,así iniciar proceso producción bien capital realizado tecnología conocimiento origen nacional fortalecer industria soberanía tecnológico
"Desarrollaremos las potencialidades de una ley amplia para el conocimiento, para la propiedad intelectual, para la innovación, la ciencia y la tecnología.",411,0,1,desarrollarer potencialidad ley amplio conocimiento propiedad intelectual innovación ciencia tecnología
"La Revolución Ciudadana se compromete a potenciar una nueva economía, la economía del conocimiento.",411,0,1,revolución ciudadano comprometer potenciar nuevo economía economía conocimiento
Nuestro compromiso se traducirá en una educación ambiental responsable en todos los niveles de la enseñanza y en todos los medios de comunicación masiva.,416.2,0,-1,compromiso traducir educación ambiental responsable nivel enseñanzar medio comunicación masivo
PRODUCCIÓN,H,0,0,producción
"Buscamos una economía que se asiente en las capacidades productivas de los ecuatorianos y ecuatorianas, y las transforme.",410,0,1,buscar economía asiente capacidad productivo ecuatoriano ecuatoriano transfor yo
"Un país de innovadores donde la ciencia, tecnología e innovación proyecten al Ecuador como potencia productiva, con visión de largo plazo, cohesionado y que cuida y promueve lo nuestro.",411,0,1,país innovadores ciencia tecnología innovación proyectir ecuador potencia productivo visión largo plazo cohesionado cuidar promueve
Buscamos un país unido que dice al mundo: ¡Primero Ecuador!,601.1,0,0,buscar país unido decir mundo primero ecuador
"La nueva economía se asienta sobre una plataforma para el desarrollo, desarrollada en esta década, con energía e infraestructura estratégica, autosustentable, moderna y verde, que contribuya y genere condiciones para la competitividad sistémica.",416.2,0,-1,nuevo economía asiento plataforma desarrollo desarrollado décado energío infraestructura estratégico autosustentable moderna verde contribuir genere condiciones competitividad sistémico
"Hoy contamos con condiciones para producir más, producir mejor y con mayor valor agregado.",410,0,1,hoy contar condición producir producir mejor mayor valor agregado
"Consolidaremos este propósito con el desarrollo de industrias básicas como la petroquímica, siderurgia, astilleros, pulpa.",410,0,1,consolidarer propósito desarrollo industria básico petroquímicar siderurgia astillero pulpa
"Industrias que desencadenen, impulsen y promuevan el fortalecimiento del tejido productivo.",410,0,1,industria desencadenar impulsar promover fortalecimiento tejido productivo
"Un país que encadena sus procesos y aumenta su valor de producción desde lo nacional, integrando a todos los actores de sus diferentes cadenas productivas.",410,0,1,país encadenar proceso aumentar valor producción nacional integrar actor diferente cadena productivo
"En resumen, proponemos y promovemos una economía de flujos reales y no especulativos, una economía fortalecida en su propia producción y no vulnerable ante choques externos.",410,0,1,resumen proponer promover economía flujo real no especulativo economía fortalecido propio producción no vulnerable choque externo
"Queremos un país que venda sus productos al mundo, que consolide su mercado tradicional, pero que diversifique y promueva su nueva producción;",410,0,1,querer país vendar producto mundo consolidar mercado tradicional diversifique promueva nuevo producción
"mejorando su productividad, creciendo en competitividad y alcanzando nuevos mercados.",410,0,1,mejorar productividad crecer competitividad alcanzar nuevo mercado
La producción debe contar con un Ecuador hacia el mundo con acuerdos para el desarrollo que generen verdaderas oportunidades comerciales que impulse el comercio interno y externo.,410,0,1,producción deber contar ecuador hacia mundo acuerdos desarrollo generar verdadero oportunidad comercial impulse comercio interno externo
Porque tenemos todo para hacerlo.,410,0,1,hacer él
