Text,Code,libertad_personal_score,libertad_economica_score,text_processed
4.1.6 Impuesto sobre la renta.,H,0,0,impuesto renta
"A nivel de impuesto sobre la renta impulsaremos una tasa razonablemente baja, única y uniforme, eliminando todas las exenciones, exoneraciones y tratamientos privilegiados de determinados ingresos o contribuyentes, con el objeto de ampliar la base imponible de manera no discriminatoria.",403,0,1,nivel impuesto renta impulsarer tasa razonablemente bajo único uniforme eliminar todo exención exoneración tratamiento privilegiado determinado ingreso contribuyent objeto ampliar base imponible manera no discriminatorio
"Mantendremos el sistema de impuesto sobre la renta territorial, no mundial.",403,0,1,mantendrer sistema impuesto renta territorial no mundial
También mantendremos el sistema tributario diferenciado para las Zonas Francas.,403,0,1,mantendrer sistema tributario diferenciado zona franco
4.1.7 Impuesto de valor agregado.,H,0,0,impuesto valor agregado
También promoveremos la transformación del impuesto de ventas en un impuesto al valor agregado (IVA) exonerando únicamente la educación y salud.,403,0,1,promover transformación impuesto venta impuesto valor agregado ivo exonerar únicamente educación salud
Quedarían incluidos todos los demás bienes y servicios.,403,0,1,quedar incluido demá bien servicio
Promoveremos la ampliación de la base pero la reducción del monto a no más de un 10%.,403,0,1,promoverer ampliación base reducción monto no
4.1.8 Impuesto Selectivo de Consumo.,H,0,0,impuesto selectivo consumo
"Propiciaremos la  eliminación del impuesto selectivo de consumo, así como los impuestos al traspaso de bienes y otros impuestos menores.  Ver las secciones 2.3.2 y 2.3.4 para mayor detalle.",403,0,1,propiciarer eliminación impuesto selectivo consumo así impuesto traspaso bién impuesto menor ver sección mayor detalle
4.1.9 Impuestos arancelarios.,H,0,0,impuesto arancelario
"Seguiremos adelante con el plan desgravación arancelaria, armonizando en una primera etapa nuestros impuestos con los impuestos más bajos de nuestros vecinos centroamericanos, con el propósito de consolidar finalmente la unión aduanera centroamericana y facilitar el flujo comercial entre los países. Ver adicionalmente la sección 2.3.5.",407,0,1,seguir adelante plar desgravación arancelario armonizar primero etapa impuesto impuesto bajo vecino centroamericano propósito consolidar finalmente unión aduanera centroamericano facilitar flujo comercial país ver adicionalmente sección
4.1.10 No al impuesto de renta mundial.,H,0,0,no impuesto renta mundial
"Debemos mantener nuestra ventaja comparativa frente a otros países para atraer inversionistas hacia nuestro país para que operen desde aquí, motivados por el sistema de impuesto sobre la renta territorial que tenemos.",407,0,1,deber mantener ventaja comparativo frente país atraer inversionista hacia país operir aquí motivado sistema impuesto renta territorial
4.1.11 No al impuesto a las empresas que operan en zonas francas.,407,0,1,no impuesto empresa operar zona franco
"Las zonas francas generan más de 50.000 puestos de trabajo directos, y además muy bien remunerados si los comparamos con otros salarios para funciones similares en el sector privado fuera de zonas francas.",407,0,1,zona franco generar puesto trabajo directo además bien remunerado si comparamos salario función similar sector privado zona franco
Contribuyen a diversificar nuestra oferta exportable.,407,0,1,contribuir diversificar oferta exportable
Facilitan transferencia de conocimientos y tecnologías.,407,0,1,facilitar transferencio conocimiento tecnología
Generan muchos miles puestos de trabajo indirectos adicionales.,407,0,1,generar mil puesto trabajo indirecto adicional
"En lugar de ver cómo se les mete impuestos, más bien deberíamos todos estar viendo cómo extendemos los beneficios de las empresas que operan en zonas francas a las empresas del resto del país.",407,0,1,lugar ver cómo meter impuesto bien debeer ver cómo extend beneficio empresa operar zona franco empresa resto país
4.1.12 Eliminación del impuesto a los dividendos.,402,0,1,eliminación impuesto dividendo
"Ya las empresas, antes de repartir dividendos deben haber cancelado el impuesto sobre la renta correspondiente a la empresa.",402,0,1,empresa repartir dividendo deber haber cancelar impuesto renta correspondiente empresa
Mantener ese impuesto desincentiva la distribución de dividendos.,402,0,1,mantener impuesto desincentivo distribución dividendo
"Por eso promoveré la aprobación del proyecto de ley #17.419, presentado por nuestra bancada, el cual busca la eliminación de ese impuesto.",402,0,1,promover aprobación proyecto ley presentado bancado buscar eliminación impuesto
4.2 Reducir gasto público.,H,0,0,reducir gasto público
"Debe haber límites al gasto estatal, tanto del gobierno central como de las entidades autónomas y semiautónomas, incluyendo gobiernos locales.",303,0,0,deber haber límite gasto estatal gobierno central entidades autónomo semiautónoma incluir gobierno local
"Los gastos ordinarios del gobierno central deberán sufragarse con ingresos corrientes, jamás con endeudamiento.",303,0,0,gasto ordinario gobierno central deber sufragar él ingreso corriente jamás endeudamiento
Hay que meter en cintura al gobierno.,303,0,0,meter cintura gobierno
"Si gasta más de lo que le ingresa va a financiarse con emisión monetaria sin respaldo en el crecimiento de la economía, lo que se traduce en alza generalizada de los precios de bienes y  servicios;",403,0,1,si gastar ingrés ir financiar él emisión monetario respaldo crecimiento economía traducir alza generalizado precio bién servicio
"o mediante endeudamiento público, lo que significa que saca dinero de la economía que podría ayudar a generar empleos en el sector productivo, el cual luego hay que pagar comprometiendo el bienestar de las futuras generaciones.",414,0,1,mediante endeudamiento público significar saca dinero economía poder ayudar generar empleo sector productivo luego pagar comprometer bienestar futuro generación
"El pago de esas deudas se pretenderá hacer finalmente a través de ingresos tributarios, lo que generará una presión para aumentar las cargas tributarias que pesan sobre los hombros de los contribuyentes.",414,0,1,pagar deuda pretender hacer finalmente través ingreso tributario generar presión aumentar carga tributario pesar hombro contribuyent
"Más impuestos, es menos dinero en la economía para producir empleos y oportunidades.",414,0,1,impuesto menos dinero economía producir empleo oportunidad
