Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Integraremos soluciones tecnológicas con más y mejores espacios tecnológicos y uso de tabletas para el aprendizaje.,411,0,1,integrarer solución tecnológico mejor espacio tecnológico uso tabletas aprendizaje
Beneficiaremos a 350 mil estudiantes desde nivel inicial hasta 3ro de primaria.,411,0,1,beneficiarer mil estudiante nivel inicial ro primaria
Capacitaremos a 79 mil 500 docentes en educación pública a nivel nacional en tecnología para aplicarla en las aulas.,411,0,1,capacitaremos mil docente educación público nivel nacional tecnología aplicar él aula
Inscribiremos en el registro civil a los estudiantes del sistema educativo que no hayan sido registrados por sus padres.,503,1,-1,inscribirer registro civil estudiantes sistema educativo no ser registrar padre
Entregaremos una computadora a 16 mil estudiantes de educación y 4 mil profesores del área de educación en universidades estatales para mejorar la calidad de los egresados de esta carrera y del sistema educativo.,506,0,0,entregarer computadora mil estudiante educación mil profesor áreo educación universidad estatal mejorar calidad egresado carrero sistema educativo
"Formaremos 250 mil estudiantes universitarios de Instituciones de Educación Superior del sector público, en el uso de las tecnologías y 20 mil estudiantes serán formados en la industria de Software, haciéndola más competitiva a nivel internacional.",411,0,1,formaremos mil estudiante universitario institución educación superior sector público uso tecnología mil estudiante formados industria softwarar haciéndola competitivo nivel internacional
Otorgaremos 8 mil becas a nivel nacional e internacional de Grado y Postgrado en Desarrollo de Software.,411,0,1,otorgarer mil beca nivel nacional internacional grado postgrado desarrollo software
"Crearemos una biblioteca Digital que dará acceso a través de la tecnología a los documentos, textos, obras nacionales y demás contenido digital para la educación y consulta de la información.",411,0,1,crearer biblioteca digital dar acceso través tecnología documento texto obra nacional demás contenido digital educación consulto información
"Formaremos más de 350 mil jóvenes y adultos en programas de tecnología en multimedia, software y redes.",411,0,1,formarer mil joven adulto programa tecnología multimedio softwarar red
"Iniciaremos un programa para formar a más de 200 mil personas en redes sociales, medios digitales y herramientas TIC.",411,0,1,iniciarer programa formar mil persona red social medio digital herramienta tic
Incorporaremos a más de 20 mil niños y niñas en competencias científicas y tecnológicas mediante el uso herramientas tecnológicas.,411,0,1,incorporarer mil niño niña competencia científico tecnológico mediante uso herramienta tecnológico
Implementaremos programas de Alfabetización Digital para formar a más de 1 millón de ciudadanos,411,0,1,implementarer programa alfabetización digital formar millón ciudadano
"Vamos por más, haciendo la tecnología más accesible a todos y a todas",411,0,1,ir hacer tecnología accesible todo
"Facilitaremos el acceso a banda ancha a nivel nacional, ofreceremos servicio de WiFi en las 5 mil 600 escuelas públicas, 18 centros regionales de la UASD, 49 hospitales y 444 alcaldías y juntas distritales.",411,0,1,facilitarer acceso banda ancho nivel nacional ofrecerer servicio wifi mil escuela público centro regional uasd hospital alcaldía junto distrital
"Ampliaremos los servicios de Compu-Metro en las estaciones del Metro de Santo Domingo, donde se brindará acceso gratuito a internet.",411,0,1,ampliar servicio compumetro estación metro santo domingo brindar acceso gratuito internet
Ampliaremos la cobertura de los Centros Tecnológicos Comunitarios y Salas Digitales.,411,0,1,ampliar cobertura centro tecnológico comunitario sala digital
Otorgaremos 8 mil becas a nivel nacional e internacional de Grado y Postgrado en Desarrollo de Software.,411,0,1,otorgarer mil beca nivel nacional internacional grado postgrado desarrollo software
Crearemos la Red Nacional de Fibra Óptica que comunique todos los municipios cabecera. Incorporaremos a 200 mil personas a programas de Internet Sano.,411,0,1,crearer red nacional fibro óptico comunicar municipio cabecerar incorporarer mil persona programa internet sano
