Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Pondremos en marcha un programa de adquisición y reposición de ambulancias, que reemplazará todos los vehículos en mal estado y duplicará el actual parque, de modo que a fines del gobierno tendremos 1900 ambulancias en estado óptimo de funcionamiento.",504,-1,-1,poner marcha programa adquisición reposición ambulancia reemplazar vehículo mal duplicar actual parque modo fines gobierno ambulancia óptimo funcionamiento
A este total sumaremos 132 nuevas ambulancias destinadas a los Servicios de Atención Primaria de Urgencia de Alta Resolución.,504,-1,-1,total sumarer nuevo ambulancia destinado servicio atención primario urgencia alto resolución
Las personas necesitan tener atención de salud oportuna y de calidad en los centros públicos de sus comunas.,504,-1,-1,persona necesitar tener atención salud oportuno calidad centro público común
La atención primaria debe ser la puerta de entrada al sistema de salud,504,-1,-1,atención primario deber ser portar entrada sistema salud
y el primer paso en una cadena de atención continua de creciente complejidad.,504,-1,-1,primero paso cadén atención continuo creciente complejidad
"Esto implica aumentar el gasto per cápita a nivel comunal,",504,-1,-1,implicar aumentar gasto per cápita nivel comunal
"destinando recursos e incentivos para atraer y retener a profesionales de la salud,",504,-1,-1,destinar recurso incentivo atraer retener profesional salud
"especialmente a médicos, y contar con los medios tecnológicos para hacer diagnósticos precoces.",504,-1,-1,especialmente médico contar medio tecnológico hacer diagnóstico precoz
Este mayor esfuerzo financiero debe orientarse a acortar la brecha que hoy existe entre las comunas ricas y pobres.,504,-1,-1,mayor esfuerzo financiero deber orientar él acortar brecha hoy existir comuna rico pobre
"Vamos a crear 132 SAR, Servicios de Atención Primaria de Urgencia de Alta Resolución, beneficiando potencialmente a casi 10 millones de personas que se atienden en el sistema público.",504,-1,-1,ir crear sar servicio atención primario urgencia alto resolución beneficiar potencialmente casi millón persona atender sistema público
"La mayor resolución se logrará con la incorporación de tecnología apropiada y dotación del personal médico necesario,",504,-1,-1,mayor resolución lograr incorporación tecnología apropiado dotación personal médico necesario
contando con camillas de observación de pacientes para derivar sólo a quienes requieran atención secundaria.,504,-1,-1,contar camilla observación paciente derivar sólo requeír atención secundario
Esta es una manera efectiva de acercar la salud a la gente.,504,-1,-1,manera efectivo acercar salud gente
En los primeros 100 días de Gobierno serán definidas las comunas y los centros de salud donde se habilitarán los  SAR.,504,-1,-1,primero día gobierno definido común centro salud habilitar sar
"Vamos a enfrentar la falta de médicos en la Atención Primaria, para que la población tenga acceso a prestaciones y atenciones de calidad y oportunas.",504,-1,-1,ir enfrentar falta médico atención primario población acceso prestación atención calidad oportuno
En los próximos 4 años vamos a incorporar a 1.000 nuevos médicos a la Atención Primaria.,504,-1,-1,próximo año ir incorporar nuevo médico atención primario
"Para esto, entregaremos incentivos económicos con el objeto de mejorar los sueldos de ingreso y también para retenerlos.",504,-1,-1,entregarer incentivo económico objeto mejorar sueldo ingreso retener él
"Junto con esto, se creará un programa para que los médicos recién egresados que así lo estimen sean contratados por los Servicios de Salud del país y destinados a trabajar por un período asistencial obligatorio, que oscilará entre 3 y 6 años,",504,-1,-1,junto crear programa médico recién egresado así estimen contratado servicio salud país destinado trabajar período asistencial obligatorio oscilar año
"en establecimientos de atención primaria de salud municipal, al cabo de los cuales podrán postular a becas de especialización, con devolución en el sistema público.",504,-1,-1,establecimiento atención primario salud municipal cabo cual poder postular beca especialización devolución sistema público
"Nos enfocaremos en la prevención de enfermedades crónicas no transmisibles, que afectan la calidad de vida de los adultos.",504,-1,-1,enfocarer prevención enfermedad crónico no transmisibl afectar calidad vido adulto
"Entre otras medidas, desarrollaremos un programa de prevención para adultos con riesgo de desarrollar diabetes o hipertensión arterial,",504,-1,-1,medida desarrollarer programa prevención adulto riesgo desarrollar diabetes hipertensión arterial
"que buscará generar hábitos de alimentación saludable, manejo de stress y actividad física.",504,-1,-1,buscar generar hábito alimentación saludable manejo stress actividad físico
"Pondremos en marcha una red de equipos profesionales dedicados a mantener su autovalencia y evitar que el sedentarismo, los estados depresivos y el aislamiento potencien sus niveles de dependencia y postración de los adultos mayores.",504,-1,-1,poner marcha red equipo profesional dedicado mantener autovalencia evitar sedentarismo depresivo aislamiento potencien nivel dependenciar postración adulto mayor
"Este programa beneficiará potencialmente a más de 1.100.000 personas, que representan al 50% de la población de adultos mayores del país.",504,-1,-1,programa beneficiar potencialmente persona representar población adulto mayor país
"Desarrollaremos el plan “Más Sonrisas para Chile” para ampliar la cobertura de atención odontológica para mujeres de grupos socioeconómicos vulnerables que buscan empleo,",504,-1,-1,desarrollarer plan sonrisa chile ampliar cobertura atención odontológico mujer grupo socioeconómico vulnerable buscar empleo
