Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"a cargo de los cosam de las comunas de estación central, recoleta, independencia, santiago, concepción, quinta normal, y valparaíso, comunas que concentran el 70% de las personas en dicha condición.",504,-1,-1,cargo cosam común estación central recoletar independencia santiago concepción quinto normal valparaíso común concentrar persona dicho condición
"A su vez, garantizaremos su acceso a la salud, incorporándolos a población bajo control de la atención primaria.",504,-1,-1,vez garantizarer acceso salud incorporándolo población bajo control atención primario
NUESTROS CAMPAMENTOS Y SU DERECHO A LA VIVIENDA,H,0,0,campamento derecho vivienda
Nuestros Campamentos y su Derecho a la Vivienda,H,0,0,campamento derecho vivienda
"El principal problema de nuestras ciudades es la desigualdad y segregación social,",503,1,-1,principal problema ciudad desigualdad segregación social
"aquí los campamentos representan la máxima expresión de indicadores como el índice de Gini,",503,1,-1,aquí campamento representar máximo expresión indicador índice gini
que cada cierto tiempo nos enrostra que son miles los compatriotas expulsados del margen de la comunidad.,503,1,-1,cada cierto tiempo enrostra mil compatriota expulsado margen comunidad
"A pesar de la reducción del déficit cuanti-tativo de viviendas,",504,-1,-1,pesar reducción déficit cuantitativo vivienda
"el número de familias confinadas a vivir en campamentos aumentó en los últimos cinco años, llegando a más de 40 mil.",705,0,0,número familia confinada vivir campamento aumentar último cinco año llegar mil
Cada año se instalan 4.672 nuevas familias en campamentos,504,-1,-1,cada año instalar nuevo familia campamento
"y, si bien egresan 2.901 gracias a políticas de vivienda",504,-1,-1,si bien egresar gracia política vivienda
"esto representa solo el 10% de familias vulnerables que todavía no acceden vivienda digna,",504,-1,-1,representar solo familia vulnerable todavía no acceder vivienda digno
es inaceptable la marginación de tantos y tantas compatriotas.,504,-1,-1,inaceptable marginación tanto tanto compatriota
"En tanto, el 90% restante presentan un carácter dinámico y transitan con escaso capital social en búsqueda de difíciles alternativas habitacionales,",504,-1,-1,restante presentar carácter dinámico transitar escaso capital social búsqueda difícil alternativa habitacional
considerando altos costos de arriendo de nuestro país.,504,-1,-1,considerar alto costo arreir país
Ante la pregunta ¿Por qué viven en campamento?,504,-1,-1,pregunta vivir campamento
Un 25% respondió que no tenían casa o lugar donde ir,504,-1,-1,responder no casa lugar ir
"y otro igual porcentaje respondió que era por problemas familiares,",504,-1,-1,igual porcentaje responder problema familiar
según la Encuesta Nacional de Campamentos desarrollada por TECHO-Chile.,504,-1,-1,según encuesta nacional campamento desarrollado techochile
"Solo para mencionar algunas cifras territoriales, las regiones con más campamentos son Valparaíso (159), Biobío (130), Metropolitana (81) y Antofagasta (60) con mayor crecimiento en el caso de Tarapacá y Antofagasta.",504,-1,-1,solo mencionar cifra territorial región campamento valparaíso biobío metropolitana antofagasta mayor crecimiento caso tarapacá antofagasta
"Al desagregar los datos en función de ciudades con mayor cantidad de familias,",504,-1,-1,desagregar dato función ciudad mayor cantidad familia
"Viña del Mar lidera nuestro ranking de desigualdad (6.036), seguida por Antofagasta (4.999), Valparaíso (2.663), Alto Hospicio (2.412) y Concepción (2.253).",504,-1,-1,viña mar lidera ranking desigualdad seguido antofagasta valparaíso alto hospicio concepción
"Abordar las causas desde a acción política requiere sentido de urgencia, pero con una mirada integral.",504,-1,-1,abordar causa acción político requerir urgencia mirada integral
En muchos casos las personas prefieren un campamento como su espacio habitacional debido a la cercanía de sus empleos o en vez de ser segregadas a la periferia.,504,-1,-1,caso persona preferir campamento espacio habitacional debido cercanía empleo vez ser segregar periferia
"En otros casos, son migrantes imposibilitados de acceder a arriendos justos, programas de Gobierno;",504,-1,-1,caso migrant imposibilitado acceder arriendo justo programa gobierno
o viven como allegados de un familiar para ejercer empleos precarios.,504,-1,-1,vivir allegado familiar ejercer empleo precario
"Por ello, no basta con entregar subsidios de vivienda:",504,-1,-1,él no bastar entregar subsidio viviendo
la solución debe ser integral.,504,-1,-1,solución deber ser integral
Entre los problemas de garantía para el acceso figuran los siguientes:,504,-1,-1,problema garantir acceso figurar siguiente
a. Estructurales: Mercado de suelo y precios son una barrera de entrada para una exitosa solución habitacional.,504,-1,-1,estructural mercado suelo precio barrera entrada exitoso solución habitacional
b. Acceso a la política de vivienda:,H,0,0,b acceso político viviendo
Cobertura:,H,0,0,cobertura
