Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"En el campo de la infraestructura, vinculada estrechamente con el derecho a la ciudad y el territorio, el criterio que terminó siendo dominante en el conjunto de los Gobiernos en el período postdictadura fue el retiro de la responsabilidad de intervención directa del poder público a través del sistema de concesiones a la inversión privada, asentada sobre todo en el caso de las autopistas interurbanas y urbanas, con una visión de que la participación del sector privado genera “valor” e incrementa la eficiencia en la provisión de los servicios de infraestructura de transportes.",411,0,1,campo infraestructura vinculado estrechamente derecho ciudad territorio criterio terminar ser dominante conjunto gobierno período postdictadurar retiro responsabilidad intervención directo poder público través sistema concesiones inversión privado asentado caso autopista interurbano urbano visión participación sector privado generar valor incrementar eficiencia provisión servicio infraestructuro transportes
También se ha extendido a obras de riego e infraestructura portuaria y aeroportuaria.,411,0,1,extendido obra riego infraestructura portuario aeroportuario
"En todos estos casos, se ha argumentado que es el camino más apropiado para resolver la necesidad de infraestructura con estándares de calidad para la reducción de costos logísticos, el crecimiento y la mejora en la competitividad.",411,0,1,caso argumentado camino apropiado resolver necesidad infraestructuro estándar calidad reducción costo logístico crecimiento mejor competitividad
"Finalmente, la herramienta de la concesión se instaló en hospitales, cárceles y edificación pública.",411,0,1,finalmente herramiento concesión instalar hospital cárcel edificación público
"No ha existido una evaluación técnicamente fundada y en mérito de la experiencia respecto de si las concesiones es efectivamente una modalidad de inversión que entregue valor, que aumente en forma efectiva la eficiencia en la provisión de los servicios y que contribuya a la recaudación fiscal.",411,0,1,no existir evaluación técnicamente fundado mérito experiencia respecto si concesión efectivamente modalidad inversión entregue valor aumentar formar efectivo eficiencia provisión servicio contribuir recaudación fiscal
"Más aún, no ha existido una discusión respecto de la compatibilidad de las concesiones al sector privado con la condición de bienes públicos de la infraestructura en esos ámbitos, hecho que ha estado presente en cuestionamientos formulados desde la ciudadanía, la academia y los movimientos de la sociedad civil.",411,0,1,aún no existir discusión respecto compatibilidad concesión sector privado condición bien público infraestructuro ámbito hecho presente cuestionamiento formulado ciudadanía academia movimiento sociedad civil
"Nos parece imprescindible que se reponga un rol del Estado como gestor, inversor y emprendedor en estos ámbitos, como un componente relevante de la construcción del Nuevo Chile.",411,0,1,parecer imprescindible reponer rol gestor inversor emprendedor ámbito componente relevante construcción nuevo chile
"Sin perjuicio de lo anterior, pensamos que, en el actual escenario, es posible plantearse correr el cerco de lo posible y desarrollar un plan de emergencia en materia de vivienda e infraestructura, con participación directiva del poder público, para contribuir a generar empleo, producir actividad, reactivar la economía y superar el ciclo recesivo provocado por la crisis pandémica.",411,0,1,perjuicio anterior pensamo actual escenario posible plantear él correr cerco posible desarrollar plan emergencia materio vivienda infraestructuro participación directivo poder público contribuir generar empleo producir actividad reactivar economía superar ciclo recesivo provocado crisis pandémico
"Ello es necesario porque el Fisco debe otorgar protección social y al mismo tiempo inyectar estímulos y subsidios como inversión, lo que a la larga hará la diferencia entre crear más pobres que incrementarán la carga fiscal, o promover medidas contracíclicas para avanzar en la recuperación y generar empleo decente.",409,0,-1,él necesario fisco deber otorgar protección social mismo tiempo inyectar estímulo subsidio inversión largo hacer diferencia crear pobre incrementar carga fiscal promover medida contracíclica avanzar recuperación generar empleo decente
"Pensamos que, en materia de institucionalidad pública, es posible acometer el desafío con la ocupación y mejoramiento de las herramientas existentes, por lo que descartamos en forma expresa la idea de una fusión de los Ministerios de Bienes Nacionales y Vivienda y Urbanismo, como ha planteado Sebastián Piñera en sus dos gobiernos.",411,0,1,pensar materio institucionalidad público posible acometer desafío ocupación mejoramiento herramienta existente descartamos forma expreso idea fusión ministerio bién nacional vivienda urbanismo planteado sebastián piñera dos gobierno
"Necesitamos más y mejor Estado, no menos Estado.",403,0,1,necesitar mejor no menos
El Progresismo propone que el uso del gasto del 2% constitucional del presupuesto de libre disposición del Presidente de la República sea activado y destinado a la inversión pública expansiva para la generación de nuevos empleos y contribuir de esa forma a la reactivación de la actividad económica.,409,0,-1,progresismo proponer uso gasto constitucional presupuesto libre disposición presidente república activado destinado inversión público expansivo generación nuevo empleo contribuir forma reactivación actividad económico
"Ello, a través de la ejecución directa de proyectos por parte del poder público o con la cooperación pública–privada, cautelando siempre el interés público en esas iniciativas.",403,0,1,él través ejecución directo proyecto partir poder público cooperación públicaprivado cautelar siempre interés público iniciativa
"En este sentido, proponemos las siguientes propuestas progresistas específicas en materia de vivienda e infraestructura: Fortalecimiento de la Institucionalidad de Vivienda y Desarrollo Urbano",H,0,0,proponer siguiente propuesta progresista específico materia vivienda infraestructura fortalecimiento institucionalidad viviendo desarrollo urbano
