Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"A través de esta división del trabajo se ha construido un conjunto de valores que ubican a las mujeres en un plano de desigualdad ante los hombres, ubicando a éste como el representante de la humanidad.",503,1,-1,través división trabajo construido conjunto valor ubicar mujer plano desigualdad hombre ubicar este representante humanidad
"La escuela, la Iglesia, los medios de comunicación han participado en la transmisión de estos valores de generación en generación.",503,1,-1,escuela iglesia medios comunicación participado transmisión valor generación generación
"Actualmente, a pesar de que en Panamá cada vez hay más matrícula femenina en todo el sistema educativo y que cada vez hay también  más mujeres ocupando puestos de dirección, todavía persisten situaciones de inequidad, entre las cuales se pueden citar los siguientes:",503,1,-1,actualmente pesar panamá cada vez matrícula femenino sistema educativo cada vez mujer ocupar puesto dirección todavía persistir situación inequidad cual poder citar siguiente
El salario femenino es menor que el salario masculino en puesto de igual responsabilidad.,503,1,-1,salario femenino menor salario masculino puesto igual responsabilidad
La participación política de las mujeres en cargos de representación política es de apenas del 11.5%.,503,1,-1,participación político mujer cargo representación político apenas
El manejo de la sexualidad femenina tiene un mayor control social que el del varón.,503,1,-1,manejo sexualidad femenino mayor control social varón
Se mantienen diferencias sexuales de ocupación técnica y profesional.,503,1,-1,mantener diferencia sexual ocupación técnico profesional
"A pesar de la ley 27 y 38, la violencia doméstica sigue siendo un problema invisibilizado y justificado como inevitable en todas las clases sociales.",503,1,-1,pesar ley violencia doméstico seguir ser problema invisibilizado justificado inevitable todo clase social
Se mantienen leyes que ubican a la mujer como persona dependiente del hombre.,503,1,-1,mantener ley ubicar mujer persón dependiente hombre
Al interior del sistema educativo se mantienen materias divididas por sexo.,503,1,-1,interior sistema educativo mantener materia dividido sexo
Hay una expectativa social de que el trabajo del hombre termina cuando llega a su casa y de la mujer continua dentro de la casa.,503,1,-1,expectativa social trabajo hombre terminar llegar casa mujer continuo dentro casa
No existen programas que faciliten condiciones de cambio a las percepciones sexistas de la sociedad.,503,1,-1,no existir programa facilitar condición cambio percepción sexista sociedad
Cambio Democrático es el único partido que lleva una mujer en su plancha presidencial.,503,1,-1,cambio democrático único partido llevar mujer plancha presidencial
