Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Es tracta de l'estructura fonamental per garantir les pensions dignes que es mereix la nostra gent gran.,504,-1,-1,tracto lestructura fonamental per garantir pensions dign mereix nostra gent gran
La viabilitat actual del sistema de pensions en l’àmbit espanyol tan sols s'aguanta a partir d'un seguit de modificacions que retallen el poder adquisitiu dels pensionistes i posen obstacles a la percepció del 100 % de jubilació.,504,-1,-1,viabilitat actual sistema pensions lmbit espanyol tanto sols saguanto partir dun seguit modificacions retallar poder adquisitiu dels pensionist i posen obstacl percepceír jubilaceír
"I, evidentment, a partir d'un ús irresponsable del fons de reserva de la seguretat social que ha vist reduir els recursos en un 40 % els darrers quatre anys, i alhora han estat convertits en un 95 % en títols de deute públic del Regne d'Espanya.",504,-1,-1,i evidentment partir dun ús irresponsable fons reserva seguretat social vist reduir el recurso el darrer quatre anys i alhoro estat convertits títols deutar públic regne despanya
"Sent conscients que la societat catalana genera prou recursos per a la protecció social de la gent gran, es proposa unificar les institucions actuals que configuren la Seguretat Social en una única Agència de Protecció Social, amb l'objectiu de millorar-ne la gestió, garantir i augmentar a mitjà termini la quantia de les prestacions, i assolir la cobertura universal per als més grans de 65 anys.",504,-1,-1,sent conscients societat catalán generar prou recurso per protecceír social gent gran propós unificar institucions actuals configuren seguretat social único agncia protecceír social amb lobjectiu millorarne gesteír garantir i augmentar mitj termini quantia prestacions i assolir cobertura universal per als més grans anys
 L'acció integrada del sistema de salut i social,H,0,0,lacceír integrado sistema salut i social
"En la línia dels països innovadors del nostre entorn, es planteja la millora en l'atenció a les persones integrant cada cop més els serveis de salut amb els serveis socials, mitjançant una nova llei de salut i serveis socials.",504,-1,-1,línia dels paso innovadors nostre entorn planteja millora latenceír persón integrant cada cop més el serveis salut amb el serveis socials mitjanant nova llei salut i serveis socials
"L'objectiu és focalitzar l'atenció a l'usuari, amb un més bon ús dels recursos públics disponibles.",504,-1,-1,lobjectiu é focalitzar latenceír lusuari amb més bon ús dels recurso públics disponible
"Cal una intervenció agosarada i definitiva per materialitzar l'anomenat «historial social compartit» de cada ciutadà, que permeti una intervenció assistencial universal basant-se en una cartera integrada de serveis sociosanitaris focalitzada en l'atenció integral a la persona.",504,-1,-1,cal intervenceír agosarado i definitivo per materialitzar lanomenat historial social compartit cada ciutad permeti intervenceír assistencial universal basantse cartera integrado serveis sociosanitaris focalitzado latenceír integral persona
"Les prioritats se centren en l'atenció a la infància, les polítiques familiars i la gent gran.",504,-1,-1,prioritat centrir latenceír infncia polítiques familiars i gent gran
"En l'ànim de desplegar una política integral d'atenció a la gent gran es proposa impulsar una llei d'autonomia personal, que compti amb l’agència única de la dependència, que cohesioni els itineraris bàsics i l'atenció domiciliària, i que desenvolupi una gestió integrada amb una cartera de recursos única social i sanitària, amb el suport de la concertació necessària amb el tercer sector social.",504,-1,-1,lnim desplegar política integral datenceír gent gran propós impulsar llei dautonomia personal compti amb lagncia único dependncia cohesioni el itineraris bsics i latenceír domiciliria i desenvolupi gesteír integrado amb  cartera recurso única social i sanitrio amb suport concertaceír necessrio amb tercer sector social
 El sistema educatiu de la República catalana,H,0,0,sistema educatiu república catalán
Prioritzarem la inversió en les estructures d'Estat de l'educació per assolir el 6 % del PIB.,506,0,0,prioritzarem inverseír estructur destat leducaceír per assolir pib
"Partint de la realitat actual d’escola pública i escola concertada, l'acció dels poders públics s'ha de basar en la igualtat de drets i de deures, tendint a la unificació del sistema educatiu com un veritable servei públic de país, amb independència de la titularitat i del projecte educatiu de cada centre.",506,0,0,partint realitat actual descola público i escola concertado lacceír dels poders públics sha basar igualtat dret i deur tendint unificaceír sistema educatiu com veritable servei públic país amb independncia titularitat i projecte educatiu cada centre
"El nou sistema educatiu català haurà de tenir com a objectiu garantir que tota la població escolar pugui assolir l’èxit, tant en les etapes obligatòries com en els estudis postobligatoris.",506,0,0,nou sistema educatiu catal haur tenir com objectiu garantir tota poblaceír escolar pugui assolir lxit tant etapes obligatri com el estudis postobligatoris
"Es tracta de fixar les prioritats a curt termini que permetin bastir un sistema inclusiu i no segregador, que recuperi el prestigi i condueixi a l'excel·lència els centres públics.",506,0,0,tracto fixar prioritat curt termini permetin bastir sistema inclusiu i no segregador recuperi prestigi i condueixi lexcellncia el centr públics
"Es prioritzarà la inversió en centres d'alta complexitat social i en zones socials i econòmiques més desafavorides a partir de projectes educatius d'entorn, facilitant els recursos educatius, els serveis i els mitjans que permetin fer una diagnosi precoç de l’alumnat amb dificultats, assegurar l’equitat per a tot l’alumnat, compensant les desigualtats inicials, comptant amb un professorat ben considerat socialment, ben format i, també, comptant amb la participació de les famílies i l’entorn escolar com a principals aliats.",506,0,0,prioritzar inversió centr dalta complexitat social i zones socials i econmiques més desafavorides partir project educatius dentorn facilitant el recurso educatius el serveis i el mitjan permetin fer diagnosi preco lalumnat amb dificultats assegurar lequitat per tot lalumnat compensant desigualtats inicials comptant amb professorat bir considerat socialment ben format i també comptant amb participaceír famílies i lentorn escolar com principals aliats
  La conciliació de la vida laboral i familiar i polítiques d'igualtat efectiva home i dona,H,0,0,conciliaceír vida laboral i familiar i polítiques digualtat efectivo home i dona
"Més enllà de la igualtat formal de gènere recollit en els textos legals, la realitat ens aboca a la persistència de desigualtats de gènere que han de ser combatudes amb la introducció d'incentius, l’establiment de noves polítiques i una persecució implacable a la discriminació.",503,1,-1,més enll igualtat formal gnere recollit el texto legals realitat ens abocar persistncia desigualtats gnere ser combatud amb introducceír dincentius lestabliment noves polítiques i persecuceír implacable discriminaceír
ER es proposa garantir en tots els àmbits de la vida pública les condicions de participació paritària i promoure la visibilitat de les dones.,503,1,-1,er propós garantir tots el mbits vida público condicions participaceír paritrio i promoure visibilitat don
"Cal i mpulsar noves polítiques, com la coresponsabilitat activa en matèria de conciliació de vida laboral i familiar com a instrument per remoure desigualtats.",503,1,-1,cal i mpulsar noves polítiques com coresponsabilitat activo matrio conciliaceír vida laboral i familiar com instrument per remoure desigualtats
"La República vol superar la situació actual, en què les retallades han eliminat el suport públic de tota l'educació no obligatòria.",506,0,0,república vol superar situaceír actual qu retallades eliminat suport públic tota leducaceír no obligatrio
"En aquest sentit, i vinculat a altres objectius socials com ara l'ajuda a les famílies, les mares i la conciliació d'horaris, és indefugible endegar una inversió prioritària en escoles bressol gestionades públicament, per garantir que la cobertura en l'etapa de 0-3 anys cobreixi el 100 % de la demanda insatisfeta, a preus públics i assequibles.",504,-1,-1,aquest sentit i vinculat altr objectius socials com ara lajudo famílies mar i conciliaceír dhoraris é indefugible endegar inversió prioritrio escol bressol gestionades públicament per garantir cobertura letapo anys cobreixi demanda insatisfeto preus públics i assequibl
