Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"se fomente una mejor calidad de vida y agua para el desarrollo económico de losasentamientos humanos, transitando hacia el cumplimiento de las metas del milenio,invirtiendo en los proyectos que integran el plan nacional de largo plazo.",504,-1,-1,fomente mejor calidad vido agua desarrollo económico losasentamientos humano transitar hacia cumplimiento meta milenioinvirteir proyecto integrar plan nacional largo plazo
"La gestión del sector agua potable y saneamiento es el planteamiento básico para unacuerdo nacional con una plataforma ética, política y de trabajo para el desarrollo humanocon equidad, justicia, bienestar, solidaridad y uso adecuado del producto agua potable.",504,-1,-1,gestión sector agua potable saneamiento planteamiento básico unacuerdo nacional plataforma ético político trabajo desarrollo humanocon equidad justicia bienestar solidaridad uso adecuado producto agua potable
"Para ello se proponen las siguientes metas:1. Incorporar a la sociedad e instituciones del sector en desarrollar el plan de Reforma ymodernización, conjuntamente con las inversiones del corto y mediano plazo para reducira la mitad el déficit de agua potable, reducir la brecha entre el abastecimiento y el saneamientode manera sostenible.",504,-1,-1,él proponer siguiente meta incorporar sociedad institución sector desarrollar plan reforma ymodernización conjuntamente inversión corto mediano plazo reducirar mitad déficit agua potable reducir brecha abastecimiento saneamientodir manera sostenible
2. Al final de los 4 años de gobierno dar confianza a la población por el consumo directodel agua de la llave,504,-1,-1,final año gobierno dar confianza población consumo directodel agua llave
y aumentar la confianza en el agua de los acueductos reduciendo al25 % el consumo de agua embotellada.,504,-1,-1,aumentar confianza agua acueducto reducir consumo agua embotellado
"3. De igual manera aumentar la cobertura del servicio par que un millón de dominicanosreciba agua del acueducto, reduciendo de 21% a menos del 10% de la población sin acceso.",504,-1,-1,igual manera aumentar cobertura servicio par millón dominicanosreciba agua acueducto reducir menos población acceso
. En el área rural reducir de un 43% a un 23% la población sin acceso al agua de losacueductos y al 8% en las zonas urbanas.,504,-1,-1,área rural reducir población acceso agua losacueducto zona urbano
Incrementar la cobertura de la población conacceso a los alcantarillados de un 23% a un 40%,504,-1,-1,incrementar cobertura población conacceso alcantarillado
"Conjuntamente con otras entidades delestado, eliminar la práctica del fecalismo y propiciar.",504,-1,-1,conjuntamente entidad delestado eliminar práctico fecalismo propiciar
"5. Reforma y Modernización del sector agua potable y saneamiento, separando los roles,normativos del operativos",303,0,0,reforma modernización sector agua potable saneamiento separar rolesnormativo operativo
"y dando participación a la sociedad en la gestión del servicio.,para garantizar la aplicación de las políticas, planes y programas y acciones específicas, enprocura de dar salud",606.1,-1,0,dar participación sociedad gestión serviciopar garantizar aplicación política plan programa acción específico enprocurar dar salud
"y el desarrollo regional equilibrad, con la participación del estado ysector privado con regulación.",301,0,0,desarrollo regional equilibrad participación ysector privado regulación
Este fortalecimiento es la base del desarrollo del sector.,303,0,0,fortalecimiento base desarrollo sector
6. Ampliar la cobertura para que del 90 al 100% de la población tenga acceso al aguapotable.,504,-1,-1,ampliar cobertura población acceso aguapotable
