Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Biotecnologia,H,0,0,biotecnologia
"Este tema es complejo, pero dado su importancia, atención actual y que en definitivo puede tener un impacto en nuestra biodiversidad, implica que debe ser abordado, con el afan de trazar algunas acciones que permitan regular su desarrollo.",416.2,0,-1,tema complejo dado importancia atención actual definitivo poder tener impacto biodiversidad implicar deber ser abordar afan trazar acción permitir regular desarrollo
"La biotecnologia se puede entender como Ia tecnologia que permite lograr bienes, mediante Ia utilización de microoganismos, celulas y tejidos vegetales y animales, ya sea parte de elias o de productos especializados de los mismos con el empleo de tecnicas, tecnologias y procesos propios de las disciplinas cientificas que contribuye a su practica.",416.2,0,-1,biotecnologia poder entender ia tecnologia permitir lograr bien mediante ia utilización microoganismos celula tejido vegetal animal partir elia producto especializado mismo empleo tecnica tecnologia proceso propio disciplina cientifica contribuir practica
"Bioseguridad entendida como el conjunto de medidas y regulaciones, para prevenir cualquier riesgo potencial o efecto en el media, producto de Ia liberaci6n de un organismo transgenico.",416.2,0,-1,bioseguridad entendido conjunto medida regulación prevenir cualquiera riesgo potencial efecto medio producto ia liberacin organismo transgenico
Vamos a legislar en este campo para poder reducir a eliminar los potenciales riesgos resultantes de Ia biotecnologia y sus productos.,416.2,0,-1,ir legislar campo poder reducir eliminar potencial riesgo resultante ia biotecnologiar productos
"Para efectos de atender este campo es necesario: • Capacitar a las instituciones responsables, de manera que tengan clara las riesgos que implica Ia introducci6n de Organismos Vivos Modificados (OVM) a el desarrollo de estes en el pais.",416.2,0,-1,efecto atender campo necesario capacitar institución responsable manera claro riesgo implicar ia introduccin organismo vivo modificado ovm desarrollo estes pai
• Fortalecer con una investigación responsable e implementar adecuadamente los mecanismos de control de patentes y propiedad intelectual.,416.2,0,-1,fortalecer investigación responsable implementar adecuadamente mecanismo control patente propiedad intelectual
Apoyar a Ia Comisión Tecnica Nacional de Bioseguridad para aplicar en forma efectiva las disposiciones administrativas que establezcan a nivel internacional y nacional.,416.2,0,-1,apoyar ia comisión tecnico nacional bioseguridad aplicar forma efectivo disposición administrativo establecer nivel internacional nacional
"De manera que se tenga certeza cientifica sabre Ia magnitud de los posibles efectos adversos de un OVM, en el ambiente o en Ia salud humana y se tomen las medidas pertinentes precautorias, a fin de evitar a reducir al minima los posibles efectos adversos.",416.2,0,-1,manero certeza cientifico sabre ia magnitud posible efecto adverso ovm ambiente ia salud humano tomar medida pertinente precautoria fin evitar reducir minimo posible efecto adverso
Tambien asegurarse del etiquetado cuando corresponda.,416.2,0,-1,tambien asegurar él etiquetado correspondo
Ambiente social:,H,0,0,ambiente social
Cultura:,H,0,0,cultura
"Hoy mas que nunca se da Ia necesidad de rescatar nuestra identidad cultural, en crisis, influenciada par los procesos de incorporación a Ia globalización.",607.1,1,0,hoy mas nunca dar ia necesidad rescatar identidad cultural crisis influenciado par proceso incorporación ia globalización
