Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Panamá Más Tecnológico,H,0,0,panamá tecnológico
Fortalecimiento del Estado y la Institucionalidad Democrática,202.1,0,0,fortalecimiento institucionalidad democrático
"Entendemos la necesidad de ser transparentes en la gestión de gobierno, de manera que el ciudadano tenga reglas claras respecto a sus derechos y obligaciones en el interactuar ante el Estado.",202.1,0,0,entender necesidad ser transparente gestión gobierno manera ciudadano regla claro respecto derechos obligación interactuar
Que las reglas y trámites sean iguales para todos.,202.1,0,0,regla trámite igual
"Ser transparentes y eficaces, como gobierno, no solamente hace más eficaz la gestión gubernamental, sino que incide directamente en el índice del costo de hacer negocios en nuestro país (“Doing Business) y en el Indice Mundial de Competitividad del Foro Económico Mundial.",202.1,0,0,ser transparente eficaz gobierno no solamente hacer eficaz gestión gubernamental sino incidir directamente índice costo hacer negocio país doing business indicar mundial competitividad foro económico mundial
"Y como medida de impacto, nos comprometemos formalmente, para el año 2017, a no requerir al ciudadano, en sus trámites gubernamentales, ninguna documentación y/o información que conste en alguna base de datos de cualquier entidad del Estado.",202.1,0,0,medido impacto comprometer formalmente año no requerir ciudadano trámite gubernamental ninguno documentación información constar alguno base dato cualquiera entidad
"El reto es grande, pero basándonos en las estructuras legales y tecnológicas que la Autoridad de Innovación ha implementado, es nuestra obligación garantizar su implementación.",411,0,1,reto grande basándono estructura legal tecnológico autoridad innovación implementado obligación garantizar implementación
"A través de las estrategias que proponemos a continuación, lograremos ser el primer país de la región en tener el 100% de los trámites gubernamentales operando en línea (Panamá Sin Papel), incorporando el pago electrónico.",411,0,1,través estrategia proponer continuación lograremo ser primero país región tener trámite gubernamental operar línea panamá papel incorporar pago electrónico
El Gobierno 2015-2020 recibirá un gobierno desburocratizado y deberá comprometerse en incorporar índices de calidad de gestión en cada uno de los trámites gubernamentales.,411,0,1,gobierno recibir gobierno desburocratizado deber comprometer él incorporar índice calidad gestión cada trámite gubernamental
"Nuestro Plan Panamá Más Tecnológico reconoce también la posibilidad de que las Pymes aumenten el volumen de negocios con la utilización de internet, y que se disemine mejor la información sobre precios de productos y servicios, de manera que tengamos un consumidor mejor informado y más educado.",411,0,1,plan panamá tecnológico reconocer posibilidad pyme aumentar volumen negocio utilización internet diseminar mejor información precio producto servicio manera consumidor mejor informado educado
