Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"La construcción de la paz deberá incidir integralmente en el entramado de valores que conforman la cultura en el cual actúan la costumbre, las tradiciones, los aportes de la mente y la sensibilidad.",502,0,0,construcción paz deber incidir integralmente entramado valor conformar cultura actuar costumbre tradición aport mente sensibilidad
"La cultura impregna y sobre determina la vida humana, lo cual necesariamente la convierte en médula de cualquier proyecto político de largo plazo.",502,0,0,cultura impregna determín vida humano necesariamente convertir médulo cualquiera proyecto político largo plazo
La violencia que por tanto tiempo ha marcado la vida nacional ha producido un desgarramiento del tejido social y ha erosionado el capital social que impide el reconocimiento y valoración positiva de las diferencias y el diálogo que posibilite la identificación de propósitos comunes.,502,0,0,violencia tiempo marcado vida nacional producido desgarramiento tejido social erosionado capital social impedir reconocimiento valoración positivo diferencia diálogo posibilite identificación propósito común
"Sólo la cultura, como dimensión fundamental del desarrollo, posibilita, mediante el proceso de múltiples diálogos horizontales y la concertación entre el Estado y la sociedad la reconstrucción de las identidades rotas por la guerra, la generación del concepto de ciudadanía que nos permita participar en las decisiones de interés común y la construcción de una ética de la convivencia que nos provea de aptitudes para una vida en común solidaria, participativa y tolerante.",502,0,0,sólo cultura dimensión fundamental desarrollo posibilitar mediante proceso múltiple diálogo horizontal concertación sociedad reconstrucción identidad roto guerra generación concepto ciudadanía permitir participar decisión interés común construcción ético convivencia provea aptitudes vida común solidaria participativo tolerante
El conocimiento es quizás el elemento de mayor importancia para el éxito de las políticas y programas de desarrollo social.,502,0,0,conocimiento quizás elementir mayor importancia éxito política programa desarrollo social
"Más aún, de su desarrollo y socialización depende en buena medida la posibilidad de un uso productivo y creativo, por parte de la población, de los bienes y servicios sociales, así como de una participación ciudadana, ilustrada y democrática, en torno a los procesos de desarrollo social.",202.1,0,0,aún desarrollo socialización depender buen medida posibilidad uso productivo creativo parte población bién servicio social así participación ciudadano ilustrada democrático torno proceso desarrollo social
"Para garantizar el cumplimiento de los lineamientos y objetivos genera les de la política social del gobierno se buscará una mayor articulación de la investigación social al análisis y resolución de los principales problemas sociales del país, así como al seguimiento y evaluación de las políticas y programas del Estado y de la sociedad.",504,-1,-1,garantizar cumplimiento lineamiento objetivo generar política social gobierno buscar mayor articulación investigación social análisis resolución principal problema social país así seguimientir evaluación política programa sociedad
"En tal sentido, respetando la autonomía de las comunidades académicas, y sin pretender ser exhaustivos, el Estado incentivará el desarrollo científico y tecnológico que contribuya al análisis y tratamiento de los siguientes temas: la equidad social; la calidad, cobertura y eficiencia de los servicios sociales; las características de la gestión y de las instituciones del sector social; el proceso de descentralización en el sector social; el rol de las organizaciones de la sociedad civil en el desarrollo social; las variables de género, edad, raza y cultura en el desarrollo social; y los procesos de participación ciudadana y de fortalecimiento del tejido social.",411,0,1,tal respetar autonomía comunidad académico pretender ser exhaustivo incentivar desarrollo científico tecnológico contribuir análisis tratamiento siguiente tema equidad social calidad coberturo eficiencia servicio social característico gestión instituciones sector social proceso descentralización sector social rol organizaciones sociedad civil desarrollo social variable género edad raza cultura desarrollo social proceso participación ciudadano fortalecimiento tejido social
UN PLAN EDUCATIVO PARA LA PAZ,H,0,0,plan educativo paz
A. LA EDUCACIÓN PROYECTADA HACIA EL SIGLO XXI,H,0,0,educación proyectado hacia siglo xxi
Lograr la paz en Colombia es una condición para dar el salto hacia la competitividad que exige el mundo moderno.,506,0,0,lograr paz colombia condición dar salto hacia competitividad exigir mundo moderno
"En consecuencia, todo el sistema político debe volcarse a la conquista de la paz.",506,0,0,consecuencio sistema político deber volcar él conquisto paz
"A partir de esta premisa, el Estado debe reorganizarse para enfrentar el siglo XXI.",506,0,0,partir premisa deber reorganizar él enfrentar siglo xxi
"Y si bien, en varios campos, es manifiesta la necesidad de reducir su injerencia, la educación ha de ser la nueva inversión social por antonomasia, la función que todos los países desarrollados exceptúan del llamado des monte del Estado: y es porque la carrera económica y geopolítica del siglo XXI es una carrera entre los sistemas educativos de las distintas naciones” (PNUD 1998).",506,0,0,si bien varios campo manifestar necesidad reducir injerencia educación ser nuevo inversión social antonomasio función país desarrollado exceptuar llamado des monte carrera económico geopolítico siglo xxi carrera sistema educativo distinto nación pnud
