Text,Code,libertad_personal_score,libertad_economica_score,text_processed
2. Nuestro tema y foco de atención es el individuo como miembro activo y positivo de una colectividad,401,0,1,tema foco atención individuo miembro activo positivo colectividad
que la unen lazos de interés común y que debe ser generosamente solidaria.,606.1,-1,0,unir lazo interés común deber ser generosamente solidario
"No obstante, para que las nociones de bienestar colectivo trasciendan la retórica es menester que los instrumentos de la política sean idóneos.",305.3,-1,0,no obstante nociones bienestar colectivo trasciendar retóricar menester instrumento político idóneo
"Por ello las políticas a seguir deben propender a la estabilidad económica,",414,0,1,él política seguir deber propender estabilidad económico
"a fortalecer la competencia,",407,0,1,fortalecer competencia
"a la generación de inversión productiva fuere nacional o extranjera,",410,0,1,generación inversión productivo fuere nacional extranjero
"a la defensa del consumidor a través de la competencia y a la ética en las transacciones de los bienes y servicios,",403,0,1,defensa consumidor través competencia ético transacción bién servicio
"al empleo pleno y productivo,",701,0,0,empleo pleno productivo
"a la formalización de la economía,",414,0,1,formalización economío
"a la tributación justa y progresiva,",414,0,1,tributación justo progresivo
a la seguridad ciudadana,605.1,-1,0,seguridad ciudadano
y a la seguridad externa del país.,104,0,0,seguridad externo país
"Con el mismo empeño proponemos coherencia en la doctrina que guíe nuestras relaciones internacionales, tanto las políticas como las económicas, para que éstas  amparen y favorezcan el interés nacional y se basen sobre la clara defensa de la soberanía ecuatoriana.",109,0,0,mismo empeño proponer coherencia doctrín guíe relación internacional política económico este amparir favorezcan interés nacional basar claro defensa soberanía ecuatoriano
Filosofia de Gobierno,H,0,0,filosofia gobierno
II . EL PAIS QUE HEREDAMOS,H,0,0,ii pais heredar
"3. Desde hace más de una década hemos espectado como el país, literalmente, se cae en pedazos.",305.2,0,0,hacer décado espectado país literalmente caer pedazo
"El pueblo eligió, una y otra vez, a personajes que, posesionados en el poder, procedieron a violar la confianza depositada en ellos.",305.2,0,0,pueblo elegir vez personaje posesionado poder proceder violar confianza depositado
"Los remedios, empero, resultaron tan malos como la enfermedad pues se dio origen a una inestabilidad política que hoy los ecuatorianos perciben como uno de los verdaderos problemas nacionales.",305.3,-1,0,remedio empero resultar tanto malo enfermedad pues dar origen inestabilidad político hoy ecuatoriano percibir verdadero problema nacional
