Text,Code,libertad_personal_score,libertad_economica_score,text_processed
DECLARACIÓN DE PRINCIPIOSFRENTE PARA LA VICTORIA,,0,0,declaración principiosfrente victorio
"Argentina, convicción y capacidad para construir un nuevo país",,0,0,argentino convicción capacidad construir nuevo país
La crisis ha sido el rostro de nuestro país durante las ultimas décadas.,000,0,0,crisis ser rostro país ultima década
"Crisis económica, social, institucional, política y cultural.",000,0,0,crisis económico social institucional político cultural
"Sin reglas de juego claras y justas en lo económico y en lo social, donde lo único permanente es el beneficio creciente de los sectores mas concentrados de ·la economía.",503,1,-1,regla juego claro justo económico social único permanente beneficio creciente sector mas concentrado economía
"La profundización hasta limites intolerables de la brecha entre pobres y ricos y su consecuencia: La exclusión social,",503,1,-1,profundización limit intolerable brecha pobre rico consecuencio exclusión social
nos obliga a dirigir una mirada critica a quienes en el sistema democrático tenemos la responsabilidad en la dirección de los destinos de la Nación: los partidos políticos.,202.1,0,0,obligar dirigir mirada criticar sistema democrático responsabilidad dirección destino nación partido político
"La falta de capacidad en la administración de la cosa publica implosiono el Estado y desquicio la economía, y la adopción de modelos que bajo la pátina de la modernización -cristalizaron el proceso iniciado en 1976.",303,0,0,faltar capacidad administración cós publicar implosiono desquicio economía adopción modelo bajo pátín modernización cristalizar proceso iniciado
"Endeudamiento externo, desmantelamiento del sector productivo nacional, financierizacion del capital, a lo que se le sumo como dato inédito la venta del patrimonio nacional y perdida de resortes estratégicos de la economía.",413,0,-1,endeudamiento externo desmantelamientir sector productivo nacional financierizacion capital sumo dato inédito venta patrimonio nacional perdido resorte estratégico economía
Todo ello en una situación de corrupción estructural y decadencia cultural que fragmento a la sociedad.,304,0,0,él situación corrupción estructural decadencia cultural fragmento sociedad
"lndividualismo, irresponsabilidad social y falta de solidaridad son los signos de la época.",606.1,-1,0,lndividualismo irresponsabilidad social faltar solidaridad signo épocar
