Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Es claro que la atencion primaria y la participacion comunal son tratados todavia de manera somera.,504,-1,-1,claro atencion primaria participacion comunal tratado todaviir manera somero
"Frente a esta realidad, los socialcristianos promoveremos la definicion, por parte de las instituciones formadoras de recursos humanos, del perfil del profesionales de salud que el pais necesita y reforzaremos la capacitacion en atencion primaria, participacion comunal y el trabajo en equipo.",504,-1,-1,frente realidad socialcristiano promoveremos definicion parte institución formadora recurso humano perfil profesional salud pai necesitar reforzaremo capacitacion atencion primaria participacion comunal trabajo equipo
"Tambien fomentaremos el desarrollo de herramientas para el buen desempeno en el primer nivel de atencion, sin descuidar los aspectos tecnicos necesarios para el abordaje del segundo y tercer nivel.",504,-1,-1,tambien fomentaremos desarrollo herramienta buen desempeno primero nivel atencion descuidar aspecto tecnico necesario abordaje segundo tercer nivel
Buscamos reforzar estos aspectos desde el inicio y hasta el final del programa de estudios.,504,-1,-1,buscar reforzar aspecto inicio final programa estudio
"Por otra parte, promoveremos la creacion de la Comision Nacional de Acreditacion Academica (descrita en el acapite de Educacion), para asegurar la calidad de Ia ensenanza impartida en las instituciones formadoras de recursos humanos en salud.",504,-1,-1,parte promoverer creacion comision nacional acreditacion academico descrito acapite educacion asegurar calidad io ensenanza impartido institución formadora recurso humano salud
Tam bien impulsaremos el establecimiento de un Sistema de Planificacion del Recurso Humano en Salud.,504,-1,-1,tam bien impulsarer establecimiento sistema planificacion recurso humano salud
DIAGNOSTICO,H,0,0,diagnostico
"Desde hace ya varias decadas, Ia salud ha ocupado Iugar de preferencia dentro de las politicas gubernamentales, lo cual se refleja en el acceso casi universal a los servicios medicos que presta el Estado.",504,-1,-1,hacer varios decada ia salud ocupado iugar preferencia dentro politica gubernamental reflejar acceso casi universal servicio medico prestar
"Gracias tam bien al esfuerzo e inversion en educacion asi como los programas preventivos, los costarricenses gozamos hoy de una expectativa de vida superior a los 76 años, con una tasa de mortalidad infantil de 13.2 por mil.",504,-1,-1,gracia tam bien esfuerzo inversion educacion asi programa preventivo costarricense gozar hoy expectativo vida superior año tasar mortalidad infantil mil
"Estos indices, comparables a los de paises desarrollados, explican el positivo posicionamiento de Costa Rica en materia de desarrollo humano",504,-1,-1,indiz comparable país desarrollado explicar positivo posicionamiento costa rico materia desarrollo humano
"Nuestro sistema de salud, altamente universal y solidario, tuvo su mayor impulso en Ia decada de los cuarenta, gracias a Ia inspirada labor del Dr. Rafael Angel Calderon Guardia",305.1,0,0,sistema salud altamente universal solidario mayor impulso ia decado cuarenta gracia ia inspirado labor dr rafael angel calderon guardia
"Su obra, por todos conocida en materia de Seguridad Social, es todavia hoy fuente de inspiracion y de orgullo para todos los costarricenses.",305.1,0,0,obra conocido materio seguridad social todavia hoy fuente inspiracion orgullo costarricense
"Desde los anos cuarenta y hasta el presente, Costa Rica ha logrado desarrollar una importante infraestructura asi como de un personal medico y paramedico de alto nivel profesional y tecnico en el area de salud.",504,-1,-1,ano cuarenta presente costa rico logrado desarrollar importante infraestructura asi personal medico paramedico alto nivel profesional tecnico areo salud
"No obstante, es claro que, durante los ultimos anos, el sistema de salud muestra senales de ineficiencia y disminucion del impacto deseado frente a Ia inversion realizada.",504,-1,-1,no obstante claro ultimos ano sistema salud mostrar senal ineficiencia disminucion impacto deseado frente ia inversion realizado
"El resultado es Ia insatisfaccion por parte de los pacientes y del personal de salud, asi como problemas de atencion en Ia consulta externa, hospitalizacion, cobertura de los programas de atencion primaria y pensiones.",504,-1,-1,resultado ia insatisfaccion parte paciente personal salud asi problema atencion ia consulta externo hospitalizacion cobertura programa atencion primario pensión
"Tengase en cuenta tam bien, que conforme aumenta Ia expectativa de vida de la población y en función del avance tecnológico, se incrementa la complejidad y los costos de Ia atención.",504,-1,-1,tengasar cuenta tam bien conforme aumentar ia expectativo vido población función avance tecnológico incrementar complejidad costo io atención
"Frente a los desafios que presenta el desarrollo humano en el momento actual, debemos resaltar Ia importancia de Ia inversion en salud, como medio no solo para atender las enfermedades de Ia población, sino como estrategia para aumentar Ia capacidad de las personas para alcanzar una vida sana, activa y digna.",504,-1,-1,frente desafio presentar desarrollo humano momento actual deber resaltar ia importancia ia inversion salud medio no solo atender enfermedad ia población sino estrategia aumentar ia capacidad persona alcanzar vida sano activo digno
"El proceso urbanizacion ha conllevado el aumento dramatico de los Indices de delincuencia y adiccion al alcohol, drogas y tabaco, así como tam bien el incremento en los accidentes de transito.",504,-1,-1,proceso urbanizacion conllevado aumento dramatico indiz delincuencia adiccion alcohol droga tabaco así tam bien incremento accidente transito
"Estos problemas aunados a muchos mas, demandan cambios sustanciales en Ia formulacion de programas, en su ejecucion, evaluacion y control.",504,-1,-1,problema aunado mas demandar cambio sustancial ia formulacion programas ejecucion evaluacion control
"Una administracion altamente centralizada; serias deficiencias en los servicios prestados; Ia tendencia al incremento de costos y a Ia inequidad; Ia ausencia de un sistema de garantfa de calidad; Ia subutilizacion y Ia inadecuada distribucion de los recursos humanos, ffsicos y tecnologicos; Ia deficiente coordinacion intra e interinstitucional; intersectorial e interdisciplinaria; Ia insatisfaccion de los pacientes y del personal de salud; Ia deshumanizacion de Ia atencion y un inadecuado sistema de informacion, entre otros factores, pone de relieve Ia urgencia de modernizar el sistema de salud.",504,-1,-1,administracion altamente centralizado serio deficiencia servicio prestado ia tendencia incremento costo ia inequidad io ausencio sistema garantfa calidad ia subutilizacion ia inadecuar distribucion recurso humano ffsico tecnologico ia deficiente coordinacion intra interinstitucional intersectorial interdisciplinario ia insatisfaccion paciente personal salud ia deshumanizacion ia atencion inadecuado sistema informacion factor poner relieve ia urgencia modernizar sistema salud
Queremos estar de nuevo orgullosos de nuestros logros en materia de salud.,504,-1,-1,querer nuevo orgulloso logro materia salud
"Con tal fin, los socialcristianos nos comprometemos a impulsar distintas estrategias y aplicar nuevos procedimientos para asegurar a todos los ninos, ninas jovenes hombres y mujeres costarricenses, el acceso a un sistema de salud humanizado y de calidad que real mente responda a sus necesidades y expectativas;",504,-1,-1,tal fin socialcristiano comprometer impulsar distinto estrategia aplicar nuevo procedimiento asegurar nino nina joven hombre mujer costarricense acceso sistema salud humanizado calidad real mente responder necesidad expectativa
que permita mantener y mejorar los indices de salud que historicamente nos distinguen en el concierto mundial.,504,-1,-1,permitir mantener mejorar indiz salud historicamente distinguir concierto mundial
OBJETIVOS GENERALES,H,0,0,objetivo general
