Text,Code,libertad_personal_score,libertad_economica_score,text_processed
con redes de colaboración territorial,301,0,0,redser colaboración territorial
y con un financiamiento que permita igualar las condiciones laborales de trabajadores/as,701,0,0,financiamiento permitir igualar condición laboral trabajadoresa
y de justicia educativa para niños/as.,503,1,-1,justicia educativo niñosa
"Según estadísticas del MINEDUC, esta medida favorecerá aproximadamente a 55 mil trabajadores/as",701,0,0,según estadística mineduc medida favorecer aproximadamente mil trabajadoresa
"y casi 240 mil niños/as de la Junta Nacional de Jardines Infantiles (JUNJI), de la Fundación Integra y Jardines, Vía Transferencia de Fondos (VTF).",504,-1,-1,casi mil niñosas junta nacional jardines infantil junji fundación integro jardín vía transferencio fondo vtf
"Reformularemos la carrera docente en la Educación Parvularia para que sea pertinente y potenciador de quienes tienen la vocación de la docencia en este nivel educativo, fomentando la trayectoria técnico-docente de manera continua desde la formación inicial.",411,0,1,reformularemos carrera docente educación parvulario pertinente potenciador vocación docencio nivel educativo fomentar trayectoria técnicodocente manera continuo formación inicial
Aumentaremos y diversificaremos las modalidades de cobertura.,504,-1,-1,aumentarer diversificacer modalidad coberturo
"Trabajaremos para asegurar el acceso universal a la Educación Parvularia en condiciones de calidad, respondiendo a las demandas territoriales con diversas modalidades que aseguren que cada niño y niña ejerza su derecho a la educación.",503,1,-1,trabajaremos asegurar acceso universal educación parvulario condición calidad responder demanda territorial diverso modalidad asegurir cada niño niña ejerzo derecho educación
Recuperaremos el amplio sentido de colaboración social y participación intersectorial.,606.1,-1,0,recuperarer amplio colaboración social participación intersectorial
"Para ello crearemos canales formales y sistemáticos que faciliten el trabajo conjunto entre el Ministerio de Educación y los sindicatos, asociaciones gremiales, organizaciones de la sociedad civil, instituciones formadoras y docentes de la educación parvularia.",701,0,0,él crearer canal formal sistemático facilitar trabajo conjunto ministerio educación sindicato asociación gremial organización sociedad civil institución formadora docente educación parvulario
"Mejoraremos los sistemas de identificación y atención temprana de niños/as con discapacidad o rezago del desarrollo, a través de mejoras en el programa Chile Crece Contigo que permitan entregar apoyos de manera oportuna.",705,0,0,mejoraremo sistema identificación atención temprano niñosa discapacidad rezago desarrollo través mejora programa chile crecer tú permitir entregar apoyo manera oportuno
2.3.3.Un pilar del Nuevo Chile será la educación escolar pública y de calidad,H,0,0,pilar nuevo chile educación escolar público calidad
"La escuela, el colegio y el liceo que queremos es un lugar de experiencia educativa transformadora para aprender y trabajar con otras y otros, compartir trayectorias vitales, reconocerse y aprender a participar democráticamente de las múltiples culturas.",506,0,0,escuela colegio liceo querer lugar experiencia educativo transformadorar aprender trabajar compartir trayectoria vital reconocer él aprender participar democráticamente múltiple cultura
"Una escuela que potencia las diversas modalidades educativas y las valora, que promueve el pensamiento crítico, científico, humanista, la expresión artística, la creatividad, y potencia la integralidad del ser humano.",506,0,0,escuelar potencia diverso modalidad educativo valora promover pensamiento crítico científico humanista expresión artístico creatividad potencia integralidad ser humano
"Una escuela que aprende, que trabaja en equipo, innova y se transforma para el bienestar de todas y todos sus miembros, que desarrolla equipos colaborativos, con liderazgos distribuidos y espacios participativos con vinculación hacia el territorio, y que entrega herramientas para la sociedad y el país que soñamos y para incidir en un mundo dinámico, complejo y desafiante.",606.1,-1,0,escuela aprender trabajar equipo innova transformar bienestar todo miembro desarrollar equipo colaborativo liderazgo distribuido espacio participativo vinculación hacia territorio entregar herramienta sociedad país soñar incidir mundo dinámico complejo desafiante
"Implementaremos, como lo señalamos en el capítulo de reconstrucción, un Plan de reactivación para sanar y un giro educativo para el aprendizaje post pandemia con énfasis en el bienestar de las comunidades educativas",506,0,0,implementarer señalar capítulo reconstrucción plan reactivación sanar giro educativo aprendizaje post pandemia énfasis bienestar comunidad educativo
y en la reducción de brechas;,503,1,-1,reducción brecha
el desarrollo de habilidades socioemocionales y aprendizajes fundamentales para una educación integral.,506,0,0,desarrollo habilidades socioemocional aprendizaje fundamental educación integral
"Para ello: Desarrollaremos un diagnóstico de necesidades y adecuación curricular post pandemia, incorporando modelos y metodologías interdisciplinarias e integración de saberes.",506,0,0,él desarrollarer diagnóstico necesidad adecuación curricular post pandemia incorporar modelo metodología interdisciplinaria integración saberes
"Asimismo, velaremos porque el currículo incorpore los principios de la diversificación del aprendizaje, que permita acercarlo a todas y todos.",607.1,1,0,asimismo velarer currículo incorporar principio diversificación aprendizaje permitir acercar él todo
"Igualmente, debiera incorporar contenidos que apoyen la formación para una participación ciudadana responsable con una sociedad inclusiva.",606.1,-1,0,igualmente deber incorporar contenido apoyar formación participación ciudadano responsable sociedad inclusivo
