Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Pretende terminar con las trabas que hoy frenan nuestro desarrollo.,404,0,1,pretender terminar traba hoy frenar desarrollo
"Le dice basta a la especulación financiera,",403,0,1,decir basto especulación financiero
al gigantismo burocrático;,303,0,0,gigantismo burocrático
"al exagerado centralismo,",301,0,0,exagerado centralismo
"a la injusta distribución del ingreso,",503,1,-1,injusto distribución ingreso
al achicamiento de la producción,410,0,1,achicamiento producción
y a la falta de premios para el esfuerzo nacional.,606.1,-1,0,faltar premio esfuerzo nacional
Todos los caminos de la Revolución Productiva conducen al trabajo.,701,0,0,camino revolución productivo conducir trabajo
El derecho social número uno de los argentinos es el derecho a una ocupación digna.,701,0,0,derecho social número argentino derecho ocupación digno
"Sin una nueva cultura del trabajo, no hay cambio posible.",701,0,0,nuevo cultura trabajo no cambio posible
"Hay que reemplazar a la Argentina especuladora por la Argentina del trabajo, donde el sacrificio realmente valga la pena.",701,0,0,reemplazar argentina especuladora argentino trabajo sacrificio realmente valgo pena
"Gobernar es dar trabajo, y dar trabajo es la Revolución Productiva.",701,0,0,gobernar dar trabajo dar trabajo revolución productivo
En la Argentina Nueva todos necesitamos de todos.,606.1,-1,0,argentino nuevo necesitar
Sin unidad nacional no hay Revolución Productiva.,601.1,0,0,unidad nacional no revolución productivo
Sin Acuerdo Social no hay paz duradera.,606.1,-1,0,acuerdo social no paz duradero
Sin reglas de juego confiables no hay desarrollo.,606.1,-1,0,regla juego confiable no desarrollar
Debemos cambiar al país de la selva por el país de la solidaridad.,606.1,-1,0,deber cambiar país selva país solidaridad
Porque el diálogo es el arte de los Pueblos libres.,202.1,0,0,diálogo arte pueblo libre
Es imposible crecer sobre el hambre del Pueblo.,503,1,-1,imposible crecer hambre pueblo
Es imposible la Revolución Productiva con un Pueblo de bolsillos vacíos.,503,1,-1,imposible revolución productivo pueblo bolsillo vacío
El salariazo es el pilar de la economía popular.,701,0,0,salariazo pilar economía popular
El único camino para abrir las fábricas es consolidar un mercado interno que demande más y más producción.,406,0,-1,único camino abrir fábrica consolidar mercado interno demandar producción
El mejor estímulo para la inversión productiva es un Pueblo feliz.,601.1,0,0,mejor estímulo inversión productivo pueblo feliz
La Revolución Productiva es también la revolución exportadora.,107,0,0,revolución productivo revolución exportador
"El crecimiento económico es sano si crecen las exportaciones, y si se conquistan nuevos mercados internacionales.",107,0,0,crecimiento económico sano si crecer exportación si conquistar nuevo mercado internacional
"En la Argentina rumbo al siglo XXI no hay fronteras ideológicas, porque la soberanía no existe sobre el atraso o la decadencia.",601.1,0,0,argentino rumbo siglo xxi no frontera ideológico soberanía no existir atraso decadencia
"Ser soberanos es terminar con los grandes negociados, y comenzar con los grandes negocios.",601.1,0,0,ser soberano terminar grande negociado comenzar grande negocio
