Text,Code,libertad_personal_score,libertad_economica_score,text_processed
junto con elevar las capacidades operativas de nuestro servicio exterior.,303,0,0,junto elevar capacidad operativo servicio exterior
"39) En el mundo actual no compiten empresas sino países: sus instituciones democráticas, su sistema educacional, su base científico-tecnológica, la calidad de sus productos, la cohesión de sus valores y la eficiencia de sus gobiernos.",407,0,1,mundo actual no competir empresa sino país institución democrático sistema educacional base científicotecnológico calidad producto cohesión valor eficienciar gobierno
"La empresa es el nudo crucial de la competitividad la innovación, pero ella está integrada a una red que incluye a los proveedores, los sistemas financiero, de capacitación, energético, de transportes y telecomunicaciones, a la infraestructura, la eficacia del sector público y la calidad y justicia de las relaciones al interior de la propia empresa.",401,0,1,empresa nudo crucial competitividad innovación integrado red incluir proveedor sistema financiero capacitación energético transportes telecomunicaciones infraestructuro eficacia sector público calidad justicia relación interior propio empresa
"40) Cada vez más el éxito del país dependerá de la calidad, creatividad, iniciativa y organización de sus recursos humanos.",401,0,1,cada vez éxito país depender calidad creatividad iniciativo organización recurso humano
"En este contexto, la inversión en la gente es una condición necesaria para el crecimiento.",410,0,1,contexto inversión gente condición necesario crecimiento
41) Mejorar la equidad y la calidad de la educación será un rasgo distintivo de la acción del próximo Gobierno.,506,0,0,mejorar equidad calidad educación rasgo distintivo acción próximo gobierno
"Impulsaremos las transformaciones necesarias sobre la base de un gran acuerdo que ubique a la educación en el centro de la preocupación nacional, asumiéndola como una tarea de todos; no sólo del Gobierno.",506,0,0,impulsarer transformación necesario base gran acuerdo ubique educación centro preocupación nacional asumiéndola tarea no sólo gobierno
"Reforzaremos la enseñanza básica, especialmente en beneficio de los niños que provienen de los hogares con menos recursos, pues ella es la base común de la Nación, el cimiento de la democracia y uno de los pilares de la economía.",506,0,0,reforzarer enseñanza básico especialmente beneficio niño provenir hogar menos recurso pues base común nación cimiento democracia pilar economía
"42) Estimularemos un vínculo mas estrecho entre el sistema educativo, el sistema de capacitación y las necesidades productivas, difundiendo la formación ligada a la empresa y fortaleciendo la formación técnico-profesional.",411,0,1,estimularar vínculo mas estrecho sistema educativo sistema capacitación necesidad productivo difundir formación ligado empresa fortalecer formación técnicoprofesional
"Dentro de este esfuerzo, el Gobierno promoverá un sistema nacional de capacitación que garantice a los jóvenes, las mujeres y los trabajadores desempleados entrenamiento adecuado que incentivará la capacitación de los microempresarios y de la pequeña y mediana empresa",411,0,1,dentro esfuerzo gobierno promover sistema nacional capacitación garantizar joven mujer trabajador desempleado entrenamiento adecuado incentivar capacitación microempresario pequeño mediano empresa
AMPLIAR LA DEMOCRACIA: LAS REGIONES Y LOS MUNICIPIOS,,0,0,ampliar democracia región municipio
"43) Nos proponemos convertir la regionalización del país y el funcionamiento de los municipios en el sustento de una democracia más extendida, eficaz y flexible para abordar los desafíos del futuro.",301,0,0,proponer convertir regionalización país funcionamiento municipio sustento democracia extendido eficaz flexible abordar desafío futuro
Reforzar la sociedad civil a nivel regional y municipal es clave para el desarrollo del país.,301,0,0,reforzar sociedad civil nivel regional municipal clave desarrollo país
"Las democracias más sólidas, estables e innovadoras son aquéllas donde la sociedad se organiza desde abajo hacia arriba, donde las comunidades locales son vitales y activas, y donde el Gobierno central concierta su acción con las comunas.",202.4,1,0,democracia sólido estable innovadora aquélla sociedad organizar abajo hacia arriba comunidad local vital activo gobierno central concierto acción común
"Nuestro país se está convirtiendo rápidamente en una sociedad con varios polos de desarrollo, más abierta y desconcentrada, con una presencia más fuerte de las regiones y de las comunidades locales.",301,0,0,país convertir rápidamente sociedad varios polo desarrollo abierto desconcentrado presencia fuerte región comunidad local
Vamos a impulsar decididamente estos procesos;,301,0,0,ir impulsar decididamente proceso
"favorecer el desarrollo regional y comunal y dotar de mayor autonomía de gestión a las autoridades descentralizadas,",301,0,0,favorecer desarrollo regional comunal dotar mayor autonomía gestión autoridad descentralizada
junto con impulsar su profesionalización y nuevas formas de participación democrática.,202.4,1,0,junto impulsar profesionalización nuevo forma participación democrático
Esto permitirá dinamizar el crecimiento económico regional y obtener una distribución más equilibrada de la población y de las actividades en el territorio nacional.,410,0,1,permitir dinamizar crecimiento económico regional obtener distribución equilibrado población actividad territorio nacional
"44) La participación de la gente en las decisiones es un requisito de la democracia moderna y una forma de mejorar la gestión del Estado, y esto se puede lograr, primero que todo, en los niveles regionales y locales.",202.4,1,0,participación gente decisión requisito democracia moderno formar mejorar gestión poder lograr primero nivel regional local
La creciente incorporación de la comunidad a las decisiones es la mejor vía para llevar la solución de los problemas tan cerca de las personas como sea posible.,202.4,1,0,creciente incorporación comunidad decisión mejor vía llevar solución problema tanto cerca persona posible
"Además, la descentralización refuerza la lucha contra la pobreza al facilitar una acción mancomunada de base, donde la comunidad organizada y el municipio deben convertirse, en el principal ejecutor de los programas y proyectos sociales.",301,0,0,además descentralización refuerzo lucho pobreza facilitar acción mancomunado base comunidad organizado municipio deber convertir él principal ejecutor programa proyecto social
Ello contribuye a dinamizar la vida democrática mejorando los instrumentos de participación y representación.,202.4,1,0,él contribuir dinamizar vida democrático mejorar instrumento participación representación
"Con ese fin promoveremos la elección directa de los alcaldes, el fortalecimiento de los consejos regionales y provinciales y la ampliación de los espacios de cooperación con organizaciones de la comunidad.",301,0,0,fin promoveremos elección directo alcalde fortalecimiento consejo regional provincial ampliación espacio cooperación organizaciones comunidad
"45) El desarrollo de las regiones y de las localidades dependerá, en alto grado, de la incorporación del sector privado al proceso de descentralización y desconcentración de la actividad económica.",301,0,0,desarrollo región localidad depender alto grado incorporación sector privado proceso descentralización desconcentración actividad económico
"Por ello, este Programa convoca a los empresarios privados a invertir y participar en los esfuerzos del desarrollo regional.",301,0,0,él programa convocar empresario privado invertir participar esfuerzo desarrollo regional
"46) El proceso de regionalización debe ser un cauce para que las regiones, las provincias y las comunas desarrollen con vigor su propia personalidad, favoreciendo un sentido más plural de la unidad nacional y una cultura más diversificada y enraizada en las características e historia de cada lugar",301,0,0,proceso regionalización deber ser caucir región provincia común desarrollar vigor propio personalidad favorecer plural unidad nacional cultura diversificado enraizado característica historiar cada lugar
UN DESARROLLO SUSTENTABLE,,0,0,desarrollo sustentable
"47) El crecimiento -visto como condición para superar la pobreza, construir una sociedad más equitativa e integrarnos plenamente en el mundo moderno- no tiene sentido si destruye los recursos naturales y pone en riesgo el medio ambiente que es nuestro principal legado a las generaciones futuras.",416.2,0,-1,crecimiento visto condición superar pobreza construir sociedad equitativo integrarno plenamente mundir moderno no si destruir recurso natural poner riesgo medio ambiente principal legado generación futuro
De allí que esta propuesta gire en torno a la Idea de un desarrollo sustentable que resguarda el equilibrio entre crecimiento equidad y protección del medio ambiente.,416.2,0,-1,allí propuesta girar torno idea desarrollo sustentable resguardo equilibrio crecimiento equidad protección medio ambiente
