Text,Code,libertad_personal_score,libertad_economica_score,text_processed
y ha generado esa concentración de la riqueza y de la pobreza en polos cada vez más extremos.,406,0,-1,generado concentración riqueza pobrezar polo cada vez exter
"Para revertir esta tendencia, a lo largo de este Plan de Gobierno se plantean una serie de medidas en el ámbito de la política económica y fiscal, de la generación de empleos, de la gestión del territorio, en lo que toca a la protección de derechos laborales, en la política agropecuaria, de vivienda, de salud, de educación, de seguridad social, de equidad de género, entre otras áreas que necesariamente deben articularse con las políticas sociales para lograr sacar de la pobreza a tantas familias que hoy la padecen.",503,1,-1,revertir tendencia largo plan gobierno plantear serie medida ámbito político económico fiscal generación empleo gestión territorio tocar protección derecho laboral político agropecuario vivienda salud educación seguridad social equidad género área necesariamente deber articular él política social lograr sacar pobreza tanto familia hoy padecer
"No obstante, en lo que atañe específicamente a las políticas sociales también hay mucho por hacer.",503,1,-1,no obstante atañer específicamente política social hacer
"Durante décadas, los gobiernos neoliberales se dedicaron a “administrar” la pobreza.",305.1,0,0,década gobierno neoliberal dedicar administrar pobreza
Instauraron políticas económicas que fabricaron personas pobres -por ejemplo en el campo-,103.2,-1,0,instaurar política económico fabricar persona pobre ejemplo campo
"y después, aplicaron sobre las heridas abiertas políticas sociales dirigidas a paliar los efectos de esa pobreza que generaron, sin atacar sus causas.",305.1,0,0,después aplicar herida abierto política social dirigido paliar efecto pobrezo generar atacar causa
"La política social se manejó como un botín político para manipular electoralmente a las masas empobrecidas, entregando, como si salieran del propio bolsillo, las ayudas sociales que pagamos todos y todas con nuestros impuestos.",304,0,0,política social manejar botín político manipular electoralmente masa empobrecido entregar si salir propio bolsillo ayuda social pagar todo impuesto
"Pero para que este modelo fuera sostenible, los partidos tradicionales necesitaban que las comunidades empobrecidas no se empoderaran, que no preguntaran por las causas de los males y los verdaderos responsables.",305.1,0,0,modelo sostenible partido tradicional necesitar comunidad empobrecido no empoderar no preguntar causa mal verdadero responsable
"En suma, que la pobreza no se acabara.",503,1,-1,sumo pobreza no acabar
Y ese es sin duda el legado más doloroso de las políticas sociales clientelistas engendradas por el neoliberalismo.,103.2,-1,0,duda legado doloroso política social clientelista engendrada neoliberalismo
Han naturalizado la pobreza.,103.2,-1,0,naturalizar pobreza
Como si fuera “normal” o éticamente aceptable que un solo ser humano no pueda satisfacer sus necesidades básicas.,103.2,-1,0,si normal éticamente aceptable solo ser humano no poder satisfacer necesidad básico
Esta lógica perversa es lo primero que desde el Frente Amplio queremos transformar.,305.1,0,0,lógica perverso primero frente amplio querer transformar
"En concreto, proponemos: 1. Vincular y articular los programas sociales para la erradicación de la pobreza con las políticas públicas y los programas que se impulsarán en otras áreas estratégicas,",503,1,-1,concreto proponer vincular articular programa social erradicación pobreza política público programa impulsar área estratégico
en aras de consolidar un enfoque integral de esta problemática que ataque las múltiples causas de la pobreza y supere la visión asistencialista que históricamente ha imperado en el país.,503,1,-1,aras consolidar enfoque integral problemático ataque múltiple causa pobrezo superar visión asistencialista históricamente imperado país
"Esta acción coordinada y mancomunada, abarcará entre otros los siguientes programas: a) Los programas dirigidos a la generación de empleo",701,0,0,acción coordinado mancomunado abarcar siguiente programa programa dirigido generación empleo
y el desarrollo de nuevas actividades productivas.,410,0,1,desarrollo nuevo actividad productivo
