Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Consolidar la autonomía funcional, administrativa y presupuestal de la rama judicial mediante la adopción de mecanismos financieros e institucionales que optimicen los procesos de planeación, ejecución y evaluación de la inversión pública en el sector jurisdiccional, y que aseguren una colaboración armónica entre los poderes públicos para el cumplimiento de los objetivos del Plan sectorial de desarrollo.",303,0,0,consolidar autonomía funcional administrativo presupuestal rama judicial mediante adopción mecanismo financiero institucional optimicir proceso planeación ejecución evaluación inversión público sector jurisdiccional asegurir colaboración armónico poder público cumplimiento objetivo plan sectorial desarrollo
b. Fortalecimiento de la investigación criminal,H,0,0,b fortalecimiento investigación criminal
"La gestión de la Fiscalía se orientará fundamentalmente a enfrentar la delincuencia organizada, especialmente la asociada con el problema de las drogas ilícitas, la corrupción, el lavado de activos, el enriquecimiento ilícito, la extorsión y el secuestro.",605.1,-1,0,gestión fiscalía orientar fundamentalmente enfrentar delincuencia organizado especialmente asociado problema drogar ilícito corrupción lavado activo enriquecimiento ilícito extorsión secuestro
"La investigación de estas conductas antisociales exige tecnología científica y técnica de punta en áreas como grafotecnia, dactiloscopia, balística, identificación forense, interceptación de comunicaciones, identificación de voces y documentología.",605.1,-1,0,investigación conducta antisocial exigir tecnología científico técnico puntar área grafotecnia dactiloscopia balístico identificación forense interceptación comunicación identificación voz documentologío
"El fortalecimiento de estas áreas se llevará a cabo a través del impulso a la gestión de la Escuela de Investigación Criminal y de Ciencias Forenses; la estandarización y especialización de los organismos de policía judicial para evitar la duplicidad de esfuerzos en la investigación, para lo cual se creará la Escuela Unificada de Policía Judicial; el fortalecimiento de la infraestructura científica y tecnológica de investigación de la Fiscalía General de la Nación a través de redes de laboratorios y de tecnología para la investigación; el diseño e implementación de métodos y procedimientos para el manejo adecuado de los elementos de prueba (cadena de custodia); el análisis y diseño del régimen de protección a víctimas, testigos y servidores públicos y la implementación de modelos de administración de bienes incautados a escala nacional.",605.1,-1,0,fortalecimiento área llevar cabo través impulso gestión escuela investigación criminal ciencia forense estandarización especialización organismos policía judicial evitar duplicidad esfuerzo investigación crear escuela unificado policía judicial fortalecimiento infraestructura científico tecnológico investigación fiscalía general nación través red laboratorio tecnología investigación diseño implementación método procedimiento manejo adecuado elemento probar cadena custodio análisis diseño régimen protección víctima testigo servidor público implementación modelo administración bien incautado escala nacional
"Así mismo, se impulsará la oralidad como procedimiento fundamental en la gestión de los procesos criminales.",605.1,-1,0,así mismo impulsar oralidad procedimiento fundamental gestión proceso criminal
Se fortalecerá y ampliará la defensa pública y se promoverá la función que al respecto cumplen los consultorios jurídicos de las facultades de derecho.,605.1,-1,0,fortalecer ampliar defensa público promover función respecto cumplir consultorio jurídico facultad derecho
El Ministerio de Interior y Justicia vigilará y hará seguimiento a estos consultorios con el fin de que se comprometan a mejorar la atención que hasta ahora prestan a los ciudadanos de bajos recursos económicos.,605.1,-1,0,ministerio interior justicia vigilar hacer seguimiento consultorio fin comprometer mejorar atención ahora prestar ciudadano bajo recurso económico
"También se fortalecerán las unidades de reacción inmediata, las salas de atención a usuarios y se ampliará la cobertura geográfica de las estructuras de apoyo.",605.1,-1,0,fortalecer unidad reacción inmediato sala atención usuario ampliar cobertura geográfico estructura apoyo
Igualmente se suscribirán convenios de cooperación con organismos internacionales para una mayor efectividad en la lucha contra el crimen transnacional.,605.1,-1,0,igualmente suscribir convenio cooperación organismo internacional mayor efectividad lucho crimen transnacional
"c. Revisión de la política criminal, penitenciaria y carcelaria",H,0,0,c revisión político criminal penitenciaria carcelario
Durante los últimos años se ha observado una reducción sostenida en el nivel de hacinamiento (gráfico 9) asociada a la construcción de nuevas penitenciarías.,303,0,0,último año observado reducción sostenido nivel hacinamiento gráfico asociado construcción nuevo penitenciaría
