Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"10 �Pondremos en marcha planes específicos de desarrollo y promoción de productos turísticos con alto potencial desestacionalizador, como el turismo cultural, de naturaleza, de compras, de negocios, de congresos, el deportivo, el gastronómico, de salud o el enológico, ligados a experiencias que se puedan disfrutar en todo el territorio nacional y durante todo el año.",408,0,-1,poner marcha plan específico desarrollo promoción producto turístico alto potencial desestacionalizador turismo cultural naturaleza compra negocio congreso deportivo gastronómico salud enológico ligado experiencia poder disfrutar territorio nacional año
"11 �Crearemos nuevos programas orientados a captar turistas que viajan fuera de temporada como los jóvenes (“millenials”), los senior y las personas con discapacidad, favoreciendo con ello el turismo social e inclusivo, el “Turismo para Todos”.",408,0,-1,crearer nuevo programa orientado captar turista viajar temporada joven millenials senior persona discapacidad favorecer él turismo social inclusivo turismo
"12 �Dotaremos a los profesionales del sector de mejores instrumentos de formación, revisando los programas de formación reglada, y adaptando la formación continua a las nuevas necesidades y a la realidad de las empresas.",411,0,1,dotar profesional sector mejor instrumento formación revisar programa formación reglado adaptar formación continuo nuevo necesidad realidad empresa
Potenciaremos la enseñanza de idiomas orientada al desempeño profesional.,411,0,1,potenciarer enseñanza idioma orientado desempeño profesional
UN SECTOR AGROALIMENTARIO CON FUTURO Y PROYECCIÓN INTERNACIONAL,H,0,0,sector agroalimentario futuro proyección internacional
"El sector agroalimentario español es estratégico para nuestro país: para nuestra economía, nues-tra sociedad y nuestro medioambiente.",703.1,0,0,sector agroalimentario español estratégico país economía sociedad medioambiente
"Primero, como actividad económica, con una producción de calidad creciente capaz de competir con éxito en los mercados internacionales.",703.1,0,0,primero actividad económico producción calidad creciente capaz competir éxito mercado internacional
"Segundo, como instrumento para potenciar el valor social y eco-nómico de nuestro entorno rural, en conjunción con otras actividades como el ocio o la produc-ción energética.",703.1,0,0,segundo instrumento potenciar valor social económico entorno rural conjunción actividad ocio producción energético
"Tercero, como fuente de empleo  y arraigo de la población en nuestros pueblos.",703.1,0,0,tercero fuente empleo arraigo población pueblo
"Por  todo ello, por todas las personas que viven del sec-tor agroalimentario y por los que pueden encontrar  en él una oportunidad, hemos trabajado en estos  cuatro años y queremos seguir haciéndolo.",703.1,0,0,él todo persona vivir sector agroalimentario poder encontrar oportunidad trabajado cuatro año querer seguir haciéndolo
NUESTRO COMPROMISO,H,0,0,compromiso
"Apoyaremos un sector agroalimentario de futuro, que refuerce su organización, incorpore innovaciones y desarrollos tecnológicos y que aumente sus niveles de calidad para generar más valor añadido y empleo.",703.1,0,0,apoyarer sector agroalimentario futuro reforzar organización incorporar innovación desarrollo tecnológico aumentar nivel calidad generar valor añadido empleo
"Continuaremos defendiendo los intereses de los agricultores y ganaderos españoles y de las industrias agroalimentarias en el ámbito europeo e internacional, y respaldando la internacionalización del sector, apoyando la diversificación de los países de destino.",703.1,0,0,continuar defender interés agricultor ganadero español industria agroalimentario ámbito europeo internacional respaldar internacionalización sector apoyar diversificación país destino
Avanzaremos en el desarrollo de políticas que den estabilidad a las actividades agrarias.,703.1,0,0,avanzaremos desarrollo política dar estabilidad actividad agrario
El sector agroalimentario sufrió fuertemente las consecuencias de la crisis.,703.1,0,0,sector agroalimentario sufrir fuertemente consecuencia crisis
"Lejos de estar garantizado, su futuro estaba amenazado porque desde el ámbito político no se le había prestado la atención que necesita.",703.1,0,0,lejos garantizado futuro amenazado ámbito político no prestado atención necesito
El Ministerio de Agricultura se suprimió y la política agraria nacional no se ejercía.,703.1,0,0,ministerio agricultura suprimir política agrario nacional no ejercer
Nuestros agricultores se enfrentaban a un escenario de recorte de los fondos comunitarios y a una propuesta de reforma de la PAC radicalmente contraria a sus intereses.,703.1,0,0,agricultor enfrentar escenario recorte fondo comunitario propuesto reformo pac radicalmente contrario interés
"El sector agroalimentario había entrado en una fase de estancamiento y sufría una grave pérdida de empleos, pues la ocupación caía al 6% al finalizar el año 2011.",703.1,0,0,sector agroalimentario entrado far estancamiento sufrir grave pérdida empleo pues ocupación caer finalizar año
"Tras cuatro años de intensa actividad, el sector agroalimentario cuenta hoy con unas condiciones mejores para poder desplegar su potencial.",703.1,0,0,tras cuatro año intenso actividad sector agroalimentario contar hoy uno condición mejor poder desplegar potencial
