Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Los titulados de carreras de pregrado han pasado de menos de 25 mil en 1990 a alrededor de 60 mil el año 2004.,506,0,0,titulado carrera pregrado pasado menos mil alrededor mil año
Y el número anual de doctorados se ha duplicado en los últimos cinco años.,506,0,0,número anual doctorado duplicado último cinco año
"El balance, entonces, es positivo, pero podemos avanzar mucho más.",506,0,0,balance entonces positivo poder avanzar
"En materia de calidad, podemos perfeccionar la acreditación y dar más información y transparencia,",506,0,0,materia calidad poder perfeccionar acreditación dar información transparencia
de modo que los estudiantes y sus padres puedan tomar las mejores decisiones educacionales.,506,0,0,modo estudiante padr poder tomar mejor decisión educacional
"El currículo y la extensión de muchas carreras deben ser revisados, para ponerlas a tono con las tendencias internacionales.",506,0,0,currículo extensión mucho carrera deber ser revisar ponerla tono tendencia internacional
"Debemos mejorar especialmente la equidad de acceso, con más becas y crédito universitario.",506,0,0,deber mejorar especialmente equidad acceso beca crédito universitario
Nuestras universidades deben estar más integradas a los procesos productivos,411,0,1,universidad deber integrado proceso productivo
y a la generación de nuevas tecnologías.,411,0,1,generación nuevo tecnología
Y también deben estar más integradas al mundo.,506,0,0,deber integrado mundo
"Nuestro sistema de apoyo al financiamiento de la educación superior garantizará el financiamiento a todos los jóvenes talentosos para cubrir el costo de sus estudios en instituciones de calidad,",506,0,0,sistema apoyo financiamiento educación superior garantizar financiamiento joven talentoso cubrir costo estudio institución calidad
"a través de una combinación de becas, crédito, garantías públicas y subsidios al ahorro de las familias.",506,0,0,través combinación beca crédito garantía público subsidio ahorro familia
Los jóvenes más pobres y talentosos tendrán apoyo directo a través de becas y crédito para matrícula y becas para cubrir su mantención.,506,0,0,joven pobre talentoso apoyo directo través beca crédito matrícular beca cubrir mantención
"Los jóvenes talentosos de clase media tendrán acceso a créditos totales y parciales de matrícula, dependiendo de sus condiciones socioeconómicas,",506,0,0,joven talentoso clase medio acceso crédito total parcial matrícula depender condición socioeconómico
y sus familias accederán a subsidios por el ahorro que realicen para este fin.,506,0,0,familia acceder subsidio ahorro realizar fin
"Incorporaremos a los sistemas de becas, crédito y ahorro para la educación superior un seguro estudiantil que les asegure a los jóvenes continuidad en sus estudios en caso de fallecimiento o invalidez de sus padres.",506,0,0,incorporarer sistema beca crédito ahorro educación superior seguro estudiantil asegurar joven continuidad estudio caso fallecimiento invalidez padr
"Al igual que en otros niveles educativos, sin embargo, asegurar los recursos financieros que los jóvenes requieren no basta para asegurar que éstos adquieran las destrezas que se necesitan para enfrentar efectivamente los desafíos del mundo moderno.",506,0,0,igual nivel educativo embargo asegurar recurso financiero joven requerir no bastar asegurar este adquierar destreza necesitar enfrentar efectivamente desafío mundo moderno
Asegurar la calidad de la educación superior será una prioridad fundamental de nuestro gobierno.,506,0,0,asegurar calidad educación superior prioridad fundamental gobierno
Fortaleceremos el régimen de aseguramiento de la calidad en la educación superior.,506,0,0,fortalecerer régimen aseguramiento calidad educación superior
Lo haremos definiendo con precisión la obligación que tienen las instituciones de informar al público,506,0,0,hacer definir precisión obligación institución informar público
"e introduciendo gradualmente criterios que vinculen la asignación de los recursos fiscales al desempeño de las instituciones, su calidad, eficiencia y rendimiento.",506,0,0,introducir gradualmente criterio vinculir asignación recurso fiscal desempeño institución calidad eficiencia rendimiento
Haremos exigible la acreditación periódica para todas las instituciones que reciben aportes directos del Estado.,506,0,0,hacer exigible acreditación periódico todo institución recibir aporte directo
"Sólo las instituciones de educación superior que hayan acreditado su calidad podrán participar de este sistema de financiamiento, independientemente de su adscripción institucional.",506,0,0,sólo institución educación superior acreditado calidad poder participar sistema financiamiento independientemente adscripción institucional
"Le daremos un sentido más estratégico al aporte del Estado a las universidades, apoyando el desarrollo de proyectos institucionales",506,0,0,dar estratégico aporte universidad apoyar desarrollo proyecto institucional
y una mayor efectividad y eficiencia en su funcionamiento.,506,0,0,mayor efectividad eficiencia funcionamiento
Respaldaremos especialmente la recuperación de la infraestructura y equipamiento de las universidades estatales que han sufrido mayor deterioro.,506,0,0,respaldar especialmente recuperación infraestructuro equipamiento universidad estatal sufrir mayor deterioro
La calidad y la pertinencia también se promoverán a través de reformas curriculares que apunten a acortar las carreras universitarias,506,0,0,calidad pertinencio promover través reforma curricular apuntir acortar carrera universitario
"y a entregar flexibilidad a los jóvenes para obtener calificaciones intermedias, como ocurre en todos los países que se han incorporado efectivamente a la economía del conocimiento",506,0,0,entregar flexibilidad joven obtener calificación intermedio ocurrir país incorporado efectivamente economía conocimiento
EDUCACIÓN A LO LARGO DE LA VIDA,,0,0,educación largo vida
"La educación no se agota en las escuelas, liceos y universidades.",506,0,0,educación no agotar escuela liceo universidades
"La educación es tan importante para las personas, que no puede depender sólo de las posibilidades que éstas tuvieron para estudiar en su infancia y juventud.",506,0,0,educación tanto importante persona no poder depender sólo posibilidad este estudiar infancia juventud
La educación debe ser capaz de dar segundas oportunidades a quienes tienen el empuje de superarse y adaptarse a sus necesidades y posibilidades.,506,0,0,educación deber ser capaz dar segundo oportunidad empuje superar él adaptar él necesidad posibilidad
"No podemos dejar atrás a quienes, debido a las situaciones que enfrentaron en su infancia y juventud, no pudieron completar sus estudios básicos y medios.",506,0,0,no poder dejar atrás debido situación enfrentar infancia juventud no poder completar estudio básico medio
Ellos merecen otra  oportunidad.,506,0,0,merecer oportunidad
"Para mejorar las posibilidades laborales de estas chilenas y chilenos, y dignificarlos ante sus familias y comunidades,",506,0,0,mejorar posibilidad laboral chileno chileno dignificarlo familia comunidad
"duplicaremos los esfuerzos actuales en iniciativas de nivelación de estudios,",506,0,0,duplicar esfuerzo actual iniciativa nivelación estudio
"para que, al llegar al Bicentenario, 700 mil adultos hayan obtenido la licencia secundaria.",506,0,0,llegar bicentenario mil adulto obtenido licencia secundario
Muchos de ellos podrán luego plantearse el desafío de continuar sus estudios hacia los niveles técnico y superior.,506,0,0,poder luego plantear él desafío continuar estudio hacia nivel técnico superior
"Promoveremos la educación técnica de calidad como una alternativa real para los jóvenes,",411,0,1,promoverer educación técnico calidad alternativo real joven
"incorporándola plenamente a este esquema de financiamiento,",411,0,1,incorporándolo plenamente esquema financiamiento
exigiéndole acreditación de calidad,411,0,1,exigir él acreditación calidad
y vinculando sus planes de estudios a un sistema nacional de acreditación y certificación de competencias.,411,0,1,vincular plan estudio sistema nacional acreditación certificación competencia
Las competencias requeridas para enfrentar un mundo cambiante como en el que vivimos varían constantemente.,411,0,1,competencia requerido enfrentar mundo cambiante vivir varir constantemente
Entendemos la educación como un proceso permanente de adquisición de competencias para la vida.,411,0,1,entender educación proceso permanente adquisición competencia vido
Construiremos un sistema flexible de desarrollo de competencias laborales que permita a las personas certificar las competencias adquiridas a lo largo de su vida laboral,411,0,1,construirer sistema flexible desarrollo competencia laboral permitir persona certificar competencia adquirido largo vida laboral
y proveer la información necesaria para orientar los esfuerzos de capacitación y educación permanentes.,411,0,1,proveer información necesario orientar esfuerzo capacitación educación permanente
"Al actualizar y certificar constantemente sus competencias laborales, entregaremos a los trabajadores la flexibilidad y la seguridad requeridas para enfrentar positivamente los cambios en su vida adulta.",411,0,1,actualizar certificar constantemente competencia laboral entregarer trabajador flexibilidad seguridad requerida enfrentar positivamente cambio vida adulto
El sistema de competencias también permitirá que no sólo quienes han tenido la oportunidad de ir a la universidad o a un instituto tengan la posibilidad de acceder a un título.,411,0,1,sistema competencia permitir no sólo oportunidad ir universidad instituto posibilidad acceder título
"A través de un sistema de educación continua basado en competencias, los trabajadores podrán ir certificando los conocimientos y habilidades adquiridas a través de programas especiales de adultos, de capacitación y de su propia experiencia, de acuerdo a sus posibilidades e intereses,",411,0,1,través sistema educación continuo basado competencia trabajador poder ir certificar conocimiento habilidad adquirido través programa especial adulto capacitación propio experiencia acuerdo posibilidad interés
hasta acumular los méritos suficientes para obtener un reconocimiento técnico formal.,411,0,1,acumular mérito suficiente obtener reconocimiento técnico formal
MÁS Y MEJORES EMPLEOS,,0,0,mejor empleo
El trabajo ocupa una parte fundamental en la vida de las personas.,701,0,0,trabajo ocupar parte fundamental vida persona
Es la fuente principal del sustento familiar.,701,0,0,fuente principal sustento familiar
"Es donde se ocupa parte importante del día, donde se realizan o se frustran aspiraciones y proyectos personales.",701,0,0,ocupar parte importante día realizar frustran aspiración proyecto personal
"El acceso a un trabajo permite aplicar los conocimientos adquiridos en la escuela, la universidad o a través de la experiencia;",701,0,0,acceso trabajo permitir aplicar conocimiento adquirido escuela universidad través experiencia
"permite ser independiente y ganarse el respeto de los demás, sostener a una familia y aportar constructivamente al país.",701,0,0,permitir ser independiente ganar él respeto demá sostener familia aportar constructivamente país
El trabajo ocupa nuestros años más productivos.,701,0,0,trabajo ocupar año productivo
Debemos abordar como tarea de muy alta prioridad la creación de más y mejores empleos para los chilenos.,701,0,0,deber abordar tarea alto prioridad creación mejor empleo chileno
"Para ello la economía debe crecer de modo sostenido,",410,0,1,él economío deber crecer modo sostenido
y el crecimiento debe ir acompañado de una expansión vigorosa del empleo.,701,0,0,crecimiento deber ir acompañar expansión vigoroso empleo
Así se distribuyen en forma más justa los frutos del desarrollo.,503,1,-1,así distribuir forma justo fruto desarrollo
"En Chile, más del 90 por ciento de los empleos los genera el sector privado, buena parte de ellos en empresas medianas y pequeñas.",701,0,0,chile ciento empleo generar sector privado buen parte empresa mediano pequeño
El Estado no resuelve directamente cuántos ni quiénes encuentran un empleo.,701,0,0,no resolver directamente cuánto ni quién encontrar empleo
"Pero las políticas públicas sí pueden generar las condiciones para que la economía crezca y surjan más oportunidades de trabajo,",701,0,0,política público poder generar condición economío crecer surgir oportunidad trabajar
para que los más vulnerables tengan las mismas posibilidades de acceder a los empleos que se generan,701,0,0,vulnerable mismo posibilidad acceder empleo generar
y para que cuando alguien pierde el empleo no quede en una situación de desamparo.,701,0,0,alguien perder empleo no quedar situación desamparo
La principal fuente de generación de empleo es el crecimiento.,701,0,0,principal fuente generación empleo crecimiento
"No hay programa público, subsidio gubernamental o reforma laboral que pueda competir con la capacidad de una economía sana para generar empleos.",701,0,0,no programa público subsidio gubernamental reforma laboral poder competir capacidad economía sano generar empleo
"El crecimiento sostenido no tiene sustitutos, es el mejor seguro contra el desempleo.",701,0,0,crecimiento sostenido no sustituto mejor seguro desempleo
Por eso el crecimiento,410,0,1,crecimiento
y la estabilidad macroeconómica han sido una prioridad para los gobiernos de la Concertación.,414,0,1,estabilidad macroeconómico ser prioridad gobierno concertación
