Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"La educación ambiental empezó a desarrollarse a mediados de los años sesenta, siendo hasta 1984 cuando los departamentos de los ministerios a cargo del Medio Ambiente crearon un Grupo de Trabajo en Educación Ambiental con la finalidad de proteger la Naturaleza y el Medio Ambiente austriaco, con lo cual siguieron iniciativas como el Decreto sobre Educación Ambiental en los centros escolares publicado, por el Ministerio Federal de Educación y Arte en 1985.",501,0,0,educación ambiental empezar desarrollar él mediados año sesenta ser departamento ministerio cargo medio ambiente crear grupo trabajo educación ambiental finalidad proteger naturaleza medio ambiente austriaco seguir iniciativa decreto educación ambiental centro escolar publicado ministerio federal educación arte
Francia,H,0,0,francia
Las acciones a favor de la educación ambiental han estado orientadas a su integración en la escolaridad obligatoria.,501,0,0,acción favor educación ambiental orientado integración escolaridad obligatorio
Su implantación se ha ido apoyando en los diversos textos normativos del Ministerio de Educación Nacional tales como:,501,0,0,implantación ir apoyar diverso texto normativo ministerio educación nacional tal
"La Carta Constitutiva de la Educación Ambiental, publicada en 1977, la cual establece la Instrucción General sobre educación ambiental de los alumnos en materia de Medio Ambiente.",501,0,0,carta constitutivo educación ambiental publicado establecer instrucción general educación ambiental alumno materia medio ambiente
"El Protocolo de 1983, firmado por el Ministerio de Educación Nacional y el Ministerio de Medio Ambiente, el cual tiene la finalidad de fomentar una mayor integración de los aspectos medioambientales en los programas de estudios y en la organización pedagógica de los centros, con el fin de facilitar las actividades interdisciplinares sobre el Medio Ambiente.",501,0,0,protocolo firmado ministerio educación nacional ministerio medio ambiente finalidad fomentar mayor integración aspecto medioambiental programa estudio organización pedagógicar centro fin facilitar actividad interdisciplinar medio ambiente
"El Protocolo de 1993, en el que se integraron las aportaciones de la Conferencia de Río de Janeiro de 1992, con la intención, que al concluir la enseñanza obligatoria a los 16 años, los alumnos tengan conocimientos medioambientales básicos para desenvolverse en sociedad.",501,0,0,protocolo integrar aportación conferencia río janeiro intención concluir enseñanza obligatorio año alumno conocimiento medioambiental básico desenvolver él sociedad
Reino Unido,H,0,0,reino unido
"Ha situado el Desarrollo Sostenible en un lugar preponderante de la política británica, creando organismos para la defensa del Medio Ambiente, tales como el Comité del Gobierno Británico en materia de Desarrollo Sostenible.",416.2,0,-1,situado desarrollo sostenible lugar preponderante política británico crear organismo defensa medio ambiente tal comité gobierno británico materia desarrollo sostenible
"Pero es a partir de la reforma de la enseñanza de 1988, cuando se establecen una serie de objetivos para los centros escolares con respecto a la implantación de la educación ambiental, en donde los problemas medioambientales pueden abordarse desde varias disciplinas obligatorias.",501,0,0,partir reforma enseñanzo establecer serie objetivo centro escolar respecto implantación educación ambiental problema medioambiental poder abordar él varios disciplina obligatorio
"Del estudio internacional descrito, no hay duda de ser difícil, y en México es necesario e inaplazable que dentro del proceso de formación de los estudiantes, se contemple una materia con visión más amplia de la problemática ambiental, que concientice a las generaciones futuras de la gravedad del deterioro del medio ambiente y del impacto que este trae a la calidad de vida y al bienestar social.",501,0,0,estudio internacional descrito no dudar ser difícil méxico necesario inaplazable dentro proceso formación estudiante contemple materio visión amplio problemática ambiental concientizar generación futuro gravedad deterioro medio ambiente impacto traer calidad vida bienestar social
"EN EL PARTIDO VERDE, PROPONEMOS:",H,0,0,partido verde proponer
"Reformar el artículo 7 de la Ley General de Educación para incorporar la materia de educación ambiental como parte integral de la educación que imparta el Estado, sus organismos descentralizados y los particulares con autorización.",506,0,0,reformar artículo ley general educación incorporar materia educación ambiental parte integral educación imparto organismo descentralizado particular autorización
"Donde se contemple un artículo transitorio, en el cual se determine la obligatoriedad, para que la Secretaría de Educación Pública Federal en coordinación con el Instituto Nacional para la Evaluación de la Educación y demás autoridades competentes, hagan efectiva una materia específicamente sobre educación ambiental, en todos los niveles del Sistema Educativo Nacional.",506,0,0,contemple artículo transitorio determine obligatoriedad secretacer educación público federal coordinación instituto nacional evaluación educación demá autoridad competente hacer efectivo materia específicamente educación ambiental nivel sistema educativo nacional
TITULO: POR UNA BUENA CALIDAD DEL AIRE,H,0,0,titulo buen calidad aire
VISIÓN:,H,0,0,visión
"Formular acciones para garantizar la calidad del aire, así como la protección y restauración de la atmosfera, bajo el principio de concurrencia.",501,0,0,formular acción garantizar calidad aire así protección restauración atmosfera bajo principio concurrencio
"Definiendo cuenca atmosférica para así establecer los principios generales que deben privar en la gestión de la calidad del aire para promover que se asuman responsabilidades iguales, pero obligaciones diferenciadas con el fin de incentivar buenas prácticas y procesos que reduzcan las emisiones de contaminantes a la atmósfera.",501,0,0,definir cuenca atmosférico así establecer principio general deber privar gestión calidad aire promover asumir responsabilidad igual obligación diferenciado fin incentivar buena práctica proceso reducir emisión contaminante atmósfero
RESUMEN EJECUTIVO:,H,0,0,resumen ejecutivo
La contaminación atmosférica es uno de los principales problemas ambientales de México y del mundo.,501,0,0,contaminación atmosférico principal problema ambiental méxico mundo
"Evidentemente es un fenómeno que puede relacionarse con el crecimiento poblacional, pero sobre todo con su concentración en grandes urbes, y la producción industrial en muchos sentidos, ya que esta se ha caracterizado porque en los centros poblacionales, sobre todo en los últimos 70 años se han desarrollado los procesos industriales que emiten contaminantes, alterando la calidad del aire y por ende la atmósfera.",501,0,0,evidentemente fenómeno poder relacionar él crecimiento poblacional concentración grande urbe producción industrial caracterizado centro poblacional último año desarrollado proceso industrial emitir contaminante alterar calidad aire ende atmósfero
"Si bien es intangible, la atmósfera terrestre es el bien común más global en el planeta.",501,0,0,si bien intangible atmósferar terrestre bien común global planeta
"Es una muy delgada película, constituida por una masa gaseosa de composición prácticamente homogénea que envuelve la tierra y que se mantiene unida al planeta por la fuerza de la gravedad.",501,0,0,delgado película constituido masa gaseós composición prácticamente homogénea envuelve tierra mantener unido planeta fuerzo gravedad
"Entre sus funciones más importantes es la de proveer a los seres vivos de gases imprescindibles para la vida, forma parte del ciclo hidrológico, sirve de protección a la vida terrestre frente a los rayos cósmicos y distribuye la energía del Sol por toda la Tierra.",501,0,0,función importante proveer ser vivo gas imprescindible vida formar parte ciclo hidrológico servir protección vida terrestre frente rayo cósmico distribuir energía sol todo tierra
"Tiene un espesor de aproximadamente 1000 kilómetros y a su vez se divide en varias capas concéntricas sucesivas, que se extienden desde la superficie del planeta hacia el espacio exterior.",501,0,0,espesor aproximadamente kilómetro vez dividir varios capa concéntrica sucesivo extender superficie planeta hacia espacio exterior
"Atendiendo a una clasificación en función de la distribución de temperatura la podemos dividir en troposfera, estratosfera, mesosfera y termosfera.",501,0,0,atender clasificación función distribución temperatura poder dividir troposfera estratosfero mesosfero termosfera
"Esta capa gaseosa y la hidrosfera constituyen el sistema de capas fluidas terrestres, cuyas dinámicas están estrechamente relacionadas, pues protegen la vida de la Tierra absorbiendo en la capa de ozono gran parte de la radiación solar ultravioleta, reduciendo las diferencias de temperatura entre el día y la noche.",501,0,0,capa gaseós hidrosfera constituir sistema capa fluido terrestre cuyo dinámicas estrechamente relacionado pues protegen vida tierro absorber capa ozonir gran parte radiación solar ultravioleta reducir diferencia temperatura día noche
"Esta delgada capa de nuestro planeta que representa una millonésima parte de su masa, tiene un papel tan importante en la naturaleza, que es incluso fundamental en el sostenimiento de los procesos vitales.",501,0,0,delgado capa planeta representar millonésimo parte más papel tanto importante naturaleza incluso fundamental sostenimiento proceso vital
"De acuerdo a los estudios conducidos por el Instituto Nacional de Ecología y Cambio Climático, el aire está compuesto por la siguiente proporción de gases: nitrógeno en un 78%, oxígeno en un 21% y gases inertes en un 1%, que se mantienen virtualmente constantes en todo el planeta.",501,0,0,acuerdo estudio conducido instituto nacional ecologío cambio climático aire compuesto siguiente proporción gás nitrógeno oxígeno gas inert mantener virtualmente constante planeta
"Además de estos gases presentes en forma permanente, también están otros gases que varían en su concentración dependiendo de las características de los ecosistemas y de las condiciones climatológicas.",501,0,0,además gas presente forma permanente gas variar concentración depender característica ecosistema condición climatológico
"Entre ellos, se encuentran el vapor de agua (H2O), que puede variar entre 0 a 4%; el dióxido de carbono (CO2) que tiene una concentración media global de 0.035%; y los gases llamados traza, que incluyen al metano (CH4), óxido nitroso (N2O), ozono (O3), material particulado (PM) y clorofluorocarbonos (CFC) que en conjunto poseen menos de 0.00017% por volumen de aire seco en la atmósfera.",501,0,0,encontrar vapor agua ho poder variar dióxido carbono co concentración medio global gas llamado trazar incluir metano ch óxido nitroso no ozonir material particulado pm clorofluorocarbono cfc conjunto poseer menos volumen aire seco atmósfero
