Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Priorizar  la  formación  de  los  recursos  humanos  por  parte  de  la  UDELAR  creando  la  carrera  de  Licenciatura en Logística.,506,0,0,priorizar formación recurso humano parte udelar crear carrera licenciatura logístico
Infraestructura comunitaria al servicio de la sociedad,H,0,0,infraestructura comunitario servicio sociedad
Transporte de pasajeros -,H,0,0,transporte pasajero
"Se desarrollará un Programa de Transporte Colectivo Nacional (TCN) de calidad,",411,0,1,desarrollar programa transporte colectivo nacional tcn calidad
"con un análisis y desarrollo de sistemas de transporte departamentales, para implementar estrategias de accesibilidad al 100% del territorio nacional, conectando el transporte colectivo entre el conjunto del territorio y los nuevos grandes nucleamientos de trabajo,",411,0,1,análisis desarrollo sistema transporte departamental implementar estrategia accesibilidad territorio nacional conectar transporte colectivo conjunto territorio nuevo grande nucleamiento trabajo
"con un desarrollo logístico  carretero  transversal  procurando  diseñar  un  sistema  independiente  de  las  tramas  urbanas,",411,0,1,desarrollo logístico carretero transversal procurar diseñar sistema independiente trama urbano
fortaleciendo troncales alimentadoras del tránsito para construir las Ciudades del Futuro.,411,0,1,fortalecer troncal alimentadora tránsito construir ciudad futuro
"Se ejecutará un reordenamiento y cuidado del Sistema Colectivo de pasajeros, incluyendo un Plan de Transporte Público de Pasajeros, considerando los antecedentes generados en el área metropolitana,",411,0,1,ejecutar reordenamiento cuidado sistema colectivo pasajero incluir plan transporte público pasajero considerar antecedente generado área metropolitano
con un fuerte desarrollo  de  las  tecnologías  de  la  información.,411,0,1,fuerte desarrollo tecnología información
"El  objetivo  central  es  que  los  habitantes  accedan  todos  por igual a un servicio de calidad y una tarifa equitativa, generando una real accesibilidad y movilidad de personas y cargas,",503,1,-1,objetivo central habitante accedar igual servicio calidad tarifa equitativo generar real accesibilidad movilidad persona carga
avanzando en la incorporación de tecnologías,411,0,1,avanzar incorporación tecnología
"para una gestión sustentable, respetando el medio ambiente, y como soporte de las actividades sociales y productivas.",416.2,0,-1,gestión sustentable respetar medio ambiente soportar actividad social productivo
A todo ello se sumará el desarrollo del transporte ferroviario de pasajeros.,411,0,1,él sumar desarrollo transporte ferroviario pasajero
Seguridad Vial y Estrategias de Convivencia Ciudadana -,H,0,0,seguridad vial estrategia convivencia ciudadano
"Se generará una Policía Nacional de Tránsito,",605.2,1,0,generar policía nacional tránsito
