Text,Code,libertad_personal_score,libertad_economica_score,text_processed
El darrer pas del full de ruta cap a la independència requereix de la negociació amb l’Estat sobre la divisió de tots els recursos materials i humans que actualment són de la seva competència i que passaran a formar part de l’Estat català.,602,0,0,darrer pa full rutar cap independncio requereix negociaceír amb lestat diviseír tots el recurso materials i humans actualment són seir competncia i passarar formar part lestat catal
A) UNA NACIÓ AMB EL DRET DE DECIDIR,,0,0,nacer amb dret decidir
Els dret a l'autodeterminació dels Països Catalans,,0,0,el dret lautodeterminaceír dels paso catalan
El principi d'autodeterminació va ser formulat per primer el cop pel president d'Estats Units Woodrow Wilson en els seus Catorze Punts el 1918.,301,0,0,principi dautodeterminaceír ir ser formulat per primero cop pel president destats units woodrow wilson el seus catorze punt
"En acabar la Segona Guerra Mundial el dret a l'autodeterminació va quedar recollit a l'article 1 de la Carta de les Nacions Unides: “Fomentar entre les nacions relacions d'amistat basades en el respecte al principi de la igualtat de drets i a la lliure determinació dels pobles, i prendre altres mesures adequades per a enfortir la pau universal”.",301,0,0,acabar segón guerra mundial dret lautodeterminaceír ir quedar recollit larticle carta nacions unides fomentar nacions relacions damistat basades respecte principi igualtat drets i lliure determinaceír dels pobl i prendre altr mesur adequad per enfortir pau universal
"Més endavant, les Nacions Unides van proclamar l'any 1966 el Pacte Internacional dels Drets Civils i Polítics, que va entrar en vigor l'any 1976 i que va ser ratificat per l'Estat Espanyol el 27 de juliol de 1977, que diu: “Tots els pobles tenen dret a l'autodeterminació.",301,0,0,més endavant nacions unides ir proclamar lany pacte internacional dels drets civils i polítics ir entrar vigor lany i ir ser ratificat per lestat espanyol juliol diu tots el pobl tenar dret lautodeterminaceír
"En virtut d'aquest dret determinen lliurement el seu estatut polític i procuren també pel seu desenvolupament, econòmic, social i cultural”.",301,0,0,virtut daquest dret determinar lliurement seu estatut polític i procurir també pel seu desenvolupament econmic social i cultural
"Els Països Catalans són dipositaris d'uns drets històrics que al dia d'avui no han estat reconeguts en l'ordenament jurídic espanyol, drets que si es reconeixen a Euskal Herria i que són el fonament jurídic per accedir al concert econòmic a través de la disposició adicional 1a de la Constitutció: “La Constitución ampara y respeta los derechos históricos de los territorios forales”.",301,0,0,el paso catalan són dipositaris duns drets histrics diar davui no estat reconeguts lordenament jurídic espanyol drets si reconeixen euskal herria i són fonament jurídic per accedir concert econmic travé disposiceír adicional constitutceír constitución amparar respeta derecho histórico territorio foral
"Catalunya exerceix la independència de fet des de l'any 988 moment a partir del qual ja es diposa d'un ordenament jurídic propi (Els Usatges, 1065).",301,0,0,catalunya exerceix independncia fet des lany moment partir qual jo dipós dun ordenament jurídic propi el usatg
La Corona de Catalunya-Aragó es constituieix el 1137 amb el sistema de confederació respectant per a cada territori les seves pròpies lleis i institucions però compartint el mateix monarca.,301,0,0,corona catalunyaaragar constituieix amb sistema confederaceír respectant per cada territori sev prpi lleis i institucions per compartint mateix monarca
