Text,Code,libertad_personal_score,libertad_economica_score,text_processed
  Impulsar programas y acciones enfocados a la atención de enfermedades que padecen las jóvenes de nuestro país.,504,-1,-1,impulsar programa acción enfocado atención enfermedad padecer joven país
  Promover reformas legislativas para garantizar la protección de los Derechos Humanos de los jóvenes creando una visitaduría de atención a la juventud.,201.2,1,0,promover reforma legislativo garantizar protección derechos humanos joven crear visitaduer atención juventud
  Impulsar programas de educación y conciencia ambiental para padres e hijos.,506,0,0,impulsar programa educación conciencia ambiental padre hijo
9. POLÍTICA,H,0,0,político
Los países que se desarrollan exitosamente son aquellos con instituciones sólidas e incluyentes.,202.1,0,0,país desarrollar exitosamente aquel institución sólido incluyent
"Cuando éstas no existen o son insuficientes, se limita la capacidad de la ciudadanía para demandar sus derechos y se debilita la legitimidad del Estado.",202.1,0,0,este no existir insuficiente limitar capacidad ciudadanir demandar derecho debilitar legitimidad
"El estado tiene la obligación de velar por el interés general, por lo cual las políticas públicas que formule, impulse e implemente tienen un impacto directo y son causa del desarrollo nacional.",305.3,-1,0,obligación velar interés general política público formule impulse implemente impacto directo causa desarrollo nacional
"En México diversos estudios de opinión pública han evidenciado una falta de confianza de la población en las instituciones del gobierno, la cual se ha agravado gracias a los conflictos sociales que se han gestado en entidades federativas como Michoacán, Guerrero, Oaxaca, Veracruz y Tamaulipas entre otros.",305.1,0,0,méxico diverso estudio opinión público evidenciado falta confianzo población institución gobierno agravado gracias conflicto social gestado entidad federativo michoacán guerrero oaxaca veracruz tamaulipas
"Por ello, es necesario fortalecer el impulso de políticas públicas incluyentes que generen lazos de coordinación y cooperación entre los 3 órdenes de gobierno y la ciudadanía,",202.1,0,0,él necesario fortalecer impulso política público incluyent generar lazo coordinación cooperación órdén gobierno ciudadanir
fortaleciendo el funcionamiento del Estado,305.3,-1,0,fortalecer funcionamiento
